Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Bagnis F.|ARG|Left-Handed|2.62|Hanfmann Y.|DEU|Right-Handed|1.46|0.0|2.0|176.0|-4.0|-10.0
hard|Muller A.|FRA|Right-Handed|2.64|Machac T.|CZE|Right-Handed|1.46|0.0|4.0|-188.0|2.0|0.0
indoors|Bellier A.|CHE|Left-Handed|2.01|Grenier H.|FRA|Right-Handed|1.77|0.0|0.0|-175.0|-5.0|0.0
indoors|Medvedev D.|RUS|Right-Handed|1.61|Sinner J.|ITA|Right-Handed|2.31|0.0|4.0|305.0|7.0|10.0
indoors|Piros Z.|HUN|Right-Handed|1.51|Guinard M.|FRA|Right-Handed|2.52|0.0|-2.0|-305.0|-13.0|-16.0
indoors|Copil M.|ROU|Right-Handed|2.2|Sachko V.|UKR|Right-Handed|1.61|0.0|8.0|-50.0|19.0|10.0
hard|Uchiyama Y.|JPN|Right-Handed|1.5|Ramanathan R.|IND|Right-Handed|2.44|0.0|2.0|60.0|-2.0|-5.0
indoors|Masur D.|DEU|Right-Handed|1.41|Molleker R.|DEU|Right-Handed|2.66|0.0|4.0|84.0|3.0|-2.0
indoors|Lokoli L.|FRA|Right-Handed|2.16|Gerasimov E.|BLR|Right-Handed|1.67|0.0|-2.0|-86.0|-8.0|-8.0
hard|Statham R.|NZL|Right-Handed|1.16|Gomez L.|MEX|Left-Handed|4.85|0.0|7.0|27.0|8.0|0.0
