Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Thompson J.|AUS|Right-Handed|1.63|Mayot H.|FRA|Right-Handed|2.25|0.0|7.0|506.0|11.0|5.0
clay|De Loore J.|BEL|Right-Handed|1.17|Jasika O.|AUS|Left-Handed|4.6|0.0|1.0|-37.0|26.0|8.0
clay|Musetti L.|ITA|Right-Handed|1.33|Lajovic D.|SRB|Right-Handed|3.29|0.0|-12.0|1111.0|-8.0|2.0
clay|Dellien H.|BOL|Right-Handed|1.73|Krajinovic F.|SRB|Right-Handed|2.02|0.0|1.0|-299.0|0.0|-5.0
hard|Alvarez Varona N.|ESP|Right-Handed|2.1|Gerasimov E.|BLR|Right-Handed|1.68|0.0|-7.0|-182.0|-6.0|-8.0
clay|Cerundolo F.|ARG|Right-Handed|1.42|Sonego L.|ITA|Right-Handed|2.86|0.0|-3.0|460.0|2.0|-6.0
clay|Diaz Acosta F.|ARG|Left-Handed|1.72|Martinez P.|ESP|Right-Handed|2.1|0.0|-5.0|-7.0|-3.0|-2.0
clay|Blancaneaux G.|FRA|Right-Handed|4.04|Halys Q.|FRA|Right-Handed|1.22|0.0|-3.0|-356.0|-3.0|-11.0
clay|Gaston H.|FRA|Left-Handed|2.94|Baez S.|ARG|Right-Handed|1.4|0.0|1.0|-235.0|-2.0|3.0
clay|Hanfmann Y.|DEU|Right-Handed|1.9|Seyboth Wild T.|BRA|Right-Handed|1.89|0.0|7.0|386.0|8.0|8.0
