Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Tabilo A.|CHL|Left-Handed|1.64|Kotov P.|RUS|Right-Handed|2.27|0.0|2.0|-145.0|-11.0|-3.0
clay|Trungelliti M.|ARG|Right-Handed|1.2|Safwat M.|EGY|Right-Handed|4.39|0.0|1.0|-174.0|-5.0|-2.0
hard|Zverev A.|DEU|Right-Handed|1.16|O'Connell C.|AUS|Right-Handed|5.19|0.0|0.0|1784.0|12.0|15.0
hard|Raonic M.|CAN|Right-Handed|1.39|Nagal S.|IND|Right-Handed|3.01|0.0|7.0|-5.0|29.0|18.0
hard|Shapovalov D.|CAN|Left-Handed|1.66|Van De Zandschulp B.|NLD|Right-Handed|2.23|0.0|-2.0|360.0|-8.0|-3.0
indoors|Bergs Z.|BEL|Right-Handed|1.48|Kukushkin M.|KAZ|Right-Handed|2.58|0.0|-9.0|100.0|11.0|2.0
hard|Muller A.|FRA|Right-Handed|1.83|Grenier H.|FRA|Right-Handed|1.99|0.0|1.0|202.0|-10.0|-13.0
hard|Cerundolo F.|ARG|Right-Handed|2.18|Shevchenko A.|KAZ|Right-Handed|1.69|0.0|1.0|933.0|8.0|0.0
hard|Fognini F.|ITA|Right-Handed|1.53|Zapata Miralles B.|ESP|Right-Handed|2.51|0.0|10.0|-339.0|-3.0|-5.0
indoors|Molleker R.|DEU|Right-Handed|2.69|Brouwer G.|NLD|Left-Handed|1.44|0.0|-2.0|-206.0|3.0|-6.0
hard|De Minaur A.|AUS|Right-Handed|1.07|Daniel T.|JPN|Right-Handed|8.67|0.0|-7.0|1521.0|-11.0|-8.0
hard|Tsitsipas S.|GRC|Right-Handed|1.15|Pouille L.|FRA|Right-Handed|5.53|0.0|-4.0|5050.0|5.0|8.0
clay|Kirkin E.|TUR|Right-Handed|2.21|Basilashvili N.|GEO|Right-Handed|1.59|0.0|-7.0|-398.0|-6.0|-5.0
hard|Sinner J.|ITA|Right-Handed|1.07|Kokkinakis T.|AUS|Right-Handed|9.4|0.0|-5.0|3119.0|-8.0|-5.0
