Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Paire B.|FRA|Right-Handed|1.78|Shimizu Y.|JPN|Left-Handed|1.96|0.0|8.0|216.0|18.0|33.0
clay|Diez S.|CAN|Right-Handed|1.64|Domingues J.|PRT|Right-Handed|2.18|0.0|1.0|-126.0|6.0|-3.0
clay|Benchetrit E.|MAR|Right-Handed|1.81|Ajdukovic D.|HRV|Right-Handed|1.92|0.0|1.0|-89.0|13.0|8.0
hard|Rublev A.|RUS|Right-Handed|1.23|Humbert U.|FRA|Left-Handed|4.25|0.0|1.0|2982.0|-3.0|0.0
hard|Fucsovics M.|HUN|Right-Handed|1.63|Molcan A.|SVK|Left-Handed|2.29|0.0|6.0|-168.0|9.0|10.0
clay|Piros Z.|HUN|Right-Handed|1.58|Coppejans K.|BEL|Right-Handed|2.29|0.0|-4.0|-287.0|0.0|0.0
clay|Gaston H.|FRA|Left-Handed|1.19|Lama G.|CHL|Right-Handed|4.36|0.0|-7.0|310.0|-14.0|-7.0
hard|Medvedev D.|RUS|Right-Handed|1.03|Ivashka I.|BLR|Right-Handed|13.89|0.0|-1.0|3124.0|-1.0|5.0
clay|Melzer G.|AUT|Left-Handed|1.75|Vrbensky M.|CZE|Right-Handed|1.98|0.0|9.0|135.0|15.0|8.0
hard|Wawrinka S.|CHE|Right-Handed|4.12|Rune H.|DNK|Right-Handed|1.24|0.0|17.0|-2764.0|11.0|-3.0
hard|Tabilo A.|CHL|Left-Handed|2.13|Thompson J.|AUS|Right-Handed|1.72|0.0|-3.0|-333.0|-7.0|5.0
