Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Koepfer D.|DEU|Left-Handed|1.66|Vavassori A.|ITA|Right-Handed|2.22|0.0|1.0|236.0|1.0|-13.0
clay|Carballes Baena R.|ESP|Right-Handed|1.43|O'Connell C.|AUS|Right-Handed|2.84|0.0|2.0|364.0|-1.0|0.0
clay|Vesely J.|CZE|Left-Handed|2.63|Trungelliti M.|ARG|Right-Handed|1.45|0.0|-3.0|-166.0|16.0|20.0
clay|Molcan A.|SVK|Left-Handed|1.86|Couacaud E.|FRA|Right-Handed|1.88|0.0|-2.0|168.0|-5.0|-5.0
clay|Nadal R.|ESP|Left-Handed|1.14|Bergs Z.|BEL|Right-Handed|5.73|0.0|13.0|5435.0|2.0|0.0
clay|Moutet C.|FRA|Left-Handed|1.77|Safiullin R.|RUS|Right-Handed|2.05|0.0|-1.0|87.0|-7.0|-10.0
clay|Lajovic D.|SRB|Right-Handed|2.02|Sonego L.|ITA|Right-Handed|1.79|0.0|8.0|-266.0|7.0|-8.0
clay|Berrettini J.|ITA|Right-Handed|2.41|Galarneau A.|CAN|Right-Handed|1.53|0.0|3.0|-299.0|6.0|11.0
hard|Gerasimov E.|BLR|Right-Handed|3.5|Purcell M.|AUS|Right-Handed|1.27|0.0|5.0|-341.0|11.0|11.0
clay|Pacheco Mendez R.|MEX|Left-Handed|1.13|Anderson O.|AUS|Right-Handed|4.97|0.0|-8.0|-1.0|0.0|13.0
clay|Seyboth Wild T.|BRA|Right-Handed|1.42|Barrere G.|FRA|Right-Handed|2.88|0.0|-5.0|-341.0|-2.0|2.0
clay|Villanueva G.|ARG|Right-Handed|1.87|Sakamoto P.|BRA|Right-Handed|1.87|0.0|-3.0|135.0|-8.0|-3.0
clay|Muller A.|FRA|Right-Handed|2.49|Fucsovics M.|HUN|Right-Handed|1.54|0.0|-4.0|-57.0|-7.0|-5.0
clay|Munar J.|ESP|Right-Handed|1.1|Hijikata R.|AUS|Right-Handed|7.19|0.0|4.0|36.0|8.0|5.0
