Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Thompson J.|AUS|Right-Handed|2.4|Safiullin R.|RUS|Right-Handed|1.54|0.0|3.0|20.0|7.0|-2.0
hard|Ymer M.|SWE|Right-Handed|1.28|Basilashvili N.|GEO|Right-Handed|3.58|0.0|-7.0|144.0|-4.0|-2.0
indoors|Marchenko I.|UKR|Right-Handed|1.67|Vatutin A.|RUS|Right-Handed|2.08|0.0|6.0|247.0|13.0|7.0
hard|Haase R.|NLD|Right-Handed|3.93|Fucsovics M.|HUN|Right-Handed|1.2|0.0|4.0|-371.0|-5.0|3.0
hard|O'Connell C.|AUS|Right-Handed|1.59|Hijikata R.|AUS|Right-Handed|2.28|0.0|5.0|137.0|10.0|5.0
indoors|Molleker R.|DEU|Right-Handed|1.78|Leshem E.|ISR|Right-Handed|1.91|0.0|-3.0|145.0|5.0|2.0
hard|Millman J.|AUS|Right-Handed|1.88|Zapata Miralles B.|ESP|Right-Handed|1.86|0.0|6.0|-186.0|-3.0|0.0
hard|Lehecka J.|CZE|Right-Handed|1.36|Bagnis F.|ARG|Left-Handed|3.03|0.0|-12.0|185.0|-2.0|0.0
indoors|Sachko V.|UKR|Right-Handed|1.36|Kirkin E.|TUR|Right-Handed|2.96|0.0|1.0|98.0|-5.0|3.0
hard|Etcheverry T.|ARG|Right-Handed|1.31|Saville L.|AUS|Right-Handed|3.34|0.0|-6.0|360.0|-1.0|8.0
hard|Machac T.|CZE|Right-Handed|2.13|Otte O.|DEU|Right-Handed|1.68|0.0|-6.0|-371.0|-6.0|-10.0
hard|Barrere G.|FRA|Right-Handed|1.31|Coria F.|ARG|Right-Handed|2.97|0.0|-2.0|-345.0|7.0|3.0
