Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Sakamoto P.|BRA|Right-Handed|3.09|Melzer G.|AUT|Left-Handed|1.35|0.0|-1.0|-244.0|-2.0|-10.0
clay|Rodriguez Taverna S.|ARG|Right-Handed|3.6|Tabilo A.|CHL|Left-Handed|1.27|0.0|-1.0|-27.0|7.0|3.0
clay|Kolar Z.|CZE|Right-Handed|2.5|Diaz Acosta F.|ARG|Left-Handed|1.5|0.0|4.0|62.0|3.0|2.0
grass|Alcaraz C.|ESP|Right-Handed|1.22|Lehecka J.|CZE|Right-Handed|4.31|0.0|-1.0|6127.0|-8.0|2.0
clay|Delbonis F.|ARG|Left-Handed|1.18|Schoolkate T.|AUS|Right-Handed|4.57|0.0|14.0|408.0|12.0|10.0
grass|Dimitrov G.|BGR|Right-Handed|1.33|Cerundolo F.|ARG|Right-Handed|3.31|0.0|9.0|-335.0|3.0|6.0
grass|Rublev A.|RUS|Right-Handed|1.2|Hanfmann Y.|DEU|Right-Handed|4.52|0.0|-6.0|3158.0|-16.0|-5.0
clay|Muller A.|FRA|Right-Handed|1.33|Giannessi A.|ITA|Left-Handed|3.16|0.0|-6.0|385.0|-7.0|-2.0
clay|Zeppieri G.|ITA|Left-Handed|1.73|Ramos-Vinolas A.|ESP|Left-Handed|2.05|0.0|-12.0|-304.0|2.0|-3.0
grass|Sinner J.|ITA|Right-Handed|1.28|Sonego L.|ITA|Right-Handed|3.72|0.0|-2.0|2310.0|0.0|-3.0
grass|De Minaur A.|AUS|Right-Handed|1.15|Schwartzman D.|ARG|Right-Handed|5.46|0.0|-7.0|1335.0|5.0|13.0
clay|Travaglia S.|ITA|Right-Handed|2.39|Monteiro T.|BRA|Left-Handed|1.55|0.0|1.0|-465.0|2.0|2.0
clay|Rodriguez Taverna S.|ARG|Right-Handed|1.96|Serdarusic N.|HRV|Right-Handed|1.79|0.0|-3.0|122.0|-3.0|0.0
grass|Griekspoor T.|NLD|Right-Handed|2.48|Hurkacz H.|POL|Right-Handed|1.54|0.0|2.0|-851.0|4.0|-8.0
