Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Sousa J.|PRT|Right-Handed|2.96|Ivashka I.|BLR|Right-Handed|1.4|0.0|6.0|-229.0|-10.0|-8.0
clay|Borges N.|PRT|Right-Handed|1.95|Piros Z.|HUN|Right-Handed|1.82|0.0|3.0|412.0|7.0|5.0
clay|Molcan A.|SVK|Left-Handed|1.6|Coria F.|ARG|Right-Handed|2.32|0.0|-7.0|92.0|0.0|-2.0
clay|Bourgue M.|FRA|Right-Handed|2.35|Wu Y.|CHN|Right-Handed|1.56|0.0|5.0|268.0|3.0|5.0
clay|Rune H.|DNK|Right-Handed|1.14|Guinard M.|FRA|Right-Handed|5.68|0.0|-5.0|697.0|-13.0|-11.0
clay|Kolar Z.|CZE|Right-Handed|2.25|Agamenone F.|ITA|Right-Handed|1.62|0.0|-5.0|-151.0|-6.0|-3.0
clay|Santillan A.|AUS|Right-Handed|1.41|Li Z.|CHN|Right-Handed|2.64|0.0|-9.0|136.0|1.0|-5.0
clay|Ruud C.|NOR|Right-Handed|1.18|Kokkinakis T.|AUS|Right-Handed|4.72|0.0|-3.0|3217.0|-7.0|-10.0
clay|De Minaur A.|AUS|Right-Handed|1.16|Watanuki Y.|JPN|Right-Handed|5.23|0.0|-2.0|1572.0|6.0|3.0
clay|Gasquet R.|FRA|Right-Handed|1.71|Majchrzak K.|POL|Right-Handed|2.13|0.0|11.0|46.0|1.0|3.0
clay|Brouwer G.|NLD|Left-Handed|1.52|Roca Batalla O.|ESP|Right-Handed|2.42|0.0|-5.0|-37.0|-3.0|18.0
clay|Kubler J.|AUS|Right-Handed|1.73|Sousa P.|PRT|Right-Handed|2.06|0.0|-5.0|-469.0|4.0|-2.0
clay|Zhang Z.|CHN|Right-Handed|1.66|Silva F.|PRT|Left-Handed|2.14|0.0|-2.0|64.0|13.0|15.0
clay|Carballes Baena R.|ESP|Right-Handed|1.18|Geerts M.|BEL|Right-Handed|4.54|0.0|4.0|494.0|4.0|5.0
clay|Rodriguez Taverna S.|ARG|Right-Handed|2.31|Kuzmanov D.|BGR|Right-Handed|1.58|0.0|-5.0|-3.0|5.0|-2.0
