Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Schoolkate T.|AUS|Right-Handed|1.67|Blancaneaux G.|FRA|Right-Handed|2.13|0.0|-5.0|-367.0|3.0|3.0
hard|Mukund S.|IND|Right-Handed|1.65|Gaio F.|ITA|Right-Handed|2.15|0.0|-4.0|-231.0|-6.0|5.0
indoors|Gerasimov E.|BLR|Right-Handed|2.16|Berankis R.|LTU|Right-Handed|1.64|0.0|-3.0|141.0|9.0|21.0
hard|Travaglia S.|ITA|Right-Handed|1.35|Bonadio R.|ITA|Right-Handed|3.09|0.0|2.0|-138.0|-1.0|5.0
hard|Zhang Z.|CHN|Right-Handed|2.2|Musetti L.|ITA|Right-Handed|1.67|0.0|5.0|-1679.0|12.0|8.0
indoors|Rodionov J.|AUT|Left-Handed|1.27|Kolar Z.|CZE|Right-Handed|3.71|0.0|-2.0|32.0|10.0|6.0
hard|Kotov P.|RUS|Right-Handed|2.19|Sonego L.|ITA|Right-Handed|1.67|0.0|-2.0|-438.0|10.0|0.0
hard|Diez S.|CAN|Right-Handed|2.97|Elias G.|PRT|Right-Handed|1.36|0.0|-1.0|-292.0|0.0|-8.0
hard|Pospisil V.|CAN|Right-Handed|1.34|Uchida K.|JPN|Right-Handed|3.05|0.0|3.0|13.0|14.0|13.0
hard|Andreev A.|BGR|Right-Handed|1.85|Lokoli L.|FRA|Right-Handed|1.86|0.0|-5.0|-132.0|-12.0|-8.0
hard|Brancaccio R.|ITA|Right-Handed|1.75|Caruso S.|ITA|Right-Handed|1.98|0.0|-5.0|-316.0|-8.0|-2.0
