Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Alcaraz C.|ESP|Right-Handed|1.11|Griekspoor T.|NLD|Right-Handed|6.95|0.0|-6.0|5746.0|-13.0|-3.0
clay|Ugo Carabelli C.|ARG|Right-Handed|1.45|Olivieri G.|ARG|Right-Handed|2.62|0.0|-1.0|199.0|10.0|10.0
clay|Gaio F.|ITA|Right-Handed|2.51|Collarini A.|ARG|Left-Handed|1.48|0.0|-1.0|32.0|4.0|-5.0
clay|Furness E.|FRA|Right-Handed|1.77|Benchetrit E.|MAR|Right-Handed|1.97|0.0|0.0|159.0|-22.0|-23.0
hard|Sinner J.|ITA|Right-Handed|1.11|Mannarino A.|FRA|Left-Handed|6.96|0.0|-11.0|1864.0|-3.0|8.0
clay|Pellegrino A.|ITA|Right-Handed|1.32|Villanueva G.|ARG|Right-Handed|3.26|0.0|-1.0|-17.0|11.0|10.0
clay|Vatutin A.|RUS|Right-Handed|2.3|Caruso S.|ITA|Right-Handed|1.57|0.0|-1.0|-276.0|-11.0|-7.0
hard|Medvedev D.|RUS|Right-Handed|1.25|Zverev A.|DEU|Right-Handed|4.02|0.0|0.0|1275.0|-7.0|0.0
hard|Vukic A.|AUS|Right-Handed|1.95|Marterer M.|DEU|Left-Handed|1.77|0.0|-1.0|-66.0|0.0|-3.0
clay|Andreev A.|BGR|Right-Handed|1.65|Melzer G.|AUT|Left-Handed|2.16|0.0|-8.0|-125.0|-14.0|-8.0
clay|Serdarusic N.|HRV|Right-Handed|3.47|Valkusz M.|HUN|Right-Handed|1.28|0.0|4.0|153.0|10.0|8.0
clay|Luz O.|BRA|Right-Handed|2.98|Agamenone F.|ITA|Right-Handed|1.36|0.0|-5.0|-335.0|-4.0|-8.0
hard|Davidovich Fokina A.|ESP|Right-Handed|1.46|Garin C.|CHL|Right-Handed|2.75|0.0|-4.0|824.0|-5.0|-2.0
hard|Kokkinakis T.|AUS|Right-Handed|2.12|Lehecka J.|CZE|Right-Handed|1.68|0.0|7.0|-355.0|4.0|10.0
hard|Halys Q.|FRA|Right-Handed|1.6|Barrere G.|FRA|Right-Handed|2.26|0.0|-2.0|-138.0|-2.0|8.0
hard|Popyrin A.|AUS|Right-Handed|1.69|Otte O.|DEU|Right-Handed|2.11|0.0|-3.0|-100.0|-1.0|3.0
