Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
indoors|Ymer M.|SWE|Right-Handed|1.43|Lestienne C.|FRA|Right-Handed|2.79|0.0|-5.0|-70.0|-2.0|3.0
indoors|Otte O.|DEU|Right-Handed|2.74|Ivashka I.|BLR|Right-Handed|1.43|0.0|0.0|136.0|-5.0|0.0
indoors|Klein L.|SVK|Right-Handed|1.47|Vavassori A.|ITA|Right-Handed|2.6|0.0|-3.0|12.0|7.0|0.0
indoors|Fognini F.|ITA|Right-Handed|1.92|Galan D.|COL|Right-Handed|1.86|0.0|9.0|393.0|7.0|-13.0
indoors|Medvedev D.|RUS|Right-Handed|1.17|Dimitrov G.|BGR|Right-Handed|5.25|0.0|-4.0|3875.0|2.0|7.0
indoors|Zapata Miralles B.|ESP|Right-Handed|1.78|Martinez P.|ESP|Right-Handed|2.12|0.0|0.0|-106.0|6.0|-2.0
indoors|Blancaneaux G.|FRA|Right-Handed|6.33|Ruusuvuori E.|FIN|Right-Handed|1.11|0.0|0.0|-597.0|-4.0|-8.0
indoors|Shapovalov D.|CAN|Left-Handed|1.7|Coric B.|HRV|Right-Handed|2.18|0.0|-2.0|430.0|-10.0|-3.0
hard|Noguchi R.|JPN|Right-Handed|2.2|Jasika O.|AUS|Left-Handed|1.62|0.0|-5.0|-5.0|3.0|-15.0
indoors|Monteiro T.|BRA|Left-Handed|1.81|Grenier H.|FRA|Right-Handed|1.96|0.0|5.0|277.0|-7.0|-13.0
clay|Altmaier D.|DEU|Right-Handed|2.25|Coria F.|ARG|Right-Handed|1.6|0.0|-6.0|-92.0|15.0|11.0
indoors|Djere L.|SRB|Right-Handed|2.39|Goffin D.|BEL|Right-Handed|1.55|0.0|-5.0|-158.0|12.0|8.0
indoors|Sonego L.|ITA|Right-Handed|1.22|Sousa J.|PRT|Right-Handed|4.2|0.0|-9.0|214.0|2.0|6.0
indoors|Barrere G.|FRA|Right-Handed|1.4|Bourgue M.|FRA|Right-Handed|2.83|0.0|1.0|-39.0|-3.0|-5.0
hard|Hijikata R.|AUS|Right-Handed|1.85|Purcell M.|AUS|Right-Handed|1.87|0.0|-3.0|53.0|-7.0|-7.0
indoors|Moutet C.|FRA|Left-Handed|2.24|Humbert U.|FRA|Left-Handed|1.63|0.0|0.0|209.0|-5.0|-13.0
