Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Tsitsipas S.|GRC|Right-Handed|1.22|Shapovalov D.|CAN|Left-Handed|4.36|0.0|0.0|3570.0|14.0|8.0
clay|Karatsev A.|RUS|Right-Handed|2.09|Altmaier D.|DEU|Right-Handed|1.74|0.0|4.0|-175.0|-3.0|-6.0
clay|Diez S.|CAN|Right-Handed|2.2|Furness E.|FRA|Right-Handed|1.63|0.0|7.0|-79.0|10.0|5.0
clay|Davidovich Fokina A.|ESP|Right-Handed|1.41|Ruusuvuori E.|FIN|Right-Handed|2.84|0.0|0.0|48.0|1.0|-5.0
clay|De Minaur A.|AUS|Right-Handed|2.07|Dimitrov G.|BGR|Right-Handed|1.76|0.0|-8.0|880.0|-12.0|-8.0
clay|O'Connell C.|AUS|Right-Handed|5.27|Zverev A.|DEU|Right-Handed|1.16|0.0|0.0|-1659.0|-12.0|-15.0
clay|Coppejans K.|BEL|Right-Handed|1.69|Mannarino A.|FRA|Left-Handed|2.1|0.0|-7.0|-458.0|-11.0|0.0
clay|Van De Zandschulp B.|NLD|Right-Handed|1.46|Karatsev A.|RUS|Right-Handed|2.71|0.0|-2.0|785.0|-2.0|3.0
clay|Cerundolo F.|ARG|Right-Handed|2.79|Ruud C.|NOR|Right-Handed|1.44|0.0|-3.0|-4090.0|1.0|2.0
clay|Fonseca J.|BRA|Right-Handed|5.15|Seyboth Wild T.|BRA|Right-Handed|1.15|0.0|-7.0|-477.0|-5.0|0.0
clay|Safwat M.|EGY|Right-Handed|1.09|Wang C.|CHN|Right-Handed|6.06|0.0|8.0|347.0|19.0|7.0
clay|Rune H.|DNK|Right-Handed|1.27|Hanfmann Y.|DEU|Right-Handed|3.69|0.0|-11.0|3331.0|-18.0|-8.0
clay|Couacaud E.|FRA|Right-Handed|1.62|Popko D.|KAZ|Right-Handed|2.13|0.0|-1.0|-61.0|-9.0|-8.0
clay|Olivieri G.|ARG|Right-Handed|1.56|Luz O.|BRA|Right-Handed|2.32|0.0|-1.0|194.0|-5.0|-5.0
clay|Svrcina D.|CZE|Right-Handed|2.19|Rodriguez Taverna S.|ARG|Right-Handed|1.64|0.0|-3.0|-38.0|-14.0|-13.0
clay|Sousa P.|PRT|Right-Handed|3.37|Muller A.|FRA|Right-Handed|1.3|0.0|9.0|-389.0|-5.0|-3.0
clay|Lajovic D.|SRB|Right-Handed|1.34|Barrere G.|FRA|Right-Handed|3.25|0.0|4.0|-94.0|3.0|0.0
clay|Garin C.|CHL|Right-Handed|1.78|Sonego L.|ITA|Right-Handed|2.03|0.0|3.0|-237.0|9.0|-6.0
clay|Sinner J.|ITA|Right-Handed|1.04|Nishioka Y.|JPN|Left-Handed|11.92|0.0|-4.0|2432.0|12.0|18.0
clay|Pellegrino A.|ITA|Right-Handed|1.44|Caruso S.|ITA|Right-Handed|2.67|0.0|-4.0|-301.0|1.0|0.0
