Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Ugo Carabelli C.|ARG|Right-Handed|1.36|Villanueva G.|ARG|Right-Handed|3.01|0.0|-4.0|236.0|13.0|10.0
clay|Agamenone F.|ITA|Right-Handed|2.38|Zeppieri G.|ITA|Left-Handed|1.55|0.0|8.0|245.0|4.0|3.0
clay|Svrcina D.|CZE|Right-Handed|2.21|Forejtek J.|CZE|Right-Handed|1.62|0.0|0.0|154.0|-3.0|-2.0
clay|Van De Zandschulp B.|NLD|Right-Handed|3.59|Ruud C.|NOR|Right-Handed|1.29|0.0|2.0|-2949.0|6.0|5.0
hard|Hijikata R.|AUS|Right-Handed|1.27|Jaziri M.|TUN|Right-Handed|3.6|0.0|-14.0|-21.0|-13.0|-7.0
clay|Halys Q.|FRA|Right-Handed|1.66|De Jong J.|NLD|Right-Handed|2.14|0.0|6.0|153.0|8.0|11.0
clay|Rune H.|DNK|Right-Handed|1.56|Ruusuvuori E.|FIN|Right-Handed|2.43|0.0|-4.0|-30.0|-11.0|-3.0
clay|Olivieri G.|ARG|Right-Handed|2.47|Rodriguez Taverna S.|ARG|Right-Handed|1.5|0.0|0.0|-30.0|-9.0|-16.0
clay|Lestienne C.|FRA|Right-Handed|1.8|Sachko V.|UKR|Right-Handed|1.96|0.0|4.0|238.0|9.0|-3.0
clay|Baez S.|ARG|Right-Handed|1.42|Gasquet R.|FRA|Right-Handed|2.9|0.0|-14.0|135.0|-9.0|-13.0
hard|Menendez-Maceiras A.|ESP|Right-Handed|4.35|Escobedo E.|MEX|Right-Handed|1.2|0.0|8.0|-89.0|-7.0|-2.0
clay|Otte O.|DEU|Right-Handed|1.72|Tabilo A.|CHL|Left-Handed|2.13|0.0|3.0|161.0|4.0|5.0
clay|Niki T.|JPN|Right-Handed|4.92|Jasika O.|AUS|Left-Handed|1.14|0.0|6.0|-40.0|13.0|0.0
clay|Ramos-Vinolas A.|ESP|Left-Handed|1.37|Verdasco F.|ESP|Left-Handed|3.09|0.0|-3.0|712.0|-14.0|0.0
clay|Kecmanovic M.|SRB|Right-Handed|1.36|Basilashvili N.|GEO|Right-Handed|3.12|0.0|-6.0|-577.0|-4.0|-2.0
clay|Furness E.|FRA|Right-Handed|2.01|Kolar Z.|CZE|Right-Handed|1.75|0.0|-1.0|-11.0|-10.0|-15.0
clay|Moroni G.|ITA|Right-Handed|1.25|Kirkin E.|TUR|Right-Handed|3.77|0.0|2.0|78.0|8.0|5.0
