Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Koepfer D.|DEU|Left-Handed|1.88|Zeppieri G.|ITA|Left-Handed|1.85|0.0|6.0|-121.0|1.0|-5.0
clay|Caruso S.|ITA|Right-Handed|3.01|Watanuki Y.|JPN|Right-Handed|1.36|0.0|5.0|-44.0|17.0|5.0
clay|Thiem D.|AUT|Right-Handed|1.29|Paire B.|FRA|Right-Handed|3.44|0.0|-3.0|248.0|-1.0|-11.0
clay|Valkusz M.|HUN|Right-Handed|1.34|Gomez E.|ECU|Right-Handed|3.11|0.0|-9.0|-406.0|-6.0|-2.0
clay|Shimabukuro S.|JPN|Right-Handed|2.2|Olivieri G.|ARG|Right-Handed|1.61|0.0|-1.0|-128.0|2.0|8.0
clay|Tsitsipas S.|GRC|Right-Handed|1.21|Sonego L.|ITA|Right-Handed|4.5|0.0|0.0|4125.0|13.0|2.0
clay|Medvedev D.|RUS|Right-Handed|1.68|Zverev A.|DEU|Right-Handed|2.2|0.0|0.0|3700.0|-7.0|0.0
clay|Hanfmann Y.|DEU|Right-Handed|3.29|Rublev A.|RUS|Right-Handed|1.34|0.0|6.0|-3588.0|16.0|5.0
clay|Gaio F.|ITA|Right-Handed|3.02|Otte O.|DEU|Right-Handed|1.36|0.0|2.0|-235.0|5.0|-13.0
clay|Tsitsipas S.|GRC|Right-Handed|1.41|Musetti L.|ITA|Right-Handed|3.01|0.0|4.0|3055.0|14.0|8.0
clay|Blancaneaux G.|FRA|Right-Handed|1.78|Sousa J.|PRT|Right-Handed|1.95|0.0|-10.0|-5.0|1.0|-5.0
clay|Martinez P.|ESP|Right-Handed|2.01|Gaston H.|FRA|Left-Handed|1.75|0.0|3.0|-139.0|8.0|12.0
clay|Gojo B.|HRV|Right-Handed|1.34|Mejia N.|COL|Right-Handed|2.93|0.0|1.0|362.0|13.0|11.0
clay|Rune H.|DNK|Right-Handed|1.19|Popyrin A.|AUS|Right-Handed|4.77|0.0|-5.0|3139.0|-10.0|-11.0
clay|Vukic A.|AUS|Right-Handed|1.62|Silva F.|PRT|Left-Handed|2.2|0.0|-2.0|174.0|10.0|10.0
clay|Cerundolo F.|ARG|Right-Handed|5.67|Sinner J.|ITA|Right-Handed|1.15|0.0|-1.0|-2325.0|2.0|-3.0
clay|Moutet C.|FRA|Left-Handed|1.26|Geerts M.|BEL|Right-Handed|3.7|0.0|-1.0|592.0|-5.0|-3.0
clay|Serdarusic N.|HRV|Right-Handed|1.39|Domingues J.|PRT|Right-Handed|2.88|0.0|-3.0|-48.0|15.0|13.0
clay|Marterer M.|DEU|Left-Handed|2.45|Tabilo A.|CHL|Left-Handed|1.52|0.0|2.0|68.0|9.0|3.0
clay|Ramos-Vinolas A.|ESP|Left-Handed|1.24|Benchetrit E.|MAR|Right-Handed|3.82|0.0|10.0|647.0|-12.0|-5.0
clay|Ruud C.|NOR|Right-Handed|1.42|Djere L.|SRB|Right-Handed|2.9|0.0|-2.0|4340.0|-5.0|-5.0
clay|De Jong J.|NLD|Right-Handed|2.2|Cuevas P.|URY|Right-Handed|1.61|0.0|-15.0|-183.0|-8.0|0.0
