Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Rublev A.|RUS|Right-Handed|1.18|Zhang Z.|CHN|Right-Handed|4.85|0.0|-1.0|4324.0|-17.0|-5.0
hard|Kukushkin M.|KAZ|Right-Handed|1.44|Lokoli L.|FRA|Right-Handed|2.65|0.0|5.0|-55.0|-6.0|-5.0
hard|Van De Zandschulp B.|NLD|Right-Handed|1.9|Mannarino A.|FRA|Left-Handed|1.91|0.0|-7.0|-361.0|4.0|8.0
indoors|Barrere G.|FRA|Right-Handed|1.24|Kolar Z.|CZE|Right-Handed|3.85|0.0|4.0|381.0|4.0|-2.0
clay|Coria F.|ARG|Right-Handed|2.13|Molcan A.|SVK|Left-Handed|1.7|0.0|7.0|71.0|0.0|2.0
clay|Diaz Acosta F.|ARG|Left-Handed|1.45|Cachin P.|ARG|Right-Handed|2.71|0.0|-6.0|-461.0|-4.0|-2.0
hard|Bublik A.|KAZ|Right-Handed|2.19|Machac T.|CZE|Right-Handed|1.68|0.0|5.0|811.0|4.0|15.0
hard|Shimizu Y.|JPN|Left-Handed|1.71|Janvier M.|FRA|Right-Handed|2.07|0.0|-3.0|-185.0|-18.0|-30.0
hard|Brancaccio R.|ITA|Right-Handed|1.69|Caruso S.|ITA|Right-Handed|2.08|0.0|-5.0|-316.0|-8.0|-2.0
indoors|Geerts M.|BEL|Right-Handed|2.32|Otte O.|DEU|Right-Handed|1.56|0.0|-3.0|-62.0|-6.0|-15.0
