Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Coria F.|ARG|Right-Handed|1.64|Agamenone F.|ITA|Right-Handed|2.19|0.0|1.0|204.0|-9.0|-8.0
clay|Dellien H.|BOL|Right-Handed|1.28|Rodriguez Taverna S.|ARG|Right-Handed|3.55|0.0|7.0|75.0|-7.0|-11.0
indoors|Paire B.|FRA|Right-Handed|1.72|King D.|BRB|Right-Handed|2.05|0.0|1.0|57.0|3.0|8.0
indoors|Cerundolo F.|ARG|Right-Handed|2.78|Ruud C.|NOR|Right-Handed|1.45|0.0|-3.0|-3420.0|1.0|2.0
indoors|Djokovic N.|SRB|Right-Handed|1.06|Etcheverry T.|ARG|Right-Handed|10.32|0.0|11.0|6290.0|-2.0|-9.0
indoors|Dimitrov G.|BGR|Right-Handed|3.29|Medvedev D.|RUS|Right-Handed|1.34|0.0|4.0|-4760.0|-2.0|-7.0
indoors|De Minaur A.|AUS|Right-Handed|1.25|Lajovic D.|SRB|Right-Handed|4.03|0.0|-10.0|1246.0|-14.0|0.0
indoors|Marterer M.|DEU|Left-Handed|1.28|Zuk K.|POL|Right-Handed|3.5|0.0|4.0|62.0|6.0|8.0
indoors|Zverev A.|DEU|Right-Handed|1.54|Humbert U.|FRA|Left-Handed|2.49|0.0|3.0|1032.0|17.0|10.0
indoors|Molcan A.|SVK|Left-Handed|1.58|Brouwer G.|NLD|Left-Handed|2.29|0.0|-1.0|94.0|1.0|-13.0
hard|Daniel T.|JPN|Right-Handed|1.14|Saville L.|AUS|Right-Handed|5.4|0.0|0.0|323.0|-3.0|3.0
indoors|Rune H.|DNK|Right-Handed|1.51|Thiem D.|AUT|Right-Handed|2.6|0.0|-8.0|4269.0|-11.0|0.0
