Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Ramos-Vinolas A.|ESP|Left-Handed|1.44|Sousa J.|PRT|Right-Handed|2.66|0.0|0.0|343.0|2.0|3.0
hard|Novak D.|AUT|Right-Handed|1.66|Ymer E.|SWE|Right-Handed|2.15|0.0|1.0|36.0|1.0|0.0
clay|Agamenone F.|ITA|Right-Handed|1.93|Bonadio R.|ITA|Right-Handed|1.83|0.0|1.0|73.0|1.0|8.0
hard|Hurkacz H.|POL|Right-Handed|1.53|Kokkinakis T.|AUS|Right-Handed|2.49|0.0|-4.0|1499.0|-3.0|3.0
clay|Monteiro T.|BRA|Left-Handed|1.72|Dellien H.|BOL|Right-Handed|2.06|0.0|-1.0|177.0|3.0|3.0
hard|Galarneau A.|CAN|Right-Handed|1.56|Ritschard A.|CHE|Right-Handed|2.37|0.0|-6.0|-39.0|-3.0|-13.0
hard|Ruud C.|NOR|Right-Handed|1.45|Nishioka Y.|JPN|Left-Handed|2.78|0.0|-2.0|3970.0|13.0|13.0
hard|Lajovic D.|SRB|Right-Handed|2.65|Griekspoor T.|NLD|Right-Handed|1.49|0.0|7.0|-600.0|-2.0|-5.0
clay|Pellegrino A.|ITA|Right-Handed|1.53|Luz O.|BRA|Right-Handed|2.45|0.0|1.0|94.0|3.0|5.0
hard|Zhang Z.|CHN|Right-Handed|1.64|Etcheverry T.|ARG|Right-Handed|2.27|0.0|2.0|-1034.0|5.0|-3.0
hard|Baez S.|ARG|Right-Handed|1.3|Sweeny D.|AUS|Right-Handed|3.6|0.0|0.0|793.0|7.0|0.0
hard|Safiullin R.|RUS|Right-Handed|2.95|Zverev A.|DEU|Right-Handed|1.4|0.0|-2.0|-1602.0|-15.0|-13.0
