Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Mayot H.|FRA|Right-Handed|1.4|Giustino L.|ITA|Right-Handed|2.83|0.0|-11.0|-355.0|-12.0|-2.0
indoors|Barrere G.|FRA|Right-Handed|1.41|Furness E.|FRA|Right-Handed|2.78|0.0|5.0|24.0|14.0|13.0
hard|Sweeny D.|AUS|Right-Handed|1.96|Polmans M.|AUS|Right-Handed|1.74|0.0|-5.0|-415.0|-15.0|-18.0
Varioussurfaces|Ymer E.|SWE|Right-Handed|1.63|Gojo B.|HRV|Right-Handed|2.15|0.0|1.0|155.0|-11.0|-13.0
clay|Delbonis F.|ARG|Left-Handed|1.41|Pellegrino A.|ITA|Right-Handed|2.78|0.0|7.0|251.0|9.0|8.0
indoors|Gojowczyk P.|DEU|Right-Handed|1.63|Masur D.|DEU|Right-Handed|2.2|0.0|6.0|184.0|5.0|5.0
Varioussurfaces|Coric B.|HRV|Right-Handed|1.38|Ymer M.|SWE|Right-Handed|2.96|0.0|3.0|820.0|10.0|5.0
Varioussurfaces|De Minaur A.|AUS|Right-Handed|1.28|Bonzi B.|FRA|Right-Handed|3.5|0.0|-2.0|719.0|-7.0|-2.0
hard|Rosol L.|CZE|Right-Handed|1.89|Haase R.|NLD|Right-Handed|1.86|0.0|2.0|-35.0|6.0|2.0
indoors|Andreev A.|BGR|Right-Handed|4.14|Grenier H.|FRA|Right-Handed|1.21|0.0|-2.0|-301.0|-19.0|-16.0
Varioussurfaces|Lajovic D.|SRB|Right-Handed|1.19|Hong S.|KOR|Right-Handed|4.13|0.0|7.0|529.0|18.0|8.0
