Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Fognini F.|ITA|Right-Handed|2.74|Carreno-Busta P.|ESP|Right-Handed|1.44|0.0|4.0|480.0|1.0|-10.0
clay|Schwartzman D.|ARG|Right-Handed|1.42|Martinez P.|ESP|Right-Handed|2.84|0.0|4.0|1653.0|-12.0|-15.0
indoors|Safiullin R.|RUS|Right-Handed|2.4|Machac T.|CZE|Right-Handed|1.57|0.0|3.0|-229.0|2.0|2.0
indoors|Furness E.|FRA|Right-Handed|1.46|Torpegaard M.|DNK|Right-Handed|2.59|0.0|-3.0|-105.0|-18.0|-23.0
hard|Rinderknech A.|FRA|Right-Handed|3.28|Shapovalov D.|CAN|Left-Handed|1.33|0.0|2.0|-1888.0|11.0|11.0
indoors|Tsitsipas S.|GRC|Right-Handed|1.11|Gaston H.|FRA|Left-Handed|6.65|0.0|2.0|6432.0|21.0|20.0
hard|Basilashvili N.|GEO|Right-Handed|2.24|Fucsovics M.|HUN|Right-Handed|1.65|0.0|1.0|589.0|-3.0|-3.0
clay|Kecmanovic M.|SRB|Right-Handed|2.64|Sonego L.|ITA|Right-Handed|1.48|0.0|0.0|-1122.0|-1.0|-8.0
indoors|Van Rijthoven T.|NLD|Right-Handed|1.34|Schnur B.|CAN|Right-Handed|3.12|0.0|-2.0|-142.0|5.0|-5.0
indoors|Lestienne C.|FRA|Right-Handed|1.39|Napolitano S.|ITA|Right-Handed|2.85|0.0|1.0|3.0|-13.0|-16.0
hard|Gojo B.|HRV|Right-Handed|1.87|Kuznetsov A.|RUS|Right-Handed|1.88|0.0|-7.0|-48.0|19.0|11.0
hard|Khachanov K.|RUS|Right-Handed|1.62|Cilic M.|HRV|Right-Handed|2.27|0.0|-7.0|-70.0|-2.0|0.0
hard|Couacaud E.|FRA|Right-Handed|1.13|Kadhe A.|IND|Right-Handed|5.61|0.0|-1.0|371.0|-5.0|-2.0
