Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Sonego L.|ITA|Right-Handed|1.1|Chardy J.|FRA|Right-Handed|7.09|0.0|-11.0|835.0|1.0|3.0
clay|Monteiro T.|BRA|Left-Handed|1.46|Mannarino A.|FRA|Left-Handed|2.71|0.0|-4.0|-300.0|-1.0|3.0
clay|Altmaier D.|DEU|Right-Handed|1.52|Zeppieri G.|ITA|Left-Handed|2.54|0.0|3.0|279.0|10.0|6.0
clay|Klein L.|SVK|Right-Handed|1.47|Andreozzi G.|ARG|Right-Handed|2.59|0.0|-7.0|261.0|7.0|10.0
clay|Gaston H.|FRA|Left-Handed|1.17|Sweeny D.|AUS|Right-Handed|4.73|0.0|1.0|533.0|5.0|3.0
hard|Thompson J.|AUS|Right-Handed|1.18|Donskoy E.|RUS|Right-Handed|4.68|0.0|-4.0|199.0|7.0|-2.0
clay|Hanfmann Y.|DEU|Right-Handed|1.98|Jarry N.|CHL|Right-Handed|1.84|0.0|5.0|-250.0|-4.0|-5.0
clay|Koepfer D.|DEU|Left-Handed|1.35|Furness E.|FRA|Right-Handed|3.07|0.0|4.0|147.0|13.0|10.0
clay|Carballes Baena R.|ESP|Right-Handed|1.44|Dellien H.|BOL|Right-Handed|2.81|0.0|-2.0|502.0|2.0|3.0
hard|Uchiyama Y.|JPN|Right-Handed|2.23|Hijikata R.|AUS|Right-Handed|1.61|0.0|9.0|-293.0|10.0|5.0
clay|Molcan A.|SVK|Left-Handed|1.17|Napolitano S.|ITA|Right-Handed|5.02|0.0|-4.0|768.0|-17.0|-18.0
clay|Ruusuvuori E.|FIN|Right-Handed|1.62|Humbert U.|FRA|Left-Handed|2.29|0.0|0.0|80.0|6.0|0.0
clay|Borges N.|PRT|Right-Handed|3.14|Lajovic D.|SRB|Right-Handed|1.36|0.0|-7.0|-211.0|-8.0|2.0
