Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Svrcina D.|CZE|Right-Handed|2.39|Roca Batalla O.|ESP|Right-Handed|1.52|0.0|-9.0|86.0|-7.0|5.0
hard|Coric B.|HRV|Right-Handed|1.37|Martinez P.|ESP|Right-Handed|3.11|0.0|1.0|1867.0|9.0|3.0
hard|Schoolkate T.|AUS|Right-Handed|2.53|Mayot H.|FRA|Right-Handed|1.48|0.0|-2.0|-303.0|7.0|5.0
clay|Collarini A.|ARG|Left-Handed|2.18|Ramos-Vinolas A.|ESP|Left-Handed|1.62|0.0|-3.0|-394.0|4.0|-3.0
clay|Ritschard A.|CHE|Right-Handed|1.9|Mager G.|ITA|Right-Handed|1.78|0.0|1.0|-590.0|5.0|5.0
clay|Cecchinato M.|ITA|Right-Handed|1.44|Olivieri G.|ARG|Right-Handed|2.65|0.0|5.0|325.0|5.0|10.0
hard|Rinderknech A.|FRA|Right-Handed|1.51|Mannarino A.|FRA|Left-Handed|2.54|0.0|-7.0|-500.0|7.0|16.0
clay|Bagnis F.|ARG|Left-Handed|1.33|Sakamoto P.|BRA|Right-Handed|3.16|0.0|3.0|415.0|4.0|5.0
hard|Popyrin A.|AUS|Right-Handed|2.24|Machac T.|CZE|Right-Handed|1.64|0.0|3.0|82.0|5.0|13.0
hard|Davidovich Fokina A.|ESP|Right-Handed|1.89|Safiullin R.|RUS|Right-Handed|1.91|0.0|-1.0|477.0|5.0|-2.0
hard|Hijikata R.|AUS|Right-Handed|2.23|Daniel T.|JPN|Right-Handed|1.65|0.0|-8.0|5.0|-12.0|-13.0
