Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Kukushkin M.|KAZ|Right-Handed|2.13|Muller A.|FRA|Right-Handed|1.72|0.0|7.0|-485.0|-3.0|0.0
clay|Monteiro T.|BRA|Left-Handed|1.71|Diaz Acosta F.|ARG|Left-Handed|2.08|0.0|9.0|98.0|5.0|0.0
hard|Novak D.|AUT|Right-Handed|1.34|Silva F.|PRT|Left-Handed|3.1|0.0|-1.0|154.0|6.0|5.0
hard|Van De Zandschulp B.|NLD|Right-Handed|2.06|O'Connell C.|AUS|Right-Handed|1.77|0.0|0.0|494.0|5.0|5.0
clay|Sousa J.|PRT|Right-Handed|1.54|Sousa P.|PRT|Right-Handed|2.36|0.0|-1.0|308.0|4.0|5.0
clay|Dellien H.|BOL|Right-Handed|1.4|Rodriguez Taverna S.|ARG|Right-Handed|2.82|0.0|7.0|75.0|-7.0|-11.0
hard|Barrere G.|FRA|Right-Handed|1.81|Borges N.|PRT|Right-Handed|2.0|0.0|3.0|114.0|5.0|-2.0
hard|Hijikata R.|AUS|Right-Handed|2.17|Djere L.|SRB|Right-Handed|1.7|0.0|-5.0|-576.0|-14.0|-10.0
hard|Halys Q.|FRA|Right-Handed|2.38|Karatsev A.|RUS|Right-Handed|1.59|0.0|-2.0|-77.0|-7.0|6.0
clay|Ramos-Vinolas A.|ESP|Left-Handed|1.38|Elias G.|PRT|Right-Handed|2.91|0.0|2.0|275.0|0.0|5.0
hard|Vukic A.|AUS|Right-Handed|1.42|Carballes Baena R.|ESP|Right-Handed|2.87|0.0|-3.0|10.0|7.0|5.0
clay|Luz O.|BRA|Right-Handed|3.5|Coria F.|ARG|Right-Handed|1.29|0.0|-6.0|-539.0|5.0|0.0
indoors|Zeppieri G.|ITA|Left-Handed|1.21|Karlovskiy E.|RUS|Right-Handed|3.91|0.0|-6.0|224.0|-7.0|-6.0
