Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
indoors|Humbert U.|FRA|Left-Handed|1.31|Gojowczyk P.|DEU|Right-Handed|3.3|0.0|-9.0|-100.0|-10.0|0.0
Varioussurfaces|Lehecka J.|CZE|Right-Handed|1.07|Leshem E.|ISR|Right-Handed|8.19|0.0|-5.0|595.0|10.0|0.0
Varioussurfaces|Gojo B.|HRV|Right-Handed|1.9|Baez S.|ARG|Right-Handed|1.46|0.0|3.0|-978.0|20.0|26.0
Varioussurfaces|Gasquet R.|FRA|Right-Handed|1.1|Geerts M.|BEL|Right-Handed|6.0|0.0|11.0|394.0|6.0|5.0
Varioussurfaces|Mejia N.|COL|Right-Handed|1.57|Celikbilek A.|TUR|Right-Handed|2.29|0.0|-2.0|-98.0|5.0|0.0
Varioussurfaces|Tsitsipas S.|GRC|Right-Handed|1.06|Mansouri S.|TUN|Right-Handed|8.31|0.0|-3.0|4707.0|3.0|0.0
Varioussurfaces|Gomez E.|ECU|Right-Handed|1.57|Laaksonen H.|CHE|Right-Handed|2.3|0.0|0.0|-77.0|3.0|0.0
Varioussurfaces|Sousa J.|PRT|Right-Handed|1.8|Monteiro T.|BRA|Left-Handed|1.95|0.0|4.0|65.0|-4.0|2.0
Varioussurfaces|Coric B.|HRV|Right-Handed|1.51|Cerundolo F.|ARG|Right-Handed|2.42|0.0|5.0|-40.0|7.0|3.0
Varioussurfaces|Galan D.|COL|Right-Handed|1.17|Ilkel C.|TUR|Right-Handed|4.63|0.0|-1.0|27.0|-10.0|8.0
clay|Novak D.|AUT|Right-Handed|2.06|Brancaccio R.|ITA|Right-Handed|1.71|0.0|2.0|229.0|8.0|0.0
Varioussurfaces|Goffin D.|BEL|Right-Handed|1.69|Bonzi B.|FRA|Right-Handed|2.14|0.0|7.0|-176.0|-6.0|-5.0
clay|Moutet C.|FRA|Left-Handed|1.41|Shevchenko A.|KAZ|Right-Handed|2.76|0.0|3.0|137.0|-2.0|-10.0
indoors|Thiem D.|AUT|Right-Handed|1.48|Gaston H.|FRA|Left-Handed|2.52|0.0|5.0|-451.0|11.0|12.0
