Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Kopriva V.|CZE|Right-Handed|3.12|Kotov P.|RUS|Right-Handed|1.34|0.0|0.0|-142.0|-17.0|-13.0
hard|Durasovic V.|NOR|Right-Handed|2.31|Caruso S.|ITA|Right-Handed|1.55|0.0|-5.0|-321.0|0.0|0.0
indoors|Gasquet R.|FRA|Right-Handed|2.76|Carreno-Busta P.|ESP|Right-Handed|1.44|0.0|4.0|31.0|1.0|-5.0
indoors|Vatutin A.|RUS|Right-Handed|1.72|Bourgue M.|FRA|Right-Handed|2.02|0.0|1.0|-177.0|-14.0|-10.0
indoors|Wawrinka S.|CHE|Right-Handed|1.77|Bublik A.|KAZ|Right-Handed|2.04|0.0|10.0|-443.0|2.0|-16.0
indoors|Geerts M.|BEL|Right-Handed|1.57|Gakhov I.|RUS|Left-Handed|2.25|0.0|-2.0|36.0|-7.0|-13.0
clay|Djere L.|SRB|Right-Handed|1.34|Fognini F.|ITA|Right-Handed|3.25|0.0|-9.0|15.0|3.0|10.0
indoors|Bellier A.|CHE|Left-Handed|2.18|Celikbilek A.|TUR|Right-Handed|1.64|0.0|-1.0|82.0|8.0|11.0
indoors|Barrere G.|FRA|Right-Handed|2.15|Goffin D.|BEL|Right-Handed|1.69|0.0|-3.0|-215.0|10.0|3.0
clay|Zapata Miralles B.|ESP|Right-Handed|1.85|Martinez P.|ESP|Right-Handed|1.95|0.0|0.0|-24.0|6.0|-2.0
hard|Hong S.|KOR|Right-Handed|2.37|Ofner S.|AUT|Right-Handed|1.55|0.0|0.0|-141.0|-16.0|-16.0
indoors|Dimitrov G.|BGR|Right-Handed|1.35|Karatsev A.|RUS|Right-Handed|3.18|0.0|2.0|885.0|-4.0|6.0
hard|Uchiyama Y.|JPN|Right-Handed|2.28|Polmans M.|AUS|Right-Handed|1.58|0.0|4.0|-279.0|0.0|-5.0
clay|Cachin P.|ARG|Right-Handed|2.11|Monteiro T.|BRA|Left-Handed|1.72|0.0|-3.0|101.0|-1.0|2.0
