Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Gaio F.|ITA|Right-Handed|2.77|Mayot H.|FRA|Right-Handed|1.4|0.0|9.0|50.0|13.0|2.0
hard|Ruud C.|NOR|Right-Handed|1.44|Watanuki Y.|JPN|Right-Handed|2.76|0.0|0.0|4377.0|14.0|3.0
indoors|Shevchenko A.|KAZ|Right-Handed|3.01|Bonzi B.|FRA|Right-Handed|1.38|0.0|-4.0|29.0|-6.0|0.0
hard|Schwartzman D.|ARG|Right-Handed|2.28|Cerundolo F.|ARG|Right-Handed|1.62|0.0|8.0|-950.0|-14.0|-15.0
indoors|Napolitano S.|ITA|Right-Handed|1.85|Masur D.|DEU|Right-Handed|1.88|0.0|1.0|-254.0|12.0|13.0
hard|Duckworth J.|AUS|Right-Handed|1.17|Takahashi Y.|JPN|Right-Handed|4.83|0.0|7.0|316.0|14.0|13.0
indoors|Celikbilek A.|TUR|Right-Handed|1.44|Mukund S.|IND|Right-Handed|2.65|0.0|0.0|91.0|-6.0|0.0
clay|Coria F.|ARG|Right-Handed|1.26|Mejia N.|COL|Right-Handed|3.66|0.0|7.0|426.0|-4.0|-5.0
indoors|Marterer M.|DEU|Left-Handed|1.82|Gasquet R.|FRA|Right-Handed|1.97|0.0|-9.0|-474.0|5.0|8.0
hard|Popyrin A.|AUS|Right-Handed|3.13|Khachanov K.|RUS|Right-Handed|1.36|0.0|-2.0|-2290.0|-9.0|-2.0
indoors|Lamasine T.|FRA|Right-Handed|1.78|Guinard M.|FRA|Right-Handed|1.96|0.0|3.0|-182.0|-12.0|-13.0
hard|Molcan A.|SVK|Left-Handed|1.49|Kuzmanov D.|BGR|Right-Handed|2.49|0.0|-5.0|248.0|-4.0|-15.0
indoors|Ilkel C.|TUR|Right-Handed|1.77|Laaksonen H.|CHE|Right-Handed|1.98|0.0|-4.0|-318.0|4.0|-2.0
clay|Bagnis F.|ARG|Left-Handed|1.78|Olivieri G.|ARG|Right-Handed|1.98|0.0|9.0|197.0|9.0|8.0
hard|Garin C.|CHL|Right-Handed|1.45|Shimabukuro S.|JPN|Right-Handed|2.74|0.0|5.0|239.0|10.0|2.0
indoors|Santillan A.|AUS|Right-Handed|1.86|Molleker R.|DEU|Right-Handed|1.87|0.0|3.0|110.0|3.0|-5.0
indoors|Wawrinka S.|CHE|Right-Handed|1.69|Gojo B.|HRV|Right-Handed|2.15|0.0|12.0|224.0|-11.0|-14.0
hard|Muller A.|FRA|Right-Handed|1.62|Fognini F.|ITA|Right-Handed|2.21|0.0|-10.0|213.0|-4.0|5.0
