Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Diaz Acosta F.|ARG|Left-Handed|1.48|Schwartzman D.|ARG|Right-Handed|2.6|0.0|-9.0|-174.0|9.0|13.0
clay|Hurkacz H.|POL|Right-Handed|1.47|Garin C.|CHL|Right-Handed|2.66|0.0|-4.0|1589.0|-4.0|11.0
clay|Mayot H.|FRA|Right-Handed|1.22|Berrettini J.|ITA|Right-Handed|4.05|0.0|-5.0|302.0|-14.0|-13.0
clay|Zapata Miralles B.|ESP|Right-Handed|1.28|Giustino L.|ITA|Right-Handed|3.52|0.0|-6.0|587.0|-1.0|3.0
clay|Martinez P.|ESP|Right-Handed|5.19|Ruud C.|NOR|Right-Handed|1.16|0.0|1.0|-4537.0|-1.0|2.0
clay|Couacaud E.|FRA|Right-Handed|2.17|Mager G.|ITA|Right-Handed|1.65|0.0|-2.0|-584.0|1.0|-5.0
clay|O'Connell C.|AUS|Right-Handed|1.57|Marterer M.|DEU|Left-Handed|2.34|0.0|0.0|40.0|-6.0|-8.0
clay|Muller A.|FRA|Right-Handed|2.42|Lajovic D.|SRB|Right-Handed|1.54|0.0|-7.0|-119.0|-8.0|0.0
clay|Munar J.|ESP|Right-Handed|1.58|Van De Zandschulp B.|NLD|Right-Handed|2.34|0.0|-1.0|-370.0|-7.0|-5.0
clay|Carballes Baena R.|ESP|Right-Handed|1.79|Kotov P.|RUS|Right-Handed|2.02|0.0|6.0|178.0|-9.0|-8.0
clay|Sonego L.|ITA|Right-Handed|1.52|Goffin D.|BEL|Right-Handed|2.46|0.0|-7.0|602.0|6.0|11.0
clay|Coria F.|ARG|Right-Handed|1.76|Shevchenko A.|KAZ|Right-Handed|2.02|0.0|10.0|-30.0|3.0|-5.0
clay|Hanfmann Y.|DEU|Right-Handed|1.56|Gaston H.|FRA|Left-Handed|2.39|0.0|8.0|349.0|18.0|20.0
clay|Vukic A.|AUS|Right-Handed|1.24|Catarina L.|MCO|Right-Handed|3.9|0.0|1.0|765.0|4.0|3.0
