Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
indoors|Celikbilek A.|TUR|Right-Handed|2.39|Ymer E.|SWE|Right-Handed|1.54|0.0|0.0|-213.0|-7.0|2.0
indoors|Uchida K.|JPN|Right-Handed|2.33|Kovalik J.|SVK|Right-Handed|1.57|0.0|-1.0|65.0|-8.0|-3.0
clay|Dellien H.|BOL|Right-Handed|1.58|Kicker N.|ARG|Right-Handed|2.29|0.0|2.0|128.0|0.0|2.0
clay|Delbonis F.|ARG|Left-Handed|1.4|Roca Batalla O.|ESP|Right-Handed|2.74|0.0|3.0|254.0|15.0|20.0
clay|Gimeno Valero C.|ESP|Right-Handed|1.11|Sergeyev I.|UKR|Right-Handed|5.25|0.0|-13.0|-111.0|2.0|13.0
clay|Skatov T.|KAZ|Right-Handed|1.31|Mejia N.|COL|Right-Handed|3.28|0.0|-2.0|64.0|-4.0|-12.0
indoors|Pouille L.|FRA|Right-Handed|2.52|Novak D.|AUT|Right-Handed|1.49|0.0|2.0|-9.0|4.0|2.0
indoors|Goffin D.|BEL|Right-Handed|1.16|Silva F.|PRT|Left-Handed|4.98|0.0|4.0|663.0|-4.0|2.0
indoors|Hanfmann Y.|DEU|Right-Handed|1.8|Berankis R.|LTU|Right-Handed|1.94|0.0|-2.0|-11.0|9.0|18.0
indoors|Hemery C.|FRA|Right-Handed|2.32|Furness E.|FRA|Right-Handed|1.58|0.0|2.0|185.0|17.0|21.0
indoors|Ymer M.|SWE|Right-Handed|1.41|Gojo B.|HRV|Right-Handed|2.78|0.0|-1.0|450.0|-15.0|-13.0
