Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Zverev A.|DEU|Right-Handed|1.06|Klein L.|SVK|Right-Handed|10.02|0.0|3.0|1860.0|5.0|5.0
hard|Medvedev D.|RUS|Right-Handed|1.1|Ruusuvuori E.|FIN|Right-Handed|7.06|0.0|3.0|5459.0|4.0|10.0
hard|Ruud C.|NOR|Right-Handed|1.17|Purcell M.|AUS|Right-Handed|5.22|0.0|0.0|4232.0|2.0|-2.0
hard|Alcaraz C.|ESP|Right-Handed|1.03|Sonego L.|ITA|Right-Handed|15.26|0.0|-5.0|8120.0|-4.0|-6.0
hard|Dimitrov G.|BGR|Right-Handed|1.14|Kokkinakis T.|AUS|Right-Handed|5.99|0.0|3.0|904.0|-3.0|-2.0
clay|Bagnis F.|ARG|Left-Handed|1.46|Olivo R.|ARG|Right-Handed|2.61|0.0|2.0|107.0|9.0|3.0
hard|Humbert U.|FRA|Left-Handed|1.39|Zhang Z.|CHN|Right-Handed|3.05|0.0|-2.0|962.0|-14.0|-5.0
hard|Kukushkin M.|KAZ|Right-Handed|1.72|Blancaneaux G.|FRA|Right-Handed|2.06|0.0|9.0|-150.0|-3.0|3.0
hard|Forejtek J.|CZE|Right-Handed|1.61|Durasovic V.|NOR|Right-Handed|2.14|0.0|-4.0|-42.0|-9.0|-5.0
clay|Popko D.|KAZ|Right-Handed|2.23|Kovalik J.|SVK|Right-Handed|1.61|0.0|-4.0|21.0|5.0|8.0
hard|Borges N.|PRT|Right-Handed|4.44|Davidovich Fokina A.|ESP|Right-Handed|1.21|0.0|2.0|-370.0|-5.0|2.0
