Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Rune H.|DNK|Right-Handed|4.93|Zverev A.|DEU|Right-Handed|1.18|0.0|-7.0|-6606.0|-22.0|-13.0
clay|Halys Q.|FRA|Right-Handed|1.21|Geerts M.|BEL|Right-Handed|4.16|0.0|2.0|311.0|5.0|13.0
hard|Escobedo E.|MEX|Right-Handed|1.38|Gunneswaran P.|IND|Left-Handed|2.93|0.0|-4.0|219.0|2.0|-3.0
clay|Agamenone F.|ITA|Right-Handed|1.27|Eysseric J.|FRA|Left-Handed|3.55|0.0|-4.0|238.0|2.0|8.0
clay|Tabilo A.|CHL|Left-Handed|2.07|Garin C.|CHL|Right-Handed|1.76|0.0|-3.0|-606.0|-10.0|3.0
clay|Collarini A.|ARG|Left-Handed|2.57|Olivo R.|ARG|Right-Handed|1.47|0.0|0.0|-8.0|7.0|5.0
clay|Basilashvili N.|GEO|Right-Handed|2.62|Ivashka I.|BLR|Right-Handed|1.49|0.0|3.0|689.0|-5.0|-8.0
clay|Fabbiano T.|ITA|Right-Handed|2.11|Caruso S.|ITA|Right-Handed|1.69|0.0|5.0|-122.0|-10.0|-12.0
clay|Lestienne C.|FRA|Right-Handed|2.06|Novak D.|AUT|Right-Handed|1.72|0.0|2.0|-265.0|-3.0|-3.0
clay|Kecmanovic M.|SRB|Right-Handed|1.21|Altmaier D.|DEU|Right-Handed|4.38|0.0|0.0|341.0|-13.0|-8.0
hard|Hijikata R.|AUS|Right-Handed|1.13|Pacheco Mendez R.|MEX|Left-Handed|5.64|0.0|5.0|111.0|-5.0|-10.0
clay|Gerasimov E.|BLR|Right-Handed|1.67|Millman J.|AUS|Right-Handed|2.2|0.0|-2.0|-381.0|7.0|13.0
clay|Davidovich Fokina A.|ESP|Right-Handed|1.38|Zapata Miralles B.|ESP|Right-Handed|3.07|0.0|-2.0|977.0|-2.0|0.0
clay|Verdasco F.|ESP|Left-Handed|2.18|Cuevas P.|URY|Right-Handed|1.68|0.0|1.0|-65.0|12.0|8.0
