Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|De Jong J.|NLD|Right-Handed|2.09|Cachin P.|ARG|Right-Handed|1.71|0.0|-6.0|-587.0|-7.0|-5.0
clay|Kopriva V.|CZE|Right-Handed|1.89|Mager G.|ITA|Right-Handed|1.85|0.0|-5.0|-606.0|-8.0|-10.0
clay|Sweeny D.|AUS|Right-Handed|1.57|Moriya H.|JPN|Right-Handed|3.04|0.0|-9.0|-171.0|-2.0|2.0
clay|Gakhov I.|RUS|Left-Handed|2.31|Skatov T.|KAZ|Right-Handed|1.58|0.0|5.0|-87.0|7.0|18.0
clay|Elias G.|PRT|Right-Handed|3.98|Munar J.|ESP|Right-Handed|1.23|0.0|6.0|-338.0|0.0|0.0
indoors|Purcell M.|AUS|Right-Handed|1.27|Janvier M.|FRA|Right-Handed|3.59|0.0|-1.0|-2.0|-5.0|-8.0
clay|Shimabukuro S.|JPN|Right-Handed|1.25|Ito T.|JPN|Right-Handed|3.59|0.0|-10.0|-233.0|0.0|3.0
hard|Medvedev D.|RUS|Right-Handed|1.2|Khachanov K.|RUS|Right-Handed|4.62|0.0|0.0|1825.0|-4.0|0.0
clay|Coppejans K.|BEL|Right-Handed|2.25|Piros Z.|HUN|Right-Handed|1.61|0.0|4.0|287.0|0.0|0.0
indoors|Geerts M.|BEL|Right-Handed|2.23|Celikbilek A.|TUR|Right-Handed|1.62|0.0|-1.0|-42.0|1.0|-7.0
clay|Koepfer D.|DEU|Left-Handed|1.46|Gaio F.|ITA|Right-Handed|2.64|0.0|-2.0|21.0|-5.0|0.0
