Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Mejia N.|COL|Right-Handed|2.24|Olivieri G.|ARG|Right-Handed|1.6|0.0|0.0|-81.0|4.0|10.0
clay|Kopriva V.|CZE|Right-Handed|2.26|Cecchinato M.|ITA|Right-Handed|1.59|0.0|-6.0|-251.0|-9.0|-7.0
clay|Muller A.|FRA|Right-Handed|1.26|Uchida K.|JPN|Right-Handed|3.66|0.0|-4.0|-3.0|1.0|3.0
hard|Mannarino A.|FRA|Left-Handed|3.68|Hurkacz H.|POL|Right-Handed|1.29|0.0|10.0|-2239.0|-2.0|-16.0
hard|Khachanov K.|RUS|Right-Handed|1.76|Lehecka J.|CZE|Right-Handed|2.08|0.0|6.0|1564.0|7.0|15.0
hard|Tsitsipas S.|GRC|Right-Handed|1.3|Garin C.|CHL|Right-Handed|3.59|0.0|-3.0|5098.0|4.0|8.0
hard|Van De Zandschulp B.|NLD|Right-Handed|3.44|Ruud C.|NOR|Right-Handed|1.32|0.0|2.0|-4390.0|6.0|5.0
hard|Medvedev D.|RUS|Right-Handed|1.06|Molcan A.|SVK|Left-Handed|11.44|0.0|3.0|3465.0|10.0|20.0
clay|Sousa J.|PRT|Right-Handed|1.64|Collarini A.|ARG|Left-Handed|2.17|0.0|3.0|62.0|-6.0|0.0
clay|Coppejans K.|BEL|Right-Handed|1.36|Durasovic V.|NOR|Right-Handed|2.96|0.0|2.0|231.0|-12.0|-5.0
clay|Koepfer D.|DEU|Left-Handed|1.25|Popko D.|KAZ|Right-Handed|3.63|0.0|1.0|29.0|-8.0|-11.0
clay|Zekic M.|SRB|Right-Handed|2.39|Andujar P.|ESP|Right-Handed|1.53|0.0|-1.0|-115.0|-1.0|5.0
hard|Sinner J.|ITA|Right-Handed|1.23|Dimitrov G.|BGR|Right-Handed|4.24|0.0|-8.0|1475.0|-5.0|-3.0
