Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
clay|Munar J.|ESP|Right-Handed|1.31|Ritschard A.|CHE|Right-Handed|3.49|0.0|-3.0|500.0|-6.0|-10.0
clay|Davidovich Fokina A.|ESP|Right-Handed|1.18|Kovalik J.|SVK|Right-Handed|4.97|0.0|-7.0|847.0|-2.0|0.0
clay|Melzer G.|AUT|Left-Handed|2.37|Ofner S.|AUT|Right-Handed|1.55|0.0|5.0|235.0|-1.0|-3.0
hard|Istomin D.|UZB|Right-Handed|2.69|Marchenko I.|UKR|Right-Handed|1.43|0.0|2.0|-221.0|3.0|3.0
clay|Musetti L.|ITA|Right-Handed|1.58|Ruusuvuori E.|FIN|Right-Handed|2.37|0.0|-3.0|-234.0|-4.0|-3.0
clay|Coric B.|HRV|Right-Handed|2.16|Griekspoor T.|NLD|Right-Handed|1.69|0.0|1.0|-686.0|0.0|0.0
hard|Masur D.|DEU|Right-Handed|2.3|Grenier H.|FRA|Right-Handed|1.58|0.0|2.0|-108.0|-7.0|-13.0
clay|Agamenone F.|ITA|Right-Handed|1.52|Olivo R.|ARG|Right-Handed|2.45|0.0|-1.0|60.0|9.0|8.0
clay|Gombos N.|SVK|Right-Handed|1.36|Collarini A.|ARG|Left-Handed|2.96|0.0|-1.0|212.0|5.0|8.0
clay|Rublev A.|RUS|Right-Handed|1.08|Berankis R.|LTU|Right-Handed|8.54|0.0|-8.0|3018.0|-7.0|13.0
clay|Molcan A.|SVK|Left-Handed|2.55|Carreno-Busta P.|ESP|Right-Handed|1.51|0.0|-8.0|77.0|-5.0|-10.0
clay|Marterer M.|DEU|Left-Handed|1.47|Furness E.|FRA|Right-Handed|2.59|0.0|3.0|74.0|18.0|21.0
