Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
indoors|Sinner J.|ITA|Right-Handed|1.13|Griekspoor T.|NLD|Right-Handed|6.14|0.0|-3.0|2376.0|-9.0|0.0
clay|Jarry N.|CHL|Right-Handed|2.15|Etcheverry T.|ARG|Right-Handed|1.71|0.0|2.0|79.0|8.0|2.0
hard|Napolitano S.|ITA|Right-Handed|3.0|Nagal S.|IND|Right-Handed|1.36|0.0|2.0|-8.0|21.0|18.0
indoors|Piros Z.|HUN|Right-Handed|2.85|Halys Q.|FRA|Right-Handed|1.4|0.0|-4.0|-218.0|-10.0|-11.0
hard|Hong S.|KOR|Right-Handed|1.6|Roca Batalla O.|ESP|Right-Handed|2.26|0.0|-4.0|-86.0|-10.0|2.0
indoors|De Minaur A.|AUS|Right-Handed|1.77|Dimitrov G.|BGR|Right-Handed|2.04|0.0|-8.0|485.0|-12.0|-8.0
clay|Jarry N.|CHL|Right-Handed|5.38|Alcaraz C.|ESP|Right-Handed|1.16|0.0|6.0|-7841.0|18.0|13.0
clay|Diaz Acosta F.|ARG|Left-Handed|1.85|Coria F.|ARG|Right-Handed|1.95|0.0|-10.0|-161.0|0.0|3.0
hard|Marterer M.|DEU|Left-Handed|1.42|Ymer E.|SWE|Right-Handed|2.76|0.0|1.0|116.0|5.0|8.0
hard|Kukushkin M.|KAZ|Right-Handed|2.11|Gasquet R.|FRA|Right-Handed|1.68|0.0|-3.0|-680.0|-7.0|0.0
hard|Muller A.|FRA|Right-Handed|1.45|Ritschard A.|CHE|Right-Handed|2.68|0.0|-3.0|363.0|-7.0|-10.0
clay|Moutet C.|FRA|Left-Handed|3.19|Ugo Carabelli C.|ARG|Right-Handed|1.34|0.0|1.0|294.0|-15.0|-10.0
