Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Galarneau A.|CAN|Right-Handed|1.37|Mena F.|ARG|Right-Handed|2.95|0.0|-7.0|-44.0|1.0|-3.0
clay|Kukushkin M.|KAZ|Right-Handed|2.42|Molleker R.|DEU|Right-Handed|1.52|0.0|10.0|4.0|-3.0|-2.0
clay|Tsitsipas S.|GRC|Right-Handed|2.01|Zverev A.|DEU|Right-Handed|1.81|0.0|-2.0|2825.0|-1.0|-5.0
hard|Uchiyama Y.|JPN|Right-Handed|1.68|Sweeny D.|AUS|Right-Handed|2.12|0.0|9.0|136.0|15.0|13.0
clay|Ruud C.|NOR|Right-Handed|1.45|Hurkacz H.|POL|Right-Handed|2.76|0.0|1.0|2790.0|-4.0|-13.0
clay|Polmans M.|AUS|Right-Handed|2.05|Blancaneaux G.|FRA|Right-Handed|1.72|0.0|3.0|52.0|3.0|8.0
clay|De Minaur A.|AUS|Right-Handed|1.49|Popyrin A.|AUS|Right-Handed|2.63|0.0|-2.0|1430.0|-9.0|-13.0
clay|Fonseca J.|BRA|Right-Handed|1.72|Mayot H.|FRA|Right-Handed|2.06|0.0|-4.0|-301.0|2.0|7.0
clay|Humbert U.|FRA|Left-Handed|1.49|Sonego L.|ITA|Right-Handed|2.6|0.0|-1.0|128.0|-3.0|-3.0
clay|Khachanov K.|RUS|Right-Handed|2.97|Medvedev D.|RUS|Right-Handed|1.4|0.0|0.0|-3415.0|4.0|0.0
clay|Rune H.|DNK|Right-Handed|2.15|Dimitrov G.|BGR|Right-Handed|1.68|0.0|-11.0|3225.0|-13.0|-6.0
clay|Djokovic N.|SRB|Right-Handed|1.2|Musetti L.|ITA|Right-Handed|4.54|0.0|14.0|5645.0|5.0|2.0
hard|Pospisil V.|CAN|Right-Handed|1.72|Schoolkate T.|AUS|Right-Handed|2.05|0.0|14.0|343.0|10.0|10.0
clay|Bonzi B.|FRA|Right-Handed|2.11|Ajdukovic D.|HRV|Right-Handed|1.68|0.0|2.0|425.0|1.0|0.0
clay|Ramos-Vinolas A.|ESP|Left-Handed|1.31|Roca Batalla O.|ESP|Right-Handed|3.26|0.0|4.0|570.0|1.0|15.0
clay|Dimitrov G.|BGR|Right-Handed|1.31|Kecmanovic M.|SRB|Right-Handed|3.51|0.0|6.0|580.0|6.0|8.0
clay|Rune H.|DNK|Right-Handed|1.25|Nagal S.|IND|Right-Handed|3.98|0.0|-6.0|4755.0|-1.0|7.0
