Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
hard|Travaglia S.|ITA|Right-Handed|1.44|Bhambri Y.|IND|Right-Handed|2.8|0.0|-1.0|726.0|5.0|0.0
hard|Ymer E.|SWE|Right-Handed|3.48|Karatsev A.|RUS|Right-Handed|1.31|0.0|-3.0|-2223.0|-6.0|-2.0
indoors|Nishioka Y.|JPN|Left-Handed|1.14|Uchiyama Y.|JPN|Right-Handed|5.2|0.0|-4.0|-64.0|-14.0|-13.0
indoors|Rosol L.|CZE|Right-Handed|1.31|Maamoun K.|EGY|Right-Handed|3.14|0.0|6.0|147.0|10.0|18.0
clay|Milojevic N.|SRB|Right-Handed|2.71|Etcheverry T.|ARG|Right-Handed|1.46|0.0|3.0|-49.0|-6.0|-8.0
indoors|Mannarino A.|FRA|Left-Handed|1.56|Goffin D.|BEL|Right-Handed|2.42|0.0|2.0|-92.0|9.0|0.0
hard|Vesely J.|CZE|Left-Handed|1.51|Zapata Miralles B.|ESP|Right-Handed|2.54|0.0|3.0|233.0|12.0|15.0
clay|Baez S.|ARG|Right-Handed|2.01|Garin C.|CHL|Right-Handed|1.81|0.0|-6.0|-1589.0|-15.0|-15.0
hard|Ruusuvuori E.|FIN|Right-Handed|1.21|Kopriva V.|CZE|Right-Handed|4.54|0.0|1.0|445.0|10.0|10.0
indoors|Ymer M.|SWE|Right-Handed|3.83|Monfils G.|FRA|Right-Handed|1.26|0.0|-11.0|-1760.0|-10.0|-10.0
clay|Sonego L.|ITA|Right-Handed|1.57|Carballes Baena R.|ESP|Right-Handed|2.38|0.0|-4.0|1106.0|-1.0|8.0
