Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Halle|1.14|5.74|Hurkacz H.|Poland|2014|81.0|196.0|right|27.0|Cobolli F.|Italy|2017|||right|22.0|grass|20240617
Halle|1.11|6.52|Medvedev D.|Russia|2011|83.0|198.0|right|28.0|Borges N.|Portugal|2012|75.0|185.0|right|27.0|grass|20240617
Halle|2.61|1.49|Marozsan F.|Hungary|2016|||right|24.0|Safiullin R.|Russia|2013|75.0|185.0|right|27.0|grass|20240617
Halle|1.90|1.89|Zhang Z.|China|2012|87.0|193.0|right|27.0|Ofner S.|Austria|2012|81.0|191.0|right|28.0|grass|20240617
Halle|3.07|1.37|Koepfer D.|Germany|2010|79.0|180.0|left|30.0|Auger Aliassime F.|Canada|2015|88.0|193.0|right|24.0|grass|20240617
Halle|1.97|1.82|Sonego L.|Italy|2013|76.0|191.0|right|29.0|Kecmanovic M.|Serbia|2013|75.0|183.0|right|24.0|grass|20240617
Queen's Club|1.62|2.27|Raonic M.|Canada|2005|98.0|196.0|right|33.0|Norrie C.|GreatBritain|2013|82.0|188.0|left|28.0|grass|20240617
Queen's Club|2.73|1.44|Thompson J.|Australia|2010|82.0|183.0|right|30.0|Rune H.|Denmark|2018|68.0|185.0|right|21.0|grass|20240617
Queen's Club|3.37|1.32|Hijikata R.|Australia|2016|68.0|178.0|right|23.0|Tiafoe F.|USA|2013|86.0|188.0|right|26.0|grass|20240617
Queen's Club|1.18|4.82|Dimitrov G.|Bulgaria|2007|81.0|191.0|right|33.0|Mannarino A.|France|2004|79.0|180.0|left|36.0|grass|20240617
Ilkley challenger|1.29|3.44|Stricker D.|Switzerland|2018|||left|22.0|Gill F.|GreatBritain|2018|||left|22.0|grass|20240617
Sassuolo challenger|1.30|3.32|Fognini F.|Italy|2002|79.0|178.0|right|37.0|Janvier M.|France|2012|80.0|193.0|right|27.0|clay|20240617
Sassuolo challenger|1.58|2.28|Coria F.|Argentina|2007|73.0|180.0|right|32.0|Maestrelli F.|Italy|2017|||right|21.0|clay|20240617
Sassuolo challenger|2.53|1.48|Boyer T.|USA|2016|||right|23.0|Pellegrino A.|Italy|2012|81.0|185.0|right|27.0|clay|20240617
Sassuolo challenger|4.31|1.20|Ficovich J.|Argentina|2013|78.0|191.0|right|27.0|Coric B.|Croatia|2011|85.0|188.0|right|27.0|clay|20240617
Sassuolo challenger|1.30|3.25|Campana Lee G.|SouthKorea|2021|||right|19.0|Gerasimov E.|Belarus|2008|86.0|196.0|right|31.0|clay|20240617
Poznan challenger|1.66|2.14|Fonio G.|Italy|2014|80.0|183.0|right|26.0|Kodat T.|USA|2019|73.0|178.0|right|21.0|clay|20240617
Poznan challenger|1.51|2.45|Kasnikowski M.|Poland|2020|||right|21.0|Ramos-Vinolas A.|Spain|2004|76.0|188.0|left|36.0|clay|20240617
Poznan challenger|2.45|1.52|Svrcina D.|CzechRepublic|2017|68.0|178.0|right|21.0|Skatov T.|Kazakhstan|2016|73.0|173.0|right|23.0|clay|20240617
Poznan challenger|1.51|2.44|Mager G.|Italy|2010|77.0|188.0|right|29.0|Luz O.|Brazil|2013|78.0|180.0|right|26.0|clay|20240617
Poznan challenger|2.26|1.59|Jianu F.|Romania|2016|70.0|180.0|right|22.0|Molleker R.|Germany|2015|75.0|185.0|right|23.0|clay|20240617
Poznan challenger|1.23|3.95|Vincent Ruggeri S.|Italy|2019|||right|22.0|Noguchi R.|Japan|2016|63.0|168.0|right|25.0|clay|20240617
Santa Cruz De La Sierra challenger|1.49|2.48|Guillen Meza A.|Ecuador|2017|||right|21.0|Soriano Barrera A.|Colombia|2014|||right|25.0|clay|20240617
Santa Cruz De La Sierra challenger|1.56|2.31|Lingua Lavallen A.|Argentina|2017|||left|23.0|Villanueva G.|Argentina|2011|70.0|175.0|right|29.0|clay|20240617
Santa Cruz De La Sierra challenger|2.02|1.71|Schiessl J.|Brazil|2021|||left|20.0|Topo M.|Germany|2020|||right|20.0|clay|20240617
Santa Cruz De La Sierra challenger|1.10|5.90|Handel T.|Germany|2013|||right|27.0|Minighini D.|Italy|2021|||right|20.0|clay|20240617
Santa Cruz De La Sierra challenger|1.12|5.30|Pecci A.|Italy|2019|||right|23.0|Mazzola F.|Italy|2023|||right|19.0|clay|20240617
Santa Cruz De La Sierra challenger|1.07|6.92|Baroni N.|Italy|2019|||right|20.0|Pampanin P.|Italy|2016|||right|21.0|clay|20240617
