Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Seoul|3.56|1.29|Kovacevic A.|USA|2015|76.0|183.0|right|25.0|McDonald M.|USA|2009|73.0|178.0|right|29.0|hard|20220930
Seoul|3.88|1.26|Nishioka Y.|Japan|2011|64.0|170.0|left|28.0|Ruud C.|Norway|2013|77.0|183.0|right|25.0|hard|20220930
Seoul|2.66|1.47|Brooksby J.|USA|2015|82.0|188.0|right|23.0|Norrie C.|GreatBritain|2013|82.0|188.0|left|28.0|hard|20220930
Seoul|1.30|3.49|Shapovalov D.|Canada|2013|75.0|185.0|left|25.0|Albot R.|Moldavsko|2006|69.0|175.0|right|34.0|hard|20220930
Tel Aviv|1.05|10.41|Djokovic N.|Serbia|2003|80.0|187.0|right|37.0|Pospisil V.|Canada|2005|88.0|193.0|right|34.0|indoors|20220930
Tel Aviv|1.93|1.86|Safiullin R.|Russia|2013|75.0|185.0|right|27.0|Rinderknech A.|France|2011|86.0|196.0|right|29.0|indoors|20220930
Tel Aviv|2.42|1.56|Lestienne C.|France|2009|77.0|180.0|right|32.0|Cressy M.|USA|2015|88.0|201.0|right|27.0|indoors|20220930
Tel Aviv|1.18|4.83|Cilic M.|Croatia|2004|89.0|198.0|right|35.0|Broady L.|GreatBritain|2009|78.0|183.0|left|30.0|indoors|20220930
Sofia|2.07|1.76|Rune H.|Denmark|2018|68.0|185.0|right|21.0|Ivashka I.|Belarus|2010|84.0|193.0|right|30.0|indoors|20220930
Sofia|1.12|6.23|Sinner J.|Italy|2015|76.0|188.0|right|23.0|Vukic A.|Australia|2012|84.0|188.0|right|28.0|indoors|20220930
Sofia|2.20|1.67|Musetti L.|Italy|2017|75.0|185.0|right|22.0|Struff J.|Germany|2008|92.0|193.0|right|34.0|indoors|20220930
Sofia|1.61|2.32|Huesler M.|Switzerland|2014|88.0|196.0|left|28.0|Majchrzak K.|Poland|2013|78.0|180.0|right|28.0|indoors|20220930
Orleans challenger|2.15|1.65|Gaston H.|France|2015|68.0|173.0|left|23.0|Sock J.|USA|2009|88.0|191.0|right|31.0|indoors|20220930
Orleans challenger|2.52|1.49|Andreev A.|Bulgaria|2015|66.0|180.0|right|23.0|Gombos N.|Slovakia|2008|85.0|193.0|right|34.0|indoors|20220930
Orleans challenger|2.19|1.63|Barrere G.|France|2009|80.0|183.0|right|30.0|Gasquet R.|France|2002|79.0|183.0|right|38.0|indoors|20220930
Orleans challenger|1.45|2.64|Halys Q.|France|2011|78.0|191.0|right|27.0|Furness E.|France|2014|66.0|170.0|right|26.0|indoors|20220930
Buenos Aires challenger|1.54|2.38|Ugo Carabelli C.|Argentina|2015|83.0|185.0|right|25.0|Olivo R.|Argentina|2007|73.0|180.0|right|32.0|clay|20220930
Buenos Aires challenger|1.89|1.85|Navone M.|Argentina|2017|||right|23.0|Seyboth Wild T.|Brazil|2014|78.0|185.0|right|24.0|clay|20220930
Buenos Aires challenger|1.83|1.90|Popko D.|Kazakhstan|2011|87.0|191.0|right|27.0|Burruchaga R.|Argentina|2018|||right|22.0|clay|20220930
Buenos Aires challenger|2.65|1.45|Seyboth Wild T.|Brazil|2014|78.0|185.0|right|24.0|Darderi L.|Italy|2019|||right|22.0|clay|20220930
Lisbon challenger|1.67|2.09|Cecchinato M.|Italy|2009|78.0|185.0|right|31.0|Taberner C.|Spain|2013|78.0|183.0|right|27.0|clay|20220930
Lisbon challenger|1.65|2.15|Skatov T.|Kazakhstan|2016|73.0|173.0|right|23.0|Paire B.|France|2007|80.0|196.0|right|35.0|clay|20220930
Lisbon challenger|2.18|1.64|Van Assche L.|France|2019|||right|20.0|Muller A.|France|2012|75.0|183.0|right|27.0|clay|20220930
Lisbon challenger|1.47|2.55|Taberner C.|Spain|2013|78.0|183.0|right|27.0|Milojevic N.|Serbia|2011|76.0|188.0|right|29.0|clay|20220930
Lisbon challenger|2.11|1.68|Misolic F.|Austria|2016|||right|23.0|Zeppieri G.|Italy|2016|78.0|185.0|left|22.0|clay|20220930
Lisbon challenger|1.20|3.94|Lama G.|Chile|2008|82.0|180.0|right|31.0|Bertran P.|DominicanRep.|2013|||right|28.0|clay|20220930
Lisbon challenger|1.27|3.40|Heide G.|Brazil|2018|||right|22.0|Guillen Meza A.|Ecuador|2017|||right|21.0|clay|20220930
Lisbon challenger|1.35|2.93|Panta J.|Peru|2011|||right|29.0|Hoyos A.|Colombia|2015|79.0|180.0|right|24.0|clay|20220930
Lisbon challenger|1.50|2.41|Zuk K.|Poland|2015|78.0|183.0|right|25.0|Squire H.|Germany|2015|||right|23.0|clay|20220930
Lisbon challenger|1.88|1.82|Friberg K.|Sweden|2014|91.0|185.0|right|25.0|Monday J.|GreatBritain|2019|||left|22.0|clay|20220930
Lisbon challenger|1.32|3.10|Ejupovic E.|Germany|2009|90.0|193.0|right|31.0|Tabacco G.|Italy|2018|||right|21.0|clay|20220930
Lisbon challenger|1.10|6.02|Droguet T.|France|2017|||right|23.0|Basso A.|Italy|2008|||left|30.0|clay|20220930
Lisbon challenger|1.83|1.87|Wong C.|HongKong|2018|||right|20.0|Rai A.|NewZealand|2013|72.0|188.0|right|25.0|clay|20220930
Lisbon challenger|6.07|1.10|Bun K.|Cambodia|2010|||right|34.0|Compagnucci T.|Italy|2016|||right|24.0|clay|20220930
Lisbon challenger|1.60|2.19|Hsu Y.|ChineseTaipei|2015|70.0|178.0|right|25.0|Mochizuki Y.|Japan|2016|60.0|173.0|right|26.0|clay|20220930
Lisbon challenger|1.15|4.63|Ly N.|VietNam|2012|69.0|175.0|right|27.0|Imamura M.|Japan|2015|||right|25.0|clay|20220930
Lisbon challenger|3.33|1.28|Kawakami R.|Japan|2016|70.0|178.0|left|23.0|Shimizu Y.|Japan|2015|62.0|163.0|left|25.0|clay|20220930
Lisbon challenger|1.57|2.24|Ochi M.|Japan|2014|65.0|175.0|left|28.0|Hazawa S.|Japan|2016|68.0|175.0|right|25.0|clay|20220930
Lisbon challenger|1.44|2.60|Noguchi R.|Japan|2016|63.0|168.0|right|25.0|Kumasaka T.|Japan|2017|72.0|175.0|right|25.0|clay|20220930
Lisbon challenger|1.09|6.19|Tanuma R.|Japan|2013|64.0|180.0|right|28.0|Matsuda K.|Japan|2022|||right|23.0|clay|20220930
Lisbon challenger|3.65|1.25|Pontoglio D.|Italy|2012|68.0|175.0|right|32.0|Bueno G.|Peru|2018|||right|20.0|clay|20220930
Lisbon challenger|1.79|1.94|Rajski M.|Poland|2006|80.0|193.0|right|33.0|Sakamoto R.|Japan|2022|||right|18.0|clay|20220930
Lisbon challenger|1.62|2.16|O'Hoisin O.|Ireland|2015|82.0|193.0|right|27.0|Lakoseljac C.|Canada|2015|||right|25.0|clay|20220930
Lisbon challenger|2.02|1.70|Wallin O.|Sweden|2019|||right||Hanzlik C.|USA|2019|||right|22.0|clay|20220930
Lisbon challenger|1.13|5.09|Cozbinov A.|Moldavsko|2012|||right|29.0|Ellouck R.|Israel|2021|||right|19.0|clay|20220930
Lisbon challenger|1.08|6.45|Lopez San Martin A.|Spain|2013|70.0|178.0|right|27.0|Mikrut L.|Croatia|2021|||right|20.0|clay|20220930
Lisbon challenger|1.23|3.63|Tomic B.|Australia|2008|91.0|196.0|right|31.0|Kimhi O.|Israel|2019|||right|21.0|clay|20220930
Lisbon challenger|1.75|1.94|Andrade A.|Ecuador|2014|73.0|180.0|right|25.0|Vallejo A.|Paraguay|2019|||right|20.0|clay|20220930
Lisbon challenger|1.51|2.38|Kuperstein A.|USA|2013|||right||Doria L.|Argentina|2009|78.0|180.0|right|31.0|clay|20220930
Lisbon challenger|2.34|1.53|Jorda Sanchis D.|Spain|2009|86.0|196.0|right|30.0|Lopez Morillo I.|Spain|2016|||right|24.0|clay|20220930
Lisbon challenger|1.60|2.11|Gomez F.|Argentina|2014|||right|27.0|Broville M.|France|2014|||right|25.0|clay|20220930
Lisbon challenger|1.84|1.85|Knaff A.|Luxembourg|2015|||right|26.0|Moundir A.|Morocco|2013|91.0|191.0|right|29.0|clay|20220930
Lisbon challenger|2.72|1.40|Fassbender B.|France|2014|||right|26.0|Bouquier A.|France|2017|||right|23.0|clay|20220930
Lisbon challenger|1.56|2.28|Sheyngezikht L.|Bulgaria|2016|||right|23.0|Lopez N.|Switzerland|2018|||left|22.0|clay|20220930
Lisbon challenger|1.30|3.18|Alcala Gurri M.|Spain|2018|||right|21.0|Matas Ortega X.|Spain|2018|||right|22.0|clay|20220930
