Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Madrid|2.03|1.80|Struff J.|Germany|2008|92.0|193.0|right|34.0|Karatsev A.|Russia|2009|85.0|185.0|right|30.0|clay|20230505
Madrid|1.07|9.28|Alcaraz C.|Spain|2018|72.0|185.0|right|21.0|Coric B.|Croatia|2011|85.0|188.0|right|27.0|clay|20230505
Aix en Provence challenger|2.44|1.54|Mayot H.|France|2017|71.0|178.0|right|22.0|Bublik A.|Kazakhstan|2011|77.0|198.0|right|27.0|clay|20230505
Aix en Provence challenger|2.29|1.59|Murray A.|GreatBritain|2002|83.0|190.0|right|37.0|Van Assche L.|France|2019|||right|20.0|clay|20230505
Aix en Provence challenger|1.32|3.27|Paul T.|USA|2013|82.0|185.0|right|27.0|Rodionov J.|Austria|2015|86.0|191.0|left|25.0|clay|20230505
Aix en Provence challenger|2.01|1.76|Goffin D.|Belgium|2006|70.0|180.0|right|33.0|Fils A.|France|2020|||right|20.0|clay|20230505
Cagliari challenger|1.98|1.78|Shelton B.|USA|2021|||left|21.0|Zeppieri G.|Italy|2016|78.0|185.0|left|22.0|clay|20230505
Cagliari challenger|1.53|2.43|Djere L.|Serbia|2011|82.0|188.0|right|29.0|Kokkinakis T.|Australia|2010|84.0|193.0|right|28.0|clay|20230505
Cagliari challenger|2.01|1.76|Galan D.|Colombia|2011|72.0|191.0|right|28.0|Gojo B.|Croatia|2013|90.0|196.0|right|26.0|clay|20230505
Cagliari challenger|2.21|1.62|Humbert U.|France|2014|73.0|188.0|left|26.0|Daniel T.|Japan|2008|80.0|191.0|right|31.0|clay|20230505
Gwangju challenger|1.39|2.87|Gomez E.|Ecuador|2006|81.0|185.0|right|32.0|Palan D.|CzechRepublic|2018|||right|23.0|hard|20230505
Gwangju challenger|1.22|4.00|Purcell M.|Australia|2013|75.0|185.0|right|26.0|Saville L.|Australia|2008|83.0|188.0|right|30.0|hard|20230505
Gwangju challenger|1.96|1.81|Jung J.|ChineseTaipei|2005|69.0|180.0|right|35.0|Chung Y.|SouthKorea|2013|78.0|178.0|right|26.0|hard|20230505
Gwangju challenger|2.12|1.67|Polmans M.|Australia|2011|78.0|188.0|right|27.0|Duckworth J.|Australia|2006|82.0|183.0|right|32.0|hard|20230505
Prague 2 challenger|1.74|2.03|Stricker D.|Switzerland|2018|||left|22.0|Svrcina D.|CzechRepublic|2017|68.0|178.0|right|21.0|clay|20230505
Prague 2 challenger|1.83|1.91|Ofner S.|Austria|2012|81.0|191.0|right|28.0|Barrios Vera M.|Chile|2013|88.0|191.0|right|26.0|clay|20230505
Prague 2 challenger|1.82|1.91|Klein L.|Slovakia|2014|85.0|193.0|right|26.0|Kolar Z.|CzechRepublic|2013|76.0|185.0|right|27.0|clay|20230505
Prague 2 challenger|1.77|1.99|Krajinovic F.|Serbia|2008|75.0|185.0|right|32.0|Koepfer D.|Germany|2010|79.0|180.0|left|30.0|clay|20230505
Coquimbo challenger|2.33|1.57|Reis Da Silva J.|Brazil|2015|75.0|175.0|right|24.0|Burruchaga R.|Argentina|2018|||right|22.0|clay|20230505
Coquimbo challenger|3.47|1.29|Pucinelli De Almeida M.|Brazil|2017|||right|23.0|Seyboth Wild T.|Brazil|2014|78.0|185.0|right|24.0|clay|20230505
Coquimbo challenger|1.74|1.96|Chazal M.|France|2008|72.0|175.0|right|31.0|Jorda Sanchis D.|Spain|2009|86.0|196.0|right|30.0|clay|20230505
Coquimbo challenger|2.02|1.71|Vacherot V.|Monaco|2014|||right|25.0|Landaluce M.|Spain|2022|||right|18.0|clay|20230505
Coquimbo challenger|1.09|6.19|Rocha H.|Portugal|2020|||right|20.0|Ross G.|USA|2014|||right|25.0|clay|20230505
Coquimbo challenger|1.72|2.02|Takahashi Y.|Japan|2013|68.0|170.0|right|26.0|Goodger J.|GreatBritain|2016|||right|25.0|clay|20230505
Coquimbo challenger|2.16|1.62|Hussey G.|GreatBritain|2018|||left|27.0|McHugh A.|GreatBritain|2016|70.0|178.0|right|24.0|clay|20230505
Coquimbo challenger|1.35|2.93|Loffhagen G.|GreatBritain|2017|83.0|188.0|right|23.0|Glinka D.|Estonia|2015|||left|24.0|clay|20230505
Coquimbo challenger|1.63|2.14|Bourgue M.|France|2010|83.0|188.0|right|30.0|Martineau M.|France|2014|76.0|183.0|right|25.0|clay|20230505
Coquimbo challenger|2.22|1.57|Marie J.|France|2009|76.0|185.0|right|32.0|Oliveira G.|Venezuela|2010|79.0|185.0|left|29.0|clay|20230505
Coquimbo challenger|1.63|2.15|Fanselow S.|Germany|2007|||right|32.0|Compagnucci T.|Italy|2016|||right|24.0|clay|20230505
Coquimbo challenger|1.47|2.50|Michalski D.|Poland|2017|77.0|180.0|right|24.0|Neumayer L.|Austria|2020|||right|21.0|clay|20230505
