Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Atlanta|1.61|2.32|Shelton B.|USA|2021|||left|21.0|Ramanathan R.|India|2009|80.0|188.0|right|29.0|hard|20220726
Atlanta|1.42|2.87|McDonald M.|USA|2009|73.0|178.0|right|29.0|Kudla D.|USA|2008|79.0|180.0|right|32.0|hard|20220726
Atlanta|1.61|2.31|Paul T.|USA|2013|82.0|185.0|right|27.0|Sock J.|USA|2009|88.0|191.0|right|31.0|hard|20220726
Atlanta|1.60|2.33|Ivashka I.|Belarus|2010|84.0|193.0|right|30.0|Halys Q.|France|2011|78.0|191.0|right|27.0|hard|20220726
Atlanta|1.13|6.04|Brooksby J.|USA|2015|82.0|188.0|right|23.0|Paire B.|France|2007|80.0|196.0|right|35.0|hard|20220726
Atlanta|1.93|1.87|Millman J.|Australia|2006|79.0|183.0|right|35.0|Popyrin A.|Australia|2013|78.0|196.0|right|25.0|hard|20220726
Kitzbühel|1.16|5.24|Thiem D.|Austria|2010|79.0|185.0|right|31.0|Shevchenko A.|Kazakhstan|2017|70.0|185.0|right|23.0|clay|20220726
Kitzbühel|2.40|1.57|Ofner S.|Austria|2012|81.0|191.0|right|28.0|Gasquet R.|France|2002|79.0|183.0|right|38.0|clay|20220726
Kitzbühel|1.53|2.47|Hanfmann Y.|Germany|2007|86.0|193.0|right|32.0|Melzer G.|Austria|2007|80.0|188.0|left|34.0|clay|20220726
Kitzbühel|2.80|1.44|Andujar P.|Spain|2002|80.0|180.0|right|38.0|Sonego L.|Italy|2013|76.0|191.0|right|29.0|clay|20220726
Kitzbühel|1.82|1.99|Martinez P.|Spain|2012|76.0|185.0|right|27.0|Jarry N.|Chile|2012|90.0|198.0|right|28.0|clay|20220726
Umag|1.33|3.33|Musetti L.|Italy|2017|75.0|185.0|right|22.0|Bedene A.|Slovenia|2006|73.0|183.0|right|35.0|clay|20220726
Umag|4.46|1.21|Agamenone F.|Italy|2008|82.0|188.0|right|31.0|Djere L.|Serbia|2011|82.0|188.0|right|29.0|clay|20220726
Umag|2.40|1.55|Gombos N.|Slovakia|2008|85.0|193.0|right|34.0|Delbonis F.|Argentina|2005|90.0|193.0|left|33.0|clay|20220726
Umag|1.15|5.44|Molcan A.|Slovakia|2014|73.0|178.0|left|26.0|Ajdukovic D.|Croatia|2015|75.0|185.0|right|23.0|clay|20220726
Umag|1.65|2.23|Moutet C.|France|2014|68.0|175.0|left|25.0|Altmaier D.|Germany|2013|88.0|191.0|right|25.0|clay|20220726
Umag|1.08|8.03|Zapata Miralles B.|Spain|2012|82.0|183.0|right|27.0|Prizmic D.|Croatia|2021|||right|19.0|clay|20220726
Umag|1.94|1.86|Bagnis F.|Argentina|2005|82.0|183.0|left|34.0|Etcheverry T.|Argentina|2014|82.0|196.0|right|25.0|clay|20220726
Zug challenger|1.14|5.30|Marterer M.|Germany|2011|84.0|191.0|left|29.0|Durasovic V.|Norway|2013|80.0|185.0|right|27.0|clay|20220726
Zug challenger|1.90|1.85|Stricker D.|Switzerland|2018|||left|22.0|Kovalik J.|Slovakia|2007|82.0|183.0|right|31.0|clay|20220726
Zug challenger|1.68|2.10|Blanchet U.|France|2015|||right|25.0|Fabbiano T.|Italy|2003|70.0|173.0|right|35.0|clay|20220726
Zug challenger|1.94|1.81|Mayot H.|France|2017|71.0|178.0|right|22.0|Moraing M.|Germany|2008|84.0|198.0|left|32.0|clay|20220726
