Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Adelaide 2|1.42|2.83|Kubler J.|Australia|2008|74.0|178.0|right|31.0|Etcheverry T.|Argentina|2014|82.0|196.0|right|25.0|hard|20230110
Adelaide 2|1.75|2.08|Ymer M.|Sweden|2014|75.0|183.0|right|26.0|Ruusuvuori E.|Finland|2014|79.0|188.0|right|25.0|hard|20230110
Adelaide 2|1.87|1.94|Kwon S.|SouthKorea|2013|72.0|180.0|right|26.0|Machac T.|CzechRepublic|2016|73.0|183.0|right|23.0|hard|20230110
Adelaide 2|2.16|1.69|Huesler M.|Switzerland|2014|88.0|196.0|left|28.0|Rinderknech A.|France|2011|86.0|196.0|right|29.0|hard|20230110
Adelaide 2|2.16|1.69|Haase R.|Netherlands|2004|77.0|191.0|right|37.0|Bonzi B.|France|2013|76.0|185.0|right|28.0|hard|20230110
Adelaide 2|1.56|2.40|Millman J.|Australia|2006|79.0|183.0|right|35.0|Ramos-Vinolas A.|Spain|2004|76.0|188.0|left|36.0|hard|20230110
Adelaide 2|1.44|2.78|Paul T.|USA|2013|82.0|185.0|right|27.0|O'Connell C.|Australia|2011|78.0|183.0|right|30.0|hard|20230110
Auckland|2.21|1.66|Giron M.|USA|2008|77.0|180.0|right|31.0|Wolf J.|USA|2015|79.0|183.0|right|25.0|hard|20230110
Auckland|1.75|2.07|Djere L.|Serbia|2011|82.0|188.0|right|29.0|Munar J.|Spain|2012|76.0|183.0|right|27.0|hard|20230110
Auckland|1.44|2.80|Shelton B.|USA|2021|||left|21.0|Baez S.|Argentina|2016|70.0|170.0|right|23.0|hard|20230110
Auckland|1.56|2.42|Lehecka J.|CzechRepublic|2017|80.0|183.0|right|22.0|Monteiro T.|Brazil|2008|78.0|183.0|left|30.0|hard|20230110
Auckland|1.40|2.95|Halys Q.|France|2011|78.0|191.0|right|27.0|Molcan A.|Slovakia|2014|73.0|178.0|left|26.0|hard|20230110
Auckland|2.08|1.74|Eubanks C.|USA|2012|82.0|201.0|right|28.0|Humbert U.|France|2014|73.0|188.0|left|26.0|hard|20230110
Auckland|2.38|1.58|Barrere G.|France|2009|80.0|183.0|right|30.0|Isner J.|USA|2003|108.0|208.0|right|39.0|hard|20230110
Auckland|1.19|4.75|Giron M.|USA|2008|77.0|180.0|right|31.0|Coria F.|Argentina|2007|73.0|180.0|right|32.0|hard|20230110
Kooyong - exh.|1.80|1.91|Hijikata R.|Australia|2016|68.0|178.0|right|23.0|Zhang Z.|China|2012|87.0|193.0|right|27.0|hard|20230110
Kooyong - exh.|1.91|1.80|Dimitrov G.|Bulgaria|2007|81.0|191.0|right|33.0|Coric B.|Croatia|2011|85.0|188.0|right|27.0|hard|20230110
Kooyong - exh.|1.53|2.36|De Minaur A.|Australia|2015|69.0|183.0|right|25.0|Thiem D.|Austria|2010|79.0|185.0|right|31.0|hard|20230110
Nonthaburi 2 challenger|1.29|3.42|Travaglia S.|Italy|2007|80.0|185.0|right|32.0|Arnaboldi A.|Italy|2001|72.0|180.0|left|36.0|hard|20230110
Nonthaburi 2 challenger|2.71|1.43|Michalski D.|Poland|2017|77.0|180.0|right|24.0|Mochizuki S.|Japan|2018|||right|21.0|hard|20230110
Nonthaburi 2 challenger|1.07|7.97|Harris L.|RSA|2014|80.0|193.0|right|27.0|Samrej K.|Thailand|2016|||right|23.0|hard|20230110
Nonthaburi 2 challenger|1.14|4.98|Donskoy E.|Russia|2006|75.0|185.0|right|34.0|Yevseyev D.|Kazakhstan|2009|75.0|189.0|right|31.0|hard|20230110
Nonthaburi 2 challenger|2.27|1.59|Hassan B.|Lebanon|2013|85.0|183.0|right|29.0|Ayeni A.|USA|2015|82.0|191.0|right|25.0|hard|20230110
Nonthaburi 2 challenger|1.97|1.78|Jung J.|ChineseTaipei|2005|69.0|180.0|right|35.0|Shimabukuro S.|Japan|2015|75.0|183.0|right|27.0|hard|20230110
Nonthaburi 2 challenger|2.03|1.73|Uchiyama Y.|Japan|2007|78.0|183.0|right|32.0|Zuk K.|Poland|2015|78.0|183.0|right|25.0|hard|20230110
Nonthaburi 2 challenger|1.63|2.17|Royer V.|France|2018|83.0|188.0|right|23.0|Harris B.|GreatBritain|2013|86.0|191.0|right|29.0|hard|20230110
Nonthaburi 2 challenger|1.19|4.36|Novak D.|Austria|2011|80.0|183.0|right|30.0|Squire H.|Germany|2015|||right|23.0|hard|20230110
Nonthaburi 2 challenger|1.44|2.66|Cazaux A.|France|2019|||right|21.0|Fonio G.|Italy|2014|80.0|183.0|right|26.0|hard|20230110
Oeiras 6 challenger|2.64|1.46|Fanselow S.|Germany|2007|||right|32.0|Mayot H.|France|2017|71.0|178.0|right|22.0|indoors|20230110
Oeiras 6 challenger|1.47|2.58|De Loore J.|Belgium|2010|86.0|191.0|right|31.0|Medjedovic H.|Serbia|2019|||right|21.0|indoors|20230110
Oeiras 6 challenger|1.65|2.16|Collignon R.|Belgium|2020|||right|22.0|Vacherot V.|Monaco|2014|||right|25.0|indoors|20230110
Oeiras 6 challenger|2.38|1.54|Martin Tiffon P.|Spain|2016|73.0|183.0|right|25.0|Decamps G.|Brazil|2014|80.0|193.0|right|25.0|indoors|20230110
Oeiras 6 challenger|1.28|3.49|Ilkel C.|Turkey|2010|82.0|183.0|right|29.0|Domingues J.|Portugal|2008|70.0|178.0|right|30.0|indoors|20230110
Oeiras 6 challenger|1.54|2.39|Jianu F.|Romania|2016|70.0|180.0|right|22.0|Dougaz A.|Tunisia|2013|80.0|188.0|left|27.0|indoors|20230110
Oeiras 6 challenger|1.77|1.96|Sousa P.|Portugal|2003|70.0|180.0|right|36.0|Sanchez Izquierdo N.|Spain|2015|77.0|185.0|right|25.0|indoors|20230110
Oeiras 6 challenger|2.35|1.55|Giustino L.|Italy|2006|83.0|180.0|right|32.0|Ejupovic E.|Germany|2009|90.0|193.0|right|31.0|indoors|20230110
Oeiras 6 challenger|1.28|3.52|Prizmic D.|Croatia|2021|||right|19.0|Karlovskiy E.|Russia|2010|85.0|191.0|right|30.0|indoors|20230110
Oeiras 6 challenger|2.02|1.74|Oliveira G.|Venezuela|2010|79.0|185.0|left|29.0|Neumayer L.|Austria|2020|||right|21.0|indoors|20230110
Oeiras 6 challenger|2.16|1.64|Gerch L.|Germany|2011|86.0|193.0|left|29.0|Lajal M.|Estonia|2021|||right|21.0|indoors|20230110
Tigre 2 challenger|1.10|6.41|Cerundolo J.|Argentina|2016|68.0|183.0|left|22.0|Dutra da Silva D.|Brazil|2003|||left|36.0|clay|20230110
Tigre 2 challenger|2.08|1.71|Torres J.|Argentina|2019|||right|22.0|Dellien M.|Bolivia|2011|||right|26.0|clay|20230110
Tigre 2 challenger|1.63|2.19|Lavagno E.|Italy|2014|||left|26.0|Chung Y.|SouthKorea|2013|78.0|178.0|right|26.0|clay|20230110
Tigre 2 challenger|1.83|1.91|Ugo Carabelli C.|Argentina|2015|83.0|185.0|right|25.0|Seyboth Wild T.|Brazil|2014|78.0|185.0|right|24.0|clay|20230110
Tigre 2 challenger|1.29|3.43|De Jong J.|Netherlands|2017|70.0|180.0|right|24.0|Descotte M.|Argentina|2011|87.0|191.0|right|30.0|clay|20230110
Tigre 2 challenger|2.18|1.65|Sanchez Jover C.|Spain|2015|||left|24.0|Casanova H.|Argentina|2010|76.0|178.0|right|30.0|clay|20230110
Tigre 2 challenger|2.62|1.45|Giannessi A.|Italy|2006|82.0|185.0|left|34.0|Londero J.|Argentina|2008|70.0|180.0|right|31.0|clay|20230110
Tigre 2 challenger|1.18|4.38|Collarini A.|Argentina|2007|80.0|185.0|left|32.0|Prihodko O.|Ukraine|2014|77.0|180.0|right|26.0|clay|20230110
Tigre 2 challenger|2.84|1.39|Boscardin Dias P.|Brazil|2018|73.0|180.0|right|21.0|Briand J.|France|2015|||right|25.0|clay|20230110
Tigre 2 challenger|1.69|2.08|Villanueva G.|Argentina|2011|70.0|175.0|right|29.0|Zhu E.|USA|2014|70.0|185.0|right|26.0|clay|20230110
Tigre 2 challenger|3.00|1.29|Sadaoui M.|France|2019|||right|21.0|Serafini M.|Italy|2021|||right|21.0|clay|20230110
Tigre 2 challenger|2.14|1.62|Steinegger Y.|Switzerland|2017|||right|23.0|Picchione A.|Italy|2017|||right|26.0|clay|20230110
Tigre 2 challenger|1.10|5.53|Kopp S.|Austria|2015|||right|24.0|Ghazouani Durand Y.|France|2023|||right|24.0|clay|20230110
Tigre 2 challenger|1.42|2.62|Vylegzhanin N.|Russia|2017|||right|24.0|Pecci A.|Italy|2019|||right|23.0|clay|20230110
Tigre 2 challenger|1.79|1.89|Searle H.|GreatBritain|2022|||left|18.0|Rodriguez D.|GreatBritain|2016|||right|25.0|clay|20230110
Tigre 2 challenger|1.15|4.76|Chidekh C.|France|2016|||right|23.0|Tyler J.|GreatBritain|2015|||right|25.0|clay|20230110
Tigre 2 challenger|3.63|1.24|Oberleitner N.|Austria|2016|||right|25.0|Ghibaudo A.|France|2020|||right|19.0|clay|20230110
Tigre 2 challenger|1.25|3.59|Bachinger M.|Germany|2003|86.0|188.0|right|37.0|Opitz J.|Germany|2014|||left|26.0|clay|20230110
Tigre 2 challenger|2.71|1.40|Loffhagen G.|GreatBritain|2017|83.0|188.0|right|23.0|Gueymard Wayenburg S.|France|2020|||right|21.0|clay|20230110
Tigre 2 challenger|2.96|1.35|Brady P.|GreatBritain|2022|||right|19.0|Cox D.|GreatBritain|2005|72.0|170.0|right|33.0|clay|20230110
Tigre 2 challenger|1.21|3.92|Wendelken H.|GreatBritain|2017|||right|22.0|Jones B.|GreatBritain|2014|||right|26.0|clay|20230110
Tigre 2 challenger|1.55|2.30|Basic M.|BosniaandHerzeg.|2006|88.0|188.0|right|33.0|McCormick T.|USA|2017|||right|25.0|clay|20230110
Tigre 2 challenger|3.42|1.28|Weir P.|GreatBritain|2022|||right|18.0|Tonejc V.|Croatia|2021|||right|25.0|clay|20230110
Tigre 2 challenger|1.12|5.28|Garcian A.|France|2018|||right|22.0|Malige M.|France|2022|||right|18.0|clay|20230110
Tigre 2 challenger|1.00|9.60|Mora M.|France|2012|75.0|185.0|right|27.0|Dupuy Y.|France|2023|||right|20|clay|20230110
Tigre 2 challenger|1.24|3.61|Knaff A.|Luxembourg|2015|||right|26.0|Gaubas V.|Lithuania|2019|||right|19.0|clay|20230110
Tigre 2 challenger|1.01|13.24|Debru G.|France|2021|||right|18.0|Morazzi M.|Spain|2022|||right|18.0|clay|20230110
Tigre 2 challenger|1.85|1.84|Raynel A.|France|2020|||right|22.0|Zima L.|Germany|2015|||right|24.0|clay|20230110
Tigre 2 challenger|2.36|1.50|Tomescu D.|Romania|2014|||right|25.0|Aubriot A.|France|2018|||right|25.0|clay|20230110
Tigre 2 challenger|1.32|3.06|Gima S.|Romania|2017|||left|22.0|Obradovic D.|Serbia|2017|||right|23.0|clay|20230110
Tigre 2 challenger|1.95|1.74|Ivanov V.|Russia|2015|||right|25.0|Matsuda R.|Japan|2018|||right|24.0|clay|20230110
Tigre 2 challenger|1.15|4.63|Sakellaridis S.|Greece|2018|||right|19.0|Carretero P.|Spain|2018|||right|23.0|clay|20230110
Tigre 2 challenger|1.99|1.72|Poljicak M.|Croatia|2020|||right|20.0|Rodrigues D.|Portugal|2015|||right|24.0|clay|20230110
Tigre 2 challenger|1.70|2.00|Marmousez L.|France|2017|||right|22.0|Ivanov S.|Bulgaria|2015|||right|24.0|clay|20230110
Tigre 2 challenger|1.01|12.74|Iannaccone F.|Italy|2016|||right|25.0|Dubinin A.|Russia|2016|||right|25.0|clay|20230110
Tigre 2 challenger|1.22|3.80|Beauge M.|France|2014|70.0|183.0|right|24.0|Boika L.|USA|2022|||right|19.0|clay|20230110
Tigre 2 challenger|1.22|3.80|Perez Sanz D.|Spain|2009|||right|30.0|Lilov V.|USA|2019|||right|20.0|clay|20230110
UTR Pro Tennis Series 3|1.01|13.00|Flores J.|CostaRica|2012|82.0|188.0|right|29.0|Heaney-Secord C.|USA|2018|||right|32.0|Varioussurfaces|20230110
UTR Pro Tennis Series 3|1.01|13.00|Barun B.|Croatia|2019|||right||Alhogbani S.|SaudiArabia|2018|||right|21.0|Varioussurfaces|20230110
UTR Pro Tennis Series 3|1.83|1.80|Buitrago N.|Colombia|2016|||right|26.0|Doria L.|Argentina|2009|78.0|180.0|right|31.0|Varioussurfaces|20230110
UTR Pro Tennis Series 3|1.83|1.80|Tacchi L.|Argentina|2017|||right|23.0|Avram G.|USA|2023|||right|19|Varioussurfaces|20230110
UTR Pro Tennis Series 3|1.83|1.80|Walker H.|USA|2021|||right||Thomson M.|USA|2015|||right|24.0|Varioussurfaces|20230110
UTR Pro Tennis Series 3|1.17|4.20|Lopez Villasenor G.|Mexico|2013|91.0|191.0|right|29.0|Maassen G.|USA|2013|||right|29.0|Varioussurfaces|20230110
UTR Pro Tennis Series 3|1.17|4.20|Orozco Rangel E.|Mexico|2009|||right|32.0|Arora K.|USA|2022|||right||Varioussurfaces|20230110
UTR Pro Tennis Series 3|2.20|1.55|Bobichon M.|France|2022|||right|22.0|Efstathiou M.|Cyprus|2014|||right|25.0|Varioussurfaces|20230110
UTR Pro Tennis Series 3|1.18|4.00|Jachuck R.|USA|2018|||right|22.0|Hotard W.|USA|2021|||right||Varioussurfaces|20230110
UTR Pro Tennis Series 3|2.60|1.40|Wright A.|GreatBritain|2022|||right||Salazar D.|Colombia|2015|||right|23.0|Varioussurfaces|20230110
UTR Pro Tennis Series 3|1.27|3.25|Stephenson E.|USA|2021|||right||Sciglitano L.|Australia|2018|||right|25.0|Varioussurfaces|20230110
UTR Pro Tennis Series 3|1.03|8.00|Nava E.|USA|2012|||right|27.0|Pate C.|USA|2022|||right|19.0|Varioussurfaces|20230110
UTR Pro Tennis Series 3|1.38|2.70|Forbes M.|USA|2022|||right|18.0|Potter E.|Canada|2023|||right|19.0|Varioussurfaces|20230110
UTR Pro Tennis Series 3|1.18|3.90|Buse I.|Peru|2019|||right|20.0|Tutu M.|GreatBritain|2010|||right|32.0|Varioussurfaces|20230110
UTR Pro Tennis Series 3|1.80|1.83|Santibanez S.|Chile|2010|||right|28.0|Achondo G.|Chile|2013|65.0|183.0|right|26.0|Varioussurfaces|20230110
UTR Pro Tennis Series 3|4.50|1.14|Pritchard P.|USA|2022|||right|20.0|Irwanto J.|USA|2022|||right|20.0|Varioussurfaces|20230110
UTR Pro Tennis Series 3|4.50|1.14|Nidunjianzan T.|USA|2021|||right|23.0|Baker C.|USA|2023|||right|19.0|Varioussurfaces|20230110
UTR Pro Tennis Series 3|1.30|3.00|Stable R.|France|2018|||right|25.0|Oliver L.|USA|2021|||right|19.0|Varioussurfaces|20230110
UTR Pro Tennis Series 3|1.30|3.00|Buitrago N.|Colombia|2016|||right|26.0|Maassen G.|USA|2013|||right|29.0|Varioussurfaces|20230110
Australian Open|1.93|1.85|Schoolkate T.|Australia|2019|78.0|183.0|right|23.0|Coppejans K.|Belgium|2011|68.0|180.0|right|30.0|hard|20230110
Australian Open|1.32|3.34|Struff J.|Germany|2008|92.0|193.0|right|34.0|Shevchenko A.|Kazakhstan|2017|70.0|185.0|right|23.0|hard|20230110
Australian Open|1.67|2.17|Piros Z.|Hungary|2015|68.0|180.0|right|24.0|Escoffier A.|France|2008|78.0|185.0|right|32.0|hard|20230110
Australian Open|2.58|1.48|Gomez E.|Ecuador|2006|81.0|185.0|right|32.0|Broady L.|GreatBritain|2009|78.0|183.0|left|30.0|hard|20230110
Australian Open|1.28|3.57|Varillas J.|Peru|2012|78.0|185.0|right|28.0|Marcora R.|Italy|2007|85.0|193.0|right|35.0|hard|20230110
Australian Open|2.11|1.71|Pellegrino A.|Italy|2012|81.0|185.0|right|27.0|Guinard M.|France|2013|81.0|196.0|right|28.0|hard|20230110
Australian Open|1.43|2.77|Brancaccio R.|Italy|2013|72.0|183.0|right|27.0|Agamenone F.|Italy|2008|82.0|188.0|right|31.0|hard|20230110
Australian Open|1.69|2.13|Verdasco F.|Spain|2001|90.0|188.0|left|40.0|Serdarusic N.|Croatia|2011|85.0|191.0|right|27.0|hard|20230110
Australian Open|2.27|1.61|Shang J.|China|2020|||left|19.0|Marozsan F.|Hungary|2016|||right|24.0|hard|20230110
Australian Open|1.53|2.47|Kudla D.|USA|2008|79.0|180.0|right|32.0|Jasika O.|Australia|2011|60.0|183.0|left|27.0|hard|20230110
Australian Open|2.23|1.63|Galarneau A.|Canada|2015|79.0|180.0|right|25.0|Peniston R.|GreatBritain|2012|75.0|183.0|left|28.0|hard|20230110
Australian Open|1.07|8.85|Watanuki Y.|Japan|2013|63.0|180.0|right|26.0|Sekulic P.|Australia|2018|||right|20.0|hard|20230110
Australian Open|2.36|1.57|Kukushkin M.|Kazakhstan|2005|72.0|183.0|right|36.0|Duckworth J.|Australia|2006|82.0|183.0|right|32.0|hard|20230110
Australian Open|2.66|1.46|Taberner C.|Spain|2013|78.0|183.0|right|27.0|Kovacevic A.|USA|2015|76.0|183.0|right|25.0|hard|20230110
Australian Open|1.78|1.99|Nava E.|USA|2016|74.0|183.0|right|22.0|Vavassori A.|Italy|2011|78.0|193.0|right|29.0|hard|20230110
