Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Rio de Janeiro|1.07|9.08|Alcaraz C.|Spain|2018|72.0|185.0|right|21.0|Fognini F.|Italy|2002|79.0|178.0|right|37.0|clay|20230223
Rio de Janeiro|1.54|2.45|Baez S.|Argentina|2016|70.0|170.0|right|23.0|Varillas J.|Peru|2012|78.0|185.0|right|28.0|clay|20230223
Rio de Janeiro|1.36|3.14|Jarry N.|Chile|2012|90.0|198.0|right|28.0|Martinez P.|Spain|2012|76.0|185.0|right|27.0|clay|20230223
Rio de Janeiro|2.34|1.59|Zapata Miralles B.|Spain|2012|82.0|183.0|right|27.0|Cerundolo F.|Argentina|2016|78.0|185.0|right|26.0|clay|20230223
Rio de Janeiro|1.54|2.49|Ramos-Vinolas A.|Spain|2004|76.0|188.0|left|36.0|Galan D.|Colombia|2011|72.0|191.0|right|28.0|clay|20230223
Rio de Janeiro|1.31|3.47|Norrie C.|GreatBritain|2013|82.0|188.0|left|28.0|Monteiro T.|Brazil|2008|78.0|183.0|left|30.0|clay|20230223
Doha|1.34|3.28|Auger Aliassime F.|Canada|2015|88.0|193.0|right|24.0|Davidovich Fokina A.|Spain|2014|80.0|183.0|right|25.0|hard|20230223
Doha|1.05|10.90|Medvedev D.|Russia|2011|83.0|198.0|right|28.0|O'Connell C.|Australia|2011|78.0|183.0|right|30.0|hard|20230223
Doha|1.36|3.11|Murray A.|GreatBritain|2002|83.0|190.0|right|37.0|Muller A.|France|2012|75.0|183.0|right|27.0|hard|20230223
Doha|2.64|1.48|Lehecka J.|CzechRepublic|2017|80.0|183.0|right|22.0|Rublev A.|Russia|2013|70.0|188.0|right|26.0|hard|20230223
Marseille|1.07|8.96|De Minaur A.|Australia|2015|69.0|183.0|right|25.0|Ritschard A.|Switzerland|2009|82.0|193.0|right|30.0|indoors|20230223
Marseille|4.52|1.20|Fils A.|France|2020|||right|20.0|Sinner J.|Italy|2015|76.0|188.0|right|23.0|indoors|20230223
Marseille|1.21|4.36|Dimitrov G.|Bulgaria|2007|81.0|191.0|right|33.0|Brouwer G.|Netherlands|2013|72.0|191.0|left|28.0|indoors|20230223
Marseille|1.25|3.90|Hurkacz H.|Poland|2014|81.0|196.0|right|27.0|Riedi L.|Switzerland|2020|||right|22.0|indoors|20230223
Marseille|1.97|1.82|Ymer M.|Sweden|2014|75.0|183.0|right|26.0|Goffin D.|Belgium|2006|70.0|180.0|right|33.0|indoors|20230223
Monterrey challenger|1.22|4.04|Watanuki Y.|Japan|2013|63.0|180.0|right|26.0|Paire B.|France|2007|80.0|196.0|right|35.0|hard|20230223
Monterrey challenger|1.93|1.81|Krueger M.|USA|2009|82.0|188.0|right|30.0|Andreozzi G.|Argentina|2007|78.0|183.0|right|33.0|hard|20230223
Monterrey challenger|1.13|5.63|Borges N.|Portugal|2012|75.0|185.0|right|27.0|Zhu E.|USA|2014|70.0|185.0|right|26.0|hard|20230223
Monterrey challenger|1.86|1.87|Gojo B.|Croatia|2013|90.0|196.0|right|26.0|Daniel T.|Japan|2008|80.0|191.0|right|31.0|hard|20230223
Bangalore challenger|1.35|3.06|Duckworth J.|Australia|2006|82.0|183.0|right|32.0|Mpetshi Perricard G.|France|2018|||right|21.0|hard|20230223
Bangalore challenger|1.44|2.66|Kuzmanov D.|Bulgaria|2009|77.0|193.0|right|31.0|Kachmazov A.|Russia|2018|||right|22.0|hard|20230223
Bangalore challenger|1.32|3.24|Purcell M.|Australia|2013|75.0|185.0|right|26.0|Nagal S.|India|2012|69.0|178.0|right|27.0|hard|20230223
Bangalore challenger|1.45|2.65|Nardi L.|Italy|2018|||right|21.0|Jung J.|ChineseTaipei|2005|69.0|180.0|right|35.0|hard|20230223
Rome challenger|2.44|1.52|Kodat T.|USA|2019|73.0|178.0|right|21.0|Shimabukuro S.|Japan|2015|75.0|183.0|right|27.0|indoors|20230223
Rome challenger|1.80|1.94|Gray A.|GreatBritain|2016|73.0|188.0|right|26.0|Kypson P.|USA|2015|79.0|188.0|right|24.0|indoors|20230223
Rome challenger|1.58|2.29|Hong S.|SouthKorea|2012|65.0|175.0|right|27.0|Decamps G.|Brazil|2014|80.0|193.0|right|25.0|indoors|20230223
Rome challenger|1.83|1.90|Leshem E.|Israel|2012|70.0|183.0|right|27.0|Ponwith N.|USA|2012|79.0|188.0|right|26.0|indoors|20230223
