Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
German Championships|||Wehnelt K.|Germany|2012|||right|28.0|Wunderlich Y.|Germany|2020|||right|21.0|indoors|20221206
German Championships|||Sobbe L.|Germany|2022|||right|22.0|Djonov C.|Germany|2020|||right|24.0|indoors|20221206
German Championships|||Rehberg M.|Germany|2018|||right|20.0|Wiskandt M.|Germany|2018|||right|22.0|indoors|20221206
German Championships|||Luemkemann L.|Germany|2021|||right|20.0|Maskow L.|Germany|2022|||right||indoors|20221206
German Championships|||Scholl M.|Germany|2014|||right|27.0|Schweizer B.|Germany|2012|||right|28|indoors|20221206
German Championships|||Schnaitter J.|Germany|2013|||right|28.0|Nemeth A.|Germany|2022|||right||indoors|20221206
German Championships|1.45|2.55|Feldbausch K.|Switzerland|2020|||right|18.0|Karol M.|Slovakia|2019|90.0|198.0|right|21.0|indoors|20221206
German Championships|1.15|4.67|Pokorny L.|Slovakia|2020|||right|22.0|Nad P.|Slovakia|2020|||right|20.0|indoors|20221206
German Championships|2.58|1.43|Biljesko D.|Croatia|2013|||right|27.0|Wong C.|HongKong|2018|||right|20.0|indoors|20221206
German Championships|1.23|3.76|Nijboer R.|Netherlands|2016|77.0|180.0|right|25.0|Fernandez Flores D.|Chile|2017|||right|23.0|indoors|20221206
German Championships|1.43|2.57|Manzanera Pertusa A.|Spain|2020|||right|21.0|Vasa E.|Finland|2013|79.0|188.0|right|27.0|indoors|20221206
German Championships|1.02|10.44|Bertola R.|Switzerland|2014|||right|25.0|Avendano Cadena M.|Spain|2021|||right|19.0|indoors|20221206
German Championships|2.95|1.34|Smith R.|USA|2015|75.0|191.0|left|25.0|Setkic A.|BosniaandHerzeg.|2004|86.0|191.0|right|36.0|indoors|20221206
German Championships|1.13|4.99|Yamanaka T.|Japan|2018|||right|22.0|Bacaloni A.|Italy|2022|||right|22.0|indoors|20221206
German Championships|1.19|4.18|Noce G.|Italy|2011|||right|28.0|Vasiliauskas M.|Lithuania|2017|||right|22.0|indoors|20221206
German Championships|1.18|4.18|Porras J.|Argentina|2021|||right|26.0|Slump S.|Netherlands|2015|77.0|188.0|right|25.0|indoors|20221206
German Championships|2.56|1.45|Abderrahman W.|Tunisia|2020|||right||Badenhorst D.|RSA|2019|||right|20.0|indoors|20221206
German Championships|2.69|1.40|Lambling R.|France|2017|||right|24.0|Negritu C.|Germany|2010|81.0|193.0|right|30.0|indoors|20221206
German Championships|1.76|1.94|Battaglino S.|Italy|2015|||right|26.0|Szajrych J.|Poland|2020|||right|22.0|indoors|20221206
German Championships|2.16|1.60|Andaloro F.|Italy|2018|||right|23.0|Donev G.|Bulgaria|2013|70.0|180.0|right|28.0|indoors|20221206
German Championships|6.75|1.07|Soyler B.|Turkey|2020|||right||Beloborodko I.|Ukraine|2017|||right|23.0|indoors|20221206
German Championships|1.02|10.17|Snitari I.|Moldavsko|2020|||right|22.0|Arinc K.|Turkey|2017|||right|24.0|indoors|20221206
German Championships|1.09|6.08|Jianu F.|Romania|2016|70.0|180.0|right|22.0|Campana F.|Italy|2018|||right|26.0|indoors|20221206
German Championships|1.19|4.17|Philippov E.|Russia|2019|||right|22.0|Ilkel B.|Turkey|2017|||right|23.0|indoors|20221206
German Championships|1.12|5.41|Matsuoka H.|Japan|2022|||right|19.0|Sutekin E.|Turkey|2019|||right||indoors|20221206
UTR Pro Match Series|1.54|2.30|Strode E.|USA|2021|||left|22.0|Bellegy A.|France|2021|||right|23.0|Varioussurfaces|20221206
UTR Pro Match Series|1.01|19.00|Michelsen A.|USA|2021|||right|19.0|Stringfellow B.|USA|2017|||right|25.0|Varioussurfaces|20221206
UTR Pro Match Series|1.16|4.47|Magnaudet L.|France|2018|||right|22|Corse J.|USA|2016|||right||Varioussurfaces|20221206
UTR Pro Match Series|2.25|1.56|Ji Z.|China|2022|||right||Zamora N.|USA|2021|||right|21.0|Varioussurfaces|20221206
UTR Pro Match Series|1.11|5.42|Smiej Y.|Morocco|2018|||right|24.0|Coriaty L.|USA|2022|||right|19|Varioussurfaces|20221206
UTR Pro Match Series|1.11|5.42|Rajski M.|Poland|2006|80.0|193.0|right|33.0|Schiffman E.|USA|2021|||right||Varioussurfaces|20221206
UTR Pro Match Series|1.23|3.65|Bellegy A.|France|2021|||right|23.0|Coriaty L.|USA|2022|||right|19|Varioussurfaces|20221206
UTR Pro Match Series|1.52|2.34|Strode I.|USA|2014|75.0|183.0|right|26.0|Zamora N.|USA|2021|||right|21.0|Varioussurfaces|20221206
UTR Pro Match Series|3.60|1.25|Corse J.|USA|2016|||right||Stringfellow B.|USA|2017|||right|25.0|Varioussurfaces|20221206
UTR Pro Tennis Series 6|1.18|3.90|Hamou M.|France|2011|75.0|185.0|right|29.0|Hodzic A.|Germany|2021|||right|22.0|hard|20221206
UTR Pro Tennis Series 6|1.09|6.25|Atlangeriev B.|Russia|2016|||right|23.0|Sakellaridis M.|Greece|2015|||right|23.0|hard|20221206
UTR Pro Tennis Series 6|1.35|2.87|Fuele M.|Hungary|2015|||right|25.0|Drinic M.|Serbia|2012|75.0|185.0|right|26.0|hard|20221206
UTR Pro Tennis Series 6|1.35|2.87|Durguti B.|NorthMacedonia|2010|||right|31.0|Katic D.|Serbia|2003|||right|36.0|hard|20221206
UTR Pro Tennis Series 6|1.10|5.25|Genov A.|Bulgaria|2019|||left|22.0|Jotovski T.|NorthMacedonia|2006|||right|33.0|hard|20221206
UTR Pro Tennis Series 6|1.10|5.25|Bobrov B.|Russia|2012|74.0|185.0|right|26.0|Haliak M.|Belarus|2014|75.0|183.0|right|26.0|hard|20221206
UTR Pro Tennis Series 6|1.10|5.25|Haliak M.|Belarus|2014|75.0|183.0|right|26.0|Bobrov B.|Russia|2012|74.0|185.0|right|26.0|hard|20221206
UTR Pro Tennis Series 6|1.38|2.70|Madarasz G.|Hungary|2012|80.0|180.0|left|29.0|Cubelic K.|Germany|2015|77.0|188.0|left|26.0|hard|20221206
UTR Pro Tennis Series 6|3.10|1.29|Ciurletti A.|Italy|2014|72.0|175.0|right|26.0|Tutu M.|GreatBritain|2010|||right|32.0|hard|20221206
UTR Pro Tennis Series 8|3.10|1.29|Ogiri S.|Japan|2022|||right|19.0|Umeoka Y.|Japan|2014|||right|29.0|Varioussurfaces|20221206
UTR Pro Tennis Series 8|1.02|8.50|Fukuda S.|Japan|2012|72.0|183.0|left|26.0|Karatsu Y.|Japan|2022|||right|19.0|Varioussurfaces|20221206
UTR Pro Tennis Series 8|1.02|8.50|Sakamoto H.|Japan|2022|||right||Takase R.|Japan|2022|||right|22|Varioussurfaces|20221206
UTR Pro Tennis Series 8|2.50|1.44|Tagashira K.|Japan|2009|||right|30.0|Chen Y.|ChineseTaipei|2016|||right|24.0|Varioussurfaces|20221206
UTR Pro Tennis Series 8|2.80|1.34|Krajci M.|Slovakia|2021|||right|19.0|Broska F.|Germany|2015|||right||Varioussurfaces|20221206
UTR Pro Tennis Series 8|1.40|2.55|Brunold M.|Switzerland|2020|||right|19.0|Yang J.|Germany|2017|||right|27.0|Varioussurfaces|20221206
UTR Pro Tennis Series 8|3.23|1.27|Basic N.|Croatia|2019|||right|22.0|Lee T.|SouthKorea|2010|||right|32.0|Varioussurfaces|20221206
UTR Pro Tennis Series 8|1.29|3.16|Summers M.|GreatBritain|2016|||left|25.0|Ha Yeon S.|SouthKorea|2019|||right||Varioussurfaces|20221206
UTR Pro Tennis Series 8|1.33|2.85|Schaer J.|Switzerland|2017|||right|24.0|Parenti L.|Italy|2019|||right|21.0|Varioussurfaces|20221206
UTR Pro Tennis Series 8|1.57|2.18|Steinegger Y.|Switzerland|2017|||right|23.0|Caldes J.|Spain|2016|||right|23.0|Varioussurfaces|20221206
UTR Pro Tennis Series 8|1.81|1.81|Novansky M.|Slovakia|2018|||right|22.0|Sperle J.|Germany|2019|||right|22.0|Varioussurfaces|20221206
UTR Pro Tennis Series 8|1.09|5.40|Braynin A.|Ukraine|2015|||right|25.0|Zusman R.|USA|2017|||left|23.0|Varioussurfaces|20221206
UTR Pro Tennis Series 8|2.39|1.46|Regas Luis N.|Spain|2021|||right||Davila Godoy S.|Spain|2020|||right|23.0|Varioussurfaces|20221206
UTR Pro Tennis Series 8|1.35|2.75|Chavez Villalpando L.|Bolivia|2012|||right|28.0|Sibille I.|Morocco|2018|||right|22.0|Varioussurfaces|20221206
UTR Pro Tennis Series 8|1.39|2.69|Zakaryia F.|Egypt|2017|||right|23.0|Davis J.|GreatBritain|2015|||right|25.0|Varioussurfaces|20221206
UTR Pro Tennis Series 8|1.23|3.48|Naharro D.|Spain|2021|||right|21.0|Urribarrens Ramirez I.|Spain|2019|||right|20.0|Varioussurfaces|20221206
UTR Pro Tennis Series 8|1.25|3.35|Sakellaridis S.|Greece|2018|||right|19.0|Lanik T.|Slovakia|2020|||right|22.0|Varioussurfaces|20221206
UTR Pro Tennis Series 8|1.80|1.82|Velcz Z.|Hungary|2020|||left|21.0|Jurajda A.|CzechRepublic|2020|||right|21.0|Varioussurfaces|20221206
UTR Pro Tennis Series 8|1.21|3.71|Bassem Sobhy M.|Egypt|2018|||right|20.0|Ridout F.|GreatBritain|2020|||right||Varioussurfaces|20221206
UTR Pro Tennis Series 8|2.22|1.54|Respaut C.|France|2014|||right|25.0|Riva P.|Spain|2019|||right||Varioussurfaces|20221206
UTR Pro Tennis Series 8|1.43|2.55|Misasi G.|Italy|2018|||right|23.0|Dessi M.|Italy|2016|||right|23.0|Varioussurfaces|20221206
UTR Pro Tennis Series 8|3.00|1.30|Immler K.|Austria|2020|||right||Martinez M.|Spain|2016|||right|23.0|Varioussurfaces|20221206
UTR Pro Tennis Series 8|1.51|2.28|Bulitski A.|Belarus|2008|||right|31.0|Kupcic J.|Slovenia|2019|||right|23.0|Varioussurfaces|20221206
UTR Pro Tennis Series 8|1.33|2.85|Lemstra K.|Germany|2015|||right|25.0|Almasi A.|Slovakia|2021|||right||Varioussurfaces|20221206
