Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Rotterdam|1.69|2.15|Norrie C.|GreatBritain|2013|82.0|188.0|left|28.0|Humbert U.|France|2014|73.0|188.0|left|26.0|indoors|20220207
Rotterdam|1.20|4.56|Hurkacz H.|Poland|2014|81.0|196.0|right|27.0|Tsonga J.|France|2002|93.0|188.0|right|39.0|indoors|20220207
Rotterdam|1.33|3.35|De Minaur A.|Australia|2015|69.0|183.0|right|25.0|Goffin D.|Belgium|2006|70.0|180.0|right|33.0|indoors|20220207
Rotterdam|1.63|2.28|McDonald M.|USA|2009|73.0|178.0|right|29.0|Basilashvili N.|Georgia|2007|79.0|185.0|right|32.0|indoors|20220207
Dallas|1.50|2.56|Anderson K.|RSA|2004|94.0|203.0|right|38.0|Querrey S.|USA|2002|95.0|198.0|right|36.0|indoors|20220207
Buenos Aires|1.74|2.09|Cerundolo F.|Argentina|2016|78.0|185.0|right|26.0|Bagnis F.|Argentina|2005|82.0|183.0|left|34.0|clay|20220207
Buenos Aires|2.86|1.42|Verdasco F.|Spain|2001|90.0|188.0|left|40.0|Dellien H.|Bolivia|2007|75.0|180.0|right|31.0|clay|20220207
Buenos Aires|1.95|1.83|Kecmanovic M.|Serbia|2013|75.0|183.0|right|24.0|Djere L.|Serbia|2011|82.0|188.0|right|29.0|clay|20220207
Buenos Aires|1.59|2.34|Lajovic D.|Serbia|2005|83.0|183.0|right|34.0|Paire B.|France|2007|80.0|196.0|right|35.0|clay|20220207
Bangalore challenger|1.89|1.85|Tseng C.|ChineseTaipei|2015|65.0|175.0|right|23.0|Clarke J.|GreatBritain|2013|82.0|188.0|right|26.0|hard|20220207
Bangalore challenger|1.95|1.80|Coppejans K.|Belgium|2011|68.0|180.0|right|30.0|Polmans M.|Australia|2011|78.0|188.0|right|27.0|hard|20220207
Bangalore challenger|1.69|2.10|Grenier H.|France|2013|85.0|196.0|right|28.0|Kopriva V.|CzechRepublic|2015|69.0|178.0|right|27.0|hard|20220207
Bangalore challenger|1.18|4.50|Moroni G.|Italy|2012|81.0|185.0|right|26.0|Myneni S.|India|2004|85|193|right|36|hard|20220207
Bangalore challenger|1.36|2.97|Vukic A.|Australia|2012|84.0|188.0|right|28.0|Kubler J.|Australia|2008|74.0|178.0|right|31.0|hard|20220207
Cherbourg challenger|2.74|1.42|Kukushkin M.|Kazakhstan|2005|72.0|183.0|right|36.0|Machac T.|CzechRepublic|2016|73.0|183.0|right|23.0|indoors|20220207
Cherbourg challenger|2.42|1.53|Van Assche L.|France|2019|||right|20.0|Hoang A.|France|2011|76.0|183.0|right|28.0|indoors|20220207
Cherbourg challenger|1.23|3.92|Lestienne C.|France|2009|77.0|180.0|right|32.0|Safwat M.|Egypt|2007|83.0|180.0|right|33.0|indoors|20220207
UTR Pro Tennis Series 5|1.23|3.92|Manafov V.|Ukraine|2011|||left|31.0|Liutarevich I.|Belarus|2013|||right|28.0|Varioussurfaces|20220207
UTR Pro Tennis Series 5|1.46|2.56|Donev G.|Bulgaria|2013|70.0|180.0|right|28.0|Chirita I.|Romania|2020|||right|21.0|Varioussurfaces|20220207
UTR Pro Tennis Series 5|1.61|2.20|Milev Y.|Bulgaria|2019|||right|20.0|Lazov A.|Bulgaria|2006|69.0|183.0|left|34.0|Varioussurfaces|20220207
UTR Pro Tennis Series 5|1.28|3.45|Haliak M.|Belarus|2014|75.0|183.0|right|26.0|Filip V.|Romania|2011|||right|29.0|Varioussurfaces|20220207
UTR Pro Tennis Series 5|1.44|2.62|Ivanov S.|Bulgaria|2015|||right|24.0|Lazarov G.|Bulgaria|2021|||right|19|Varioussurfaces|20220207
UTR Pro Tennis Series 5|1.55|2.31|Genov A.|Bulgaria|2019|||left|22.0|Marinescu M.|Romania|2017|||right|22.0|Varioussurfaces|20220207
UTR Pro Tennis Series 5|1.16|4.50|Willems J.|Germany|2011|||left|29.0|Agafonov E.|Russia|2019|||right|21.0|Varioussurfaces|20220207
Bangalore challenger|2.10|1.65|Jaziri M.|Tunisia|2002|81.0|185.0|right|40.0|Harris A.|Australia|2010|81.0|183.0|right|30.0|hard|20220207
Bangalore challenger|3.67|1.24|Noguchi R.|Japan|2016|63.0|168.0|right|25.0|Brancaccio R.|Italy|2013|72.0|183.0|right|27.0|hard|20220207
