Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Temuco challenger|2.66|1.45|Kicker N.|Argentina|2009|75.0|178.0|right|32.0|Bagnis F.|Argentina|2005|82.0|183.0|left|34.0|hard|20221125
Temuco challenger|2.23|1.61|Mejia N.|Colombia|2014|77.0|185.0|right|24.0|Hardt N.|DominicanRep.|2014|84.0|183.0|right|23.0|hard|20221125
Temuco challenger|1.54|2.38|Andreozzi G.|Argentina|2007|78.0|183.0|right|33.0|Otegui J.|Argentina|2014|83.0|191.0|right|25.0|hard|20221125
Temuco challenger|1.36|3.02|Gomez E.|Ecuador|2006|81.0|185.0|right|32.0|Olivo R.|Argentina|2007|73.0|180.0|right|32.0|hard|20221125
Valencie challenger|2.32|1.57|Krutykh O.|Ukraine|2016|||right|24.0|Pellegrino A.|Italy|2012|81.0|185.0|right|27.0|clay|20221125
Valencie challenger|2.24|1.61|Llamas Ruiz P.|Spain|2017|||right|21.0|Lopez Montagud C.|Spain|2015|||right|24.0|clay|20221125
Valencie challenger|1.42|2.73|Van Assche L.|France|2019|||right|20.0|Barranco Cosano J.|Spain|2014|72.0|175.0|left|25.0|clay|20221125
Valencie challenger|2.15|1.66|Milojevic N.|Serbia|2011|76.0|188.0|right|29.0|Andreev A.|Bulgaria|2015|66.0|180.0|right|23.0|clay|20221125
Yokkaichi challenger|1.26|3.63|Watanuki Y.|Japan|2013|63.0|180.0|right|26.0|Chung Y.|SouthKorea|2013|78.0|178.0|right|26.0|hard|20221125
Yokkaichi challenger|1.43|2.69|Silva F.|Portugal|2010|74.0|178.0|left|29.0|Sinclair C.|N.MarianaIsl.|2012|82.0|188.0|right|29.0|hard|20221125
Yokkaichi challenger|2.06|1.72|Uchida K.|Japan|2008|74.0|180.0|right|29.0|Shimabukuro S.|Japan|2015|75.0|183.0|right|27.0|hard|20221125
Yokkaichi challenger|1.45|2.65|Duckworth J.|Australia|2006|82.0|183.0|right|32.0|Ionel N.|Romania|2017|71.0|183.0|right|21.0|hard|20221125
Andria challenger|1.27|3.60|Fucsovics M.|Hungary|2008|82.0|188.0|right|32.0|Travaglia S.|Italy|2007|80.0|185.0|right|32.0|indoors|20221125
Andria challenger|2.13|1.68|Kukushkin M.|Kazakhstan|2005|72.0|183.0|right|36.0|Rodionov J.|Austria|2015|86.0|191.0|left|25.0|indoors|20221125
Andria challenger|1.27|3.61|Riedi L.|Switzerland|2020|||right|22.0|Karlovskiy E.|Russia|2010|85.0|191.0|right|30.0|indoors|20221125
Andria challenger|4.56|1.18|Sachko V.|Ukraine|2013|68.0|183.0|right|27.0|Machac T.|CzechRepublic|2016|73.0|183.0|right|23.0|indoors|20221125
Andria challenger|2.33|1.53|Zanellato N.|Brazil|2021|||right|22.0|Clezar G.|Brazil|2007|77.0|180.0|right|31.0|indoors|20221125
Andria challenger|1.34|2.96|Zormann M.|Brazil|2010|||right|28.0|Yamacita F.|Brazil|2012|78.0|185.0|right|26.0|indoors|20221125
Andria challenger|1.17|4.37|Heide G.|Brazil|2018|||right|22.0|Monzon I.|Argentina|2013|||right|26.0|indoors|20221125
Andria challenger|1.27|3.41|Ribeiro E.|Brazil|2015|||right|26.0|Loureiro J.|Brazil|2018|||right|21.0|indoors|20221125
Andria challenger|1.08|7.00|Bolt A.|Australia|2009|84.0|183.0|left|31.0|Pearson K.|Australia|2014|60.0|180.0|right|25.0|indoors|20221125
Andria challenger|1.17|4.47|Dougaz A.|Tunisia|2013|80.0|188.0|left|27.0|Rocha F.|Portugal|2016|||right|24.0|indoors|20221125
Andria challenger|1.77|1.92|Mansouri S.|Tunisia|2010|86.0|193.0|right|29.0|Bailly G.|Belgium|2022|||right|18.0|indoors|20221125
Andria challenger|1.12|4.93|Ovcharenko O.|Ukraine|2016|||right|22.0|Ivanov S.|Bulgaria|2015|||right|24.0|indoors|20221125
Andria challenger|1.32|3.09|Atmane T.|France|2017|||left|22.0|Dellavedova M.|Australia|2015|81.0|191.0|right|24.0|indoors|20221125
