Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Hamburg|1.38|3.01|Baez S.|Argentina|2016|70.0|170.0|right|23.0|Lajovic D.|Serbia|2005|83.0|183.0|right|34.0|clay|20240717
Hamburg|1.24|4.03|Cerundolo F.|Argentina|2016|78.0|185.0|right|26.0|Marterer M.|Germany|2011|84.0|191.0|left|29.0|clay|20240717
Hamburg|1.09|7.27|Zverev A.|Germany|2011|90.0|198.0|right|27.0|De Jong J.|Netherlands|2017|70.0|180.0|right|24.0|clay|20240717
Hamburg|1.33|3.23|Martinez P.|Spain|2012|76.0|185.0|right|27.0|Blanchet U.|France|2015|||right|25.0|clay|20240717
Hamburg|1.39|2.96|Darderi L.|Italy|2019|||right|22.0|Shevchenko A.|Kazakhstan|2017|70.0|185.0|right|23.0|clay|20240717
Newport|3.51|1.30|Bolt A.|Australia|2009|84.0|183.0|left|31.0|Nakashima B.|USA|2016|77.0|185.0|right|23.0|grass|20240717
Newport|1.35|3.19|Vukic A.|Australia|2012|84.0|188.0|right|28.0|Spizzirri E.|USA|2018|||right|22.0|grass|20240717
Newport|1.45|2.74|Eubanks C.|USA|2012|82.0|201.0|right|28.0|Quinn E.|USA|2019|||right|20.0|grass|20240717
Newport|1.58|2.34|McDonald M.|USA|2009|73.0|178.0|right|29.0|Harris B.|GreatBritain|2013|86.0|191.0|right|29.0|grass|20240717
Newport|2.19|1.67|Opelka R.|USA|2013|102.0|211.0|right|26.0|Mannarino A.|France|2004|79.0|180.0|left|36.0|grass|20240717
Newport|2.27|1.63|Kovacevic A.|USA|2015|76.0|183.0|right|25.0|Rinderknech A.|France|2011|86.0|196.0|right|29.0|grass|20240717
Newport|1.59|2.33|Michelsen A.|USA|2021|||right|19.0|Cressy M.|USA|2015|88.0|201.0|right|27.0|grass|20240717
Bastad|4.86|1.17|Tirante T.|Argentina|2016|78.0|185.0|right|23.0|Rublev A.|Russia|2013|70.0|188.0|right|26.0|clay|20240717
Bastad|2.67|1.47|Ajdukovic D.|Croatia|2015|75.0|185.0|right|23.0|Kotov P.|Russia|2015|86.0|191.0|right|25.0|clay|20240717
Bastad|1.15|5.31|Carballes Baena R.|Spain|2009|77.0|183.0|right|31.0|Yevseyev D.|Kazakhstan|2009|75.0|189.0|right|31.0|clay|20240717
Bastad|5.20|1.16|Monteiro T.|Brazil|2008|78.0|183.0|left|30.0|Ruud C.|Norway|2013|77.0|183.0|right|25.0|clay|20240717
Gstaad|1.34|3.28|Struff J.|Germany|2008|92.0|193.0|right|34.0|Riedi L.|Switzerland|2020|||right|22.0|clay|20240717
Gstaad|1.35|3.13|Tsitsipas S.|Greece|2013|89.0|193.0|right|26.0|Medjedovic H.|Serbia|2019|||right|21.0|clay|20240717
Gstaad|1.49|2.58|Etcheverry T.|Argentina|2014|82.0|196.0|right|25.0|Van De Zandschulp B.|Netherlands|2011|83.0|188.0|right|28.0|clay|20240717
Gstaad|1.73|2.08|Fognini F.|Italy|2002|79.0|178.0|right|37.0|Varillas J.|Peru|2012|78.0|185.0|right|28.0|clay|20240717
Granby challenger|1.61|2.21|Uchiyama Y.|Japan|2007|78.0|183.0|right|32.0|Habib H.|Lebanon|2013|85.0|188.0|right|26.0|hard|20240717
Granby challenger|4.61|1.18|Kuzuhara B.|USA|2021|||right|20.0|Galarneau A.|Canada|2015|79.0|180.0|right|25.0|hard|20240717
Granby challenger|1.50|2.50|Andrade A.|Ecuador|2014|73.0|180.0|right|25.0|Boulais J.|Canada|2017|77.0|183.0|left|22.0|hard|20240717
Granby challenger|1.46|2.60|Grenier H.|France|2013|85.0|196.0|right|28.0|Ficovich J.|Argentina|2013|78.0|191.0|right|27.0|hard|20240717
Granby challenger|2.12|1.67|Mejia N.|Colombia|2014|77.0|185.0|right|24.0|Kozlov S.|USA|2012|79.0|183.0|right|26.0|hard|20240717
Granby challenger|1.54|2.38|Shimabukuro S.|Japan|2015|75.0|183.0|right|27.0|Gea A.|France|2021|72.0|180.0|right|19.0|hard|20240717
Granby challenger|1.57|2.28|Bonzi B.|France|2013|76.0|185.0|right|28.0|Holt B.|USA|2015|82.0|185.0|right|26.0|hard|20240717
Amersfoort challenger|1.26|3.58|Dellien M.|Bolivia|2011|||right|26.0|Deckers A.|Netherlands|2017|82.0|193.0|right|24.0|clay|20240717
Amersfoort challenger|2.82|1.39|Vesely J.|CzechRepublic|2009|94.0|198.0|left|31.0|Dellien H.|Bolivia|2007|75.0|180.0|right|31.0|clay|20240717
