Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Rio de Janeiro|||Cerundolo F.|Argentina|2016|78.0|185.0|right|26.0|Carballes Baena R.|Spain|2009|77.0|183.0|right|31.0|clay|20220217
Rio de Janeiro|2.64|1.48|Kecmanovic M.|Serbia|2013|75.0|183.0|right|24.0|Sonego L.|Italy|2013|76.0|191.0|right|29.0|clay|20220217
Rio de Janeiro|1.42|2.84|Schwartzman D.|Argentina|2008|64.0|170.0|right|32.0|Martinez P.|Spain|2012|76.0|185.0|right|27.0|clay|20220217
Rio de Janeiro|2.74|1.44|Fognini F.|Italy|2002|79.0|178.0|right|37.0|Carreno-Busta P.|Spain|2006|78.0|188.0|right|33.0|clay|20220217
Doha|1.62|2.27|Khachanov K.|Russia|2011|87.0|198.0|right|28.0|Cilic M.|Croatia|2004|89.0|198.0|right|35.0|hard|20220217
Doha|1.35|3.22|Bautista-Agut R.|Spain|2002|75.0|183.0|right|36.0|Davidovich Fokina A.|Spain|2014|80.0|183.0|right|25.0|hard|20220217
Doha|2.24|1.65|Basilashvili N.|Georgia|2007|79.0|185.0|right|32.0|Fucsovics M.|Hungary|2008|82.0|188.0|right|32.0|hard|20220217
Doha|3.28|1.33|Rinderknech A.|France|2011|86.0|196.0|right|29.0|Shapovalov D.|Canada|2013|75.0|185.0|left|25.0|hard|20220217
Delray Beach|1.31|3.46|Opelka R.|USA|2013|102.0|211.0|right|26.0|Sock J.|USA|2009|88.0|191.0|right|31.0|hard|20220217
Delray Beach|2.43|1.55|Millman J.|Australia|2006|79.0|183.0|right|35.0|Giron M.|USA|2008|77.0|180.0|right|31.0|hard|20220217
Delray Beach|1.24|3.96|Norrie C.|GreatBritain|2013|82.0|188.0|left|28.0|Otte O.|Germany|2010|79.0|193.0|right|31.0|hard|20220217
Delray Beach|1.17|5.22|Korda S.|USA|2015|75.0|193.0|right|24.0|Seppi A.|Italy|2000|78.0|191.0|right|40.0|hard|20220217
Marseille|2.05|1.77|Pouille L.|France|2009|84.0|185.0|right|30.0|Albot R.|Moldavsko|2006|69.0|175.0|right|34.0|indoors|20220217
Marseille|1.11|6.65|Tsitsipas S.|Greece|2013|89.0|193.0|right|26.0|Gaston H.|France|2015|68.0|173.0|left|23.0|indoors|20220217
Marseille|1.14|5.60|Auger Aliassime F.|Canada|2015|88.0|193.0|right|24.0|Tsonga J.|France|2002|93.0|188.0|right|39.0|indoors|20220217
Marseille|2.40|1.57|Safiullin R.|Russia|2013|75.0|185.0|right|27.0|Machac T.|CzechRepublic|2016|73.0|183.0|right|23.0|indoors|20220217
Marseille|1.78|2.03|Bonzi B.|France|2013|76.0|185.0|right|28.0|Herbert P.|France|2006|75.0|188.0|right|33.0|indoors|20220217
Bangalore 2 challenger|1.87|1.88|Gojo B.|Croatia|2013|90.0|196.0|right|26.0|Kuznetsov A.|Russia|2006|71.0|185.0|right|33.0|hard|20220217
Bangalore 2 challenger|1.20|4.23|Bellier A.|Switzerland|2013|80.0|196.0|left|27.0|Rawat S.|India|2009|70.0|175.0|right|31.0|hard|20220217
Bangalore 2 challenger|1.40|2.84|Nikles J.|Switzerland|2013|68.0|170.0|right|27.0|Kalovelonis M.|Greece|2011|90.0|191.0|right|30.0|hard|20220217
Bangalore 2 challenger|1.13|5.61|Couacaud E.|France|2012|78.0|183.0|right|29.0|Kadhe A.|India|2011|83.0|185.0|right|30.0|hard|20220217
Forli 7 challenger|1.46|2.59|Furness E.|France|2014|66.0|170.0|right|26.0|Torpegaard M.|Denmark|2011|84.0|193.0|right|30.0|indoors|20220217
Forli 7 challenger|1.39|2.85|Lestienne C.|France|2009|77.0|180.0|right|32.0|Napolitano S.|Italy|2010|90.0|196.0|right|29.0|indoors|20220217
Forli 7 challenger|1.34|3.12|Van Rijthoven T.|Netherlands|2013|89.0|188.0|right|27.0|Schnur B.|Canada|2011|84.0|193.0|right|29.0|indoors|20220217
Forli 7 challenger|2.16|1.65|Haase R.|Netherlands|2004|77.0|191.0|right|37.0|Nava E.|USA|2016|74.0|183.0|right|22.0|indoors|20220217
Forli 7 challenger|1.53|2.32|Reinberg E.|USA|2013|86.0|188.0|right|27.0|Patino L.|Mexico|2008|||right|30.0|indoors|20220217
Forli 7 challenger|1.32|3.08|Gerch L.|Germany|2011|86.0|193.0|left|29.0|Bittoun Kouzmine C.|France|2014|73.0|175.0|left|25.0|indoors|20220217
Forli 7 challenger|2.54|1.43|Angele J.|France|2015|93.0|206.0|right|24.0|Quiroz R.|Ecuador|2006|88.0|193.0|left|32.0|indoors|20220217
Forli 7 challenger|1.25|3.60|Hardt N.|DominicanRep.|2014|84.0|183.0|right|23.0|Gomez J.|Colombia|2007|||right|32.0|indoors|20220217
Forli 7 challenger|2.62|1.44|Chappell N.|USA|2010|82.0|178.0|left|31.0|Langmo C.|USA|2013|84.0|191.0|right|28.0|indoors|20220217
Forli 7 challenger|1.83|1.86|Cukierman D.|Israel|2012|||right|29.0|McNally J.|USA|2014|82.0|183.0|right|25.0|indoors|20220217
Forli 7 challenger|1.18|4.47|Blancaneaux G.|France|2014|75.0|180.0|right|26.0|Veldheer M.|Netherlands|2014|78.0|183.0|left|28.0|indoors|20220217
Forli 7 challenger|1.81|1.90|Smith K.|USA|2016|93.0|198.0|right|26.0|Crawford O.|GreatBritain|2016|84.0|180.0|right|25.0|indoors|20220217
Forli 7 challenger|1.39|2.73|Patten H.|GreatBritain|2019|91.0|198.0|right|28.0|Damm M.|USA|2018|||left|20.0|indoors|20220217
Forli 7 challenger|1.53|2.34|Squire H.|Germany|2015|||right|23.0|Rosenkranz M.|Germany|2014|||left|25.0|indoors|20220217
Forli 7 challenger|1.57|2.08|McCabe J.|Australia|2020|||right|21.0|Sekulic P.|Australia|2018|||right|20.0|indoors|20220217
Forli 7 challenger|1.83|1.84|Wendelken H.|GreatBritain|2017|||right|22.0|Poljak D.|CzechRepublic|2011|77.0|188.0|right|28.0|indoors|20220217
Forli 7 challenger|2.50|1.47|Parker S.|GreatBritain|2016|||right|27.0|Galarneau A.|Canada|2015|79.0|180.0|right|25.0|indoors|20220217
Forli 7 challenger|1.10|5.64|McHugh A.|GreatBritain|2016|70.0|178.0|right|24.0|Murphy B.|GreatBritain|2017|||right|24.0|indoors|20220217
Forli 7 challenger|1.16|2.90|Harris B.|GreatBritain|2013|86.0|191.0|right|29.0|Weightman O.|GreatBritain|2018|||right|22.0|indoors|20220217
