Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
ATP Cup|||Hurkacz H.|Poland|2014|81.0|196.0|right|27.0|Thanos A.|Greece|2019|||right|23.0|hard|20220101
ATP Cup|1.13|5.90|Ruud C.|Norway|2013|77.0|183.0|right|25.0|Lajovic D.|Serbia|2005|83.0|183.0|right|34.0|hard|20220101
ATP Cup|1.11|6.52|Majchrzak K.|Poland|2013|78.0|180.0|right|28.0|Pervolarakis M.|Greece|2013|90.0|193.0|right|28.0|hard|20220101
ATP Cup|1.11|6.68|Krajinovic F.|Serbia|2008|75.0|185.0|right|32.0|Durasovic V.|Norway|2013|80.0|185.0|right|27.0|hard|20220101
ATP Cup|1.30|3.51|Bautista-Agut R.|Spain|2002|75.0|183.0|right|36.0|Garin C.|Chile|2010|85|185|right|28|hard|20220101
ATP Cup|1.48|2.65|Schwartzman D.|Argentina|2008|64.0|170.0|right|32.0|Basilashvili N.|Georgia|2007|79.0|185.0|right|32.0|hard|20220101
ATP Cup|1.11|6.73|Delbonis F.|Argentina|2005|90.0|193.0|left|33.0|Metreveli A.|Georgia|2008|76.0|183.0|right|31.0|hard|20220101
ATP Cup|1.16|5.13|Carreno-Busta P.|Spain|2006|78.0|188.0|right|33.0|Tabilo A.|Chile|2013|75.0|188.0|left|27.0|hard|20220101
ATP Cup|1.28|3.34|Madaras D.|Sweden|2015|85.0|191.0|left|26.0|Zhukayev B.|Kazakhstan|2016|||right|23.0|hard|20220101
ATP Cup|1.93|1.78|Krumich M.|CzechRepublic|2018|||right|21.0|Palan D.|CzechRepublic|2018|||right|23.0|hard|20220101
ATP Cup|1.30|3.27|Mansouri S.|Tunisia|2010|86.0|193.0|right|29.0|Balzerani R.|Italy|2013|80.0|185.0|right|25.0|hard|20220101
ATP Cup|1.61|2.18|Tokuda R.|Japan|2013|69.0|178.0|right|26.0|Kumar O.|USA|2016|||left|22.0|hard|20220101
UTR Pro Match Series|1.64|2.43|Kiger M.|USA|2016|||right|25|Bhakar U.|India|2021|||right|25|Varioussurfaces|20220101
UTR Pro Match Series|1.53|2.36|Finkelstein A.|USA|2021|||right|21|Chrysostom J.|USA|2021|||right|23|Varioussurfaces|20220101
UTR Pro Match Series|2.36|1.53|Huang A.|USA|2015|||right|24|Sigouin B.|Canada|2014|81|191|right|25|Varioussurfaces|20220101
UTR Pro Match Series|1.53|2.36|Michelsen A.|USA|2021|||right|19.0|Tien L.|USA|2021|||left|18|Varioussurfaces|20220101
UTR Pro Match Series|1.57|2.25|Osorio G.|Portugal|2013|||right|25|Casper L.|USA|2019|||right|22|Varioussurfaces|20220101
UTR Pro Match Series|1.85|1.85|Strode I.|USA|2014|75.0|183.0|right|26.0|Brymer G.|USA|2013|70.0|185.0|right|29.0|Varioussurfaces|20220101
UTR Pro Match Series|1.85|1.85|Thompson W.|USA|2021|||right|20|Corse J.|USA|2016|||right||Varioussurfaces|20220101
UTR Pro Match Series|1.57|2.25|Krall L.|USA|2021|||right||Sun M.|USA|2019|||right|24|Varioussurfaces|20220101
UTR Pro Match Series|1.57|2.25|Leon E.|USA|2019|||right|23|Pickens A.|USA|2018|||right|25|Varioussurfaces|20220101
UTR Pro Match Series|1.10|5.94|Smith R.|USA|2015|75.0|191.0|left|25.0|Hopper J.|GreatBritain|2020|||right|24|Varioussurfaces|20220101
UTR Pro Match Series|1.44|2.61|Fomba L.|France|2015|||right|25|Zheng M.|USA|2021|||right|20|Varioussurfaces|20220101
