Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Stuttgart|1.32|3.39|Watanuki Y.|Japan|2013|63.0|180.0|right|26.0|Lopez F.|Spain|1997|88.0|188.0|left|42.0|grass|20230612
Stuttgart|1.82|1.99|Gasquet R.|France|2002|79.0|183.0|right|38.0|Eubanks C.|USA|2012|82.0|201.0|right|28.0|grass|20230612
Stuttgart|2.42|1.56|Sonego L.|Italy|2013|76.0|191.0|right|29.0|Berrettini M.|Italy|2012|95.0|196.0|right|28.0|grass|20230612
Stuttgart|1.71|2.14|Musetti L.|Italy|2017|75.0|185.0|right|22.0|Gojo B.|Croatia|2013|90.0|196.0|right|26.0|grass|20230612
Stuttgart|2.32|1.61|Lehecka J.|CzechRepublic|2017|80.0|183.0|right|22.0|Giron M.|USA|2008|77.0|180.0|right|31.0|grass|20230612
Hertogenbosch|1.79|2.02|Hijikata R.|Australia|2016|68.0|178.0|right|23.0|Brouwer G.|Netherlands|2013|72.0|191.0|left|28.0|grass|20230612
Hertogenbosch|2.48|1.54|Raonic M.|Canada|2005|98|196|right|33|Kecmanovic M.|Serbia|2013|75.0|183.0|right|24.0|grass|20230612
Hertogenbosch|1.55|2.46|Humbert U.|France|2014|73.0|188.0|left|26.0|Kubler J.|Australia|2008|74.0|178.0|right|31.0|grass|20230612
Hertogenbosch|2.78|1.44|Huesler M.|Switzerland|2014|88.0|196.0|left|28.0|Cressy M.|USA|2015|88.0|201.0|right|27.0|grass|20230612
Nottingham challenger|2.47|1.51|Shimabukuro S.|Japan|2015|75.0|183.0|right|27.0|Kovacevic A.|USA|2015|76.0|183.0|right|25.0|grass|20230612
Perugia challenger|1.45|2.65|Ramos-Vinolas A.|Spain|2004|76.0|188.0|left|36.0|Gaio F.|Italy|2008|84.0|180.0|right|32.0|clay|20230612
Perugia challenger|1.71|2.07|Gigante M.|Italy|2019|||left|22.0|Giannessi A.|Italy|2006|82.0|185.0|left|34.0|clay|20230612
Perugia challenger|1.62|2.21|Muller A.|France|2012|75.0|183.0|right|27.0|Darderi L.|Italy|2019|||right|22.0|clay|20230612
Perugia challenger|2.19|1.63|Brancaccio R.|Italy|2013|72.0|183.0|right|27.0|Ionel N.|Romania|2017|71.0|183.0|right|21.0|clay|20230612
Perugia challenger|1.82|1.92|Martin Tiffon P.|Spain|2016|73.0|183.0|right|25.0|Giustino L.|Italy|2006|83.0|180.0|right|32.0|clay|20230612
Bratislava 2 challenger|2.45|1.52|Mensik J.|CzechRepublic|2020|||right|18.0|Shevchenko A.|Kazakhstan|2017|70.0|185.0|right|23.0|clay|20230612
Bratislava 2 challenger|2.07|1.71|Barrios Vera M.|Chile|2013|88.0|191.0|right|26.0|Klein L.|Slovakia|2014|85.0|193.0|right|26.0|clay|20230612
Bratislava 2 challenger|1.53|2.40|Piros Z.|Hungary|2015|68.0|180.0|right|24.0|Nagal S.|India|2012|69.0|178.0|right|27.0|clay|20230612
Bratislava 2 challenger|2.25|1.60|Verdasco F.|Spain|2001|90.0|188.0|left|40.0|Ilkel C.|Turkey|2010|82.0|183.0|right|29.0|clay|20230612
Lyon challenger|2.31|1.58|Llamas Ruiz P.|Spain|2017|||right|21.0|Halys Q.|France|2011|78.0|191.0|right|27.0|clay|20230612
Lyon challenger|2.74|1.43|Atmane T.|France|2017|||left|22.0|Skatov T.|Kazakhstan|2016|73.0|173.0|right|23.0|clay|20230612
