Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Houston|1.91|1.87|Tiafoe F.|USA|2013|86.0|188.0|right|26.0|Darderi L.|Italy|2019|||right|22.0|clay|20240406
Houston|2.15|1.69|Shelton B.|USA|2021|||left|21.0|Etcheverry T.|Argentina|2014|82.0|196.0|right|25.0|clay|20240406
Houston|1.44|2.77|Tiafoe F.|USA|2013|86.0|188.0|right|26.0|Thompson J.|Australia|2010|82.0|183.0|right|30.0|clay|20240406
Estoril|5.19|1.16|Martinez P.|Spain|2012|76.0|185.0|right|27.0|Ruud C.|Norway|2013|77.0|183.0|right|25.0|clay|20240406
Estoril|1.47|2.66|Hurkacz H.|Poland|2014|81.0|196.0|right|27.0|Garin C.|Chile|2010|85.0|185.0|right|28.0|clay|20240406
Marrakech|1.40|2.92|Berrettini M.|Italy|2012|95.0|196.0|right|28.0|Navone M.|Argentina|2017|||right|23.0|clay|20240406
Marrakech|1.79|2.02|Carballes Baena R.|Spain|2009|77.0|183.0|right|31.0|Kotov P.|Russia|2015|86.0|191.0|right|25.0|clay|20240406
Mexico City challenger|1.31|3.29|Tirante T.|Argentina|2016|78.0|185.0|right|23.0|Tomic B.|Australia|2008|91.0|196.0|right|31.0|clay|20240406
Mexico City challenger|1.62|2.23|Janvier M.|France|2012|80.0|193.0|right|27.0|Mayo A.|USA|2019|||right|21.0|clay|20240406
Mexico City challenger|1.62|2.22|Galarneau A.|Canada|2015|79.0|180.0|right|25.0|Zhukayev B.|Kazakhstan|2016|||right|23.0|clay|20240406
Mexico City challenger|1.36|2.99|Tirante T.|Argentina|2016|78.0|185.0|right|23.0|Crawford O.|GreatBritain|2016|84.0|180.0|right|25.0|clay|20240406
Florianopolis challenger|2.17|1.65|Couacaud E.|France|2012|78.0|183.0|right|29.0|Mager G.|Italy|2010|77.0|188.0|right|29.0|clay|20240406
Florianopolis challenger|4.53|1.18|Reis Da Silva J.|Brazil|2015|75.0|175.0|right|24.0|Ugo Carabelli C.|Argentina|2015|83.0|185.0|right|25.0|clay|20240406
Barcelona challenger|2.04|1.73|Hardt N.|DominicanRep.|2014|84.0|183.0|right|23.0|Barranco Cosano J.|Spain|2014|72.0|175.0|left|25.0|clay|20240406
Barcelona challenger|1.28|3.52|Zapata Miralles B.|Spain|2012|82.0|183.0|right|27.0|Giustino L.|Italy|2006|83.0|180.0|right|32.0|clay|20240406
Barletta challenger|1.57|2.31|Dzumhur D.|BosniaandHerzeg.|2008|68.0|175.0|right|32.0|Skatov T.|Kazakhstan|2016|73.0|173.0|right|23.0|clay|20240406
Barletta challenger|1.22|4.05|Mayot H.|France|2017|71.0|178.0|right|22.0|Berrettini J.|Italy|2012|85.0|191.0|right|25.0|clay|20240406
