Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Wimbledon|1.16|5.55|Nadal R.|Spain|2001|85.0|185.0|left|38.0|Van De Zandschulp B.|Netherlands|2011|83.0|188.0|right|28.0|grass|20220704
Wimbledon|1.20|4.73|Fritz T.|USA|2013|86.0|193.0|right|26.0|Kubler J.|Australia|2008|74.0|178.0|right|31.0|grass|20220704
Wimbledon|1.31|3.57|Kyrgios N.|Australia|2010|85.0|193.0|right|29.0|Nakashima B.|USA|2016|77.0|185.0|right|23.0|grass|20220704
Wimbledon|5.49|1.16|Garin C.|Chile|2010|85.0|185.0|right|28.0|De Minaur A.|Australia|2015|69.0|183.0|right|25.0|grass|20220704
Braunschweig challenger|1.96|1.79|Laaksonen H.|Switzerland|2006|78.0|185.0|right|32.0|Stricker D.|Switzerland|2018|||left|22.0|clay|20220704
Braunschweig challenger|1.31|3.29|Daniel T.|Japan|2008|80.0|191.0|right|31.0|Bonadio R.|Italy|2009|81.0|180.0|right|31.0|clay|20220704
Salzburg challenger|1.53|2.39|Lehecka J.|CzechRepublic|2017|80.0|183.0|right|22.0|Ofner S.|Austria|2012|81.0|191.0|right|28.0|clay|20220704
Salzburg challenger|1.80|1.94|Gombos N.|Slovakia|2008|85.0|193.0|right|34.0|Nardi L.|Italy|2018|||right|21.0|clay|20220704
Salzburg challenger|1.56|2.33|Monteiro T.|Brazil|2008|78.0|183.0|left|30.0|Rodionov J.|Austria|2015|86.0|191.0|left|25.0|clay|20220704
Salzburg challenger|1.71|2.07|Shevchenko A.|Kazakhstan|2017|70.0|185.0|right|23.0|Guinard M.|France|2013|81.0|196.0|right|28.0|clay|20220704
Salzburg challenger|1.66|2.13|Zeppieri G.|Italy|2016|78.0|185.0|left|22.0|Verdasco F.|Spain|2001|90.0|188.0|left|40.0|clay|20220704
Bogotá 3 challenger|1.03|13.86|Ficovich J.|Argentina|2013|78.0|191.0|right|27.0|Hernandez Ramirez S.|Colombia|2014|68|175|right|25|clay|20220704
Porto challenger|1.80|1.95|Bellier A.|Switzerland|2013|80.0|196.0|left|27.0|Jung J.|ChineseTaipei|2005|69.0|180.0|right|35.0|hard|20220704
Porto challenger|1.94|1.80|Uchida K.|Japan|2008|74.0|180.0|right|29.0|Marchenko I.|Ukraine|2003|82.0|185.0|right|36.0|hard|20220704
Porto challenger|1.07|7.58|Duckworth J.|Australia|2006|82.0|183.0|right|32.0|Araujo P.|Portugal|2019|||right|22.0|hard|20220704
Todi challenger|1.62|2.20|Darderi L.|Italy|2019|||right|22.0|Moroni G.|Italy|2012|81.0|185.0|right|26.0|clay|20220704
Todi challenger|1.86|1.87|Skatov T.|Kazakhstan|2016|73.0|173.0|right|23.0|Horansky F.|Slovakia|2009|77.0|191.0|right|31.0|clay|20220704
Todi challenger|2.10|1.68|Kicker N.|Argentina|2009|75.0|178.0|right|32.0|De Jong J.|Netherlands|2017|70.0|180.0|right|24.0|clay|20220704
Todi challenger|1.09|5.99|Lokoli L.|France|2010|78.0|188.0|right|29.0|Basso A.|Italy|2008|||left|30.0|clay|20220704
Todi challenger|1.49|2.44|Forti F.|Italy|2016|80.0|191.0|right|25.0|Wendelken H.|GreatBritain|2017|||right|22.0|clay|20220704
Todi challenger|3.02|1.34|Pecci A.|Italy|2019|||right|23.0|Kuzuhara B.|USA|2021|||right|20.0|clay|20220704
