Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
hard|Grosu R.|ROU|Right-Handed|4.17|Dumitrescu A.|ROU|Right-Handed|1.17|1.0||67.0|-1.0|2.0|4.0|3.0
hard|Rai A.|NZL|Right-Handed|2.55|Kumar O.|ITA|Left-Handed|1.47|0.0|3.0|117.0|-5.0|3.0|3.0|1.0799999999999998
hard|Ozdemir S.|TUR|Right-Handed|10.23|Simakin I.|RUS|Right-Handed|1.03|1.0||67.0|-1.0|2.0|4.0|9.200000000000001
hard|Callejon Hernando S.|ESP|Right-Handed|1.4|Rating N.|ESP|Right-Handed|2.61|0.0|1.0|-67.0|1.0|-2.0|0.0|-1.21
hard|Draper J.|FRA|Left-Handed|1.44|Machac T.|CZE|Right-Handed|2.77|0.0|-1.0|304.0|7.0|8.0|-1.0|-1.33
hard|De Jager J.|NLD|Right-Handed|1.05|Van den Ham T.|NLD|Right-Handed|7.5|1.0||67.0|-1.0|2.0|0.0|-6.45
hard|Vylegzhanin N.|RUS|Right-Handed|3.18|Edmund K.|FRA|Right-Handed|1.33|1.0||213.0|-6.0|-3.0|-5.0|1.85
Varioussurfaces|Jesudason A.|FRA|Right-Handed|4.0|Gales R.|FRA|Right-Handed|1.22|0.0|-3.0|-67.0|1.0|-2.0|1.0|2.7800000000000002
hard|Jordan P.|FRA|Right-Handed|7.5|Salazar D.|COL|Right-Handed|1.05|0.0|-6.0|-67.0|1.0|-2.0|0.0|6.45
hard|Augenti D.|ITA|Right-Handed|1.05|Horoz A.|TUR|Right-Handed|7.5|1.0||67.0|-1.0|2.0|-9.0|-6.45
hard|Bogo E.|BRA|Right-Handed|1.17|Petrovic D.|ITA|Right-Handed|4.17|0.0|8.0|-239.0|1.0|-2.0|8.0|-3.0
hard|Corbinais S.|FRA|Right-Handed|4.17|Haupt H.|DEU|Right-Handed|1.17|1.0||67.0|-1.0|2.0|-2.0|3.0
Varioussurfaces|Benson M.|ITA|Right-Handed|5.0|Bangoura S.|FRA|Right-Handed|1.14|1.0||145.0|0.0|2.0|-8.0|3.8600000000000003
hard|Spiridon D.|ITA|Right-Handed|2.78|Speziali F.|ITA|Right-Handed|1.34|1.0||67.0|-1.0|2.0|-2.0|1.4399999999999997
hard|Rocci M.|FRA|Right-Handed|2.63|Dhokia R.|FRA|Right-Handed|1.4|1.0||67.0|-1.0|2.0|-1.0|1.23
hard|Svrcina D.|CZE|Right-Handed|1.67|Mejia N.|COL|Right-Handed|2.11|0.0|-3.0|73.0|-9.0|-7.0|-3.0|-0.43999999999999995
hard|Faria J.|PRT|Right-Handed|2.07|Broady L.|ITA|Left-Handed|1.7|0.0|-11.0|-273.0|0.0|0.0|-9.0|0.3699999999999999
Varioussurfaces|Garcia J.|FRA|Right-Handed|1.83|Smith M.|ITA|Right-Handed|1.83|0.0|-1.0|-67.0|1.0|-2.0|0.0|0.0
hard|Rispoli N.|ITA|Right-Handed|1.31|D'Agostino S.|ITA|Right-Handed|3.07|0.0|3.0|-67.0|1.0|-2.0|7.0|-1.7599999999999998
hard|Khotchenkov E.|RUS|Right-Handed|6.83|Safonov A.|RUS|Left-Handed|1.06|1.0||67.0|-1.0|2.0|2.0|5.77
clay|Michalski D.|POL|Right-Handed|2.0|Alvarez Varona N.|ESP|Right-Handed|1.75|1.0||68.0|-3.0|-8.0|1.0|0.25
hard|Added D.|FRA|Right-Handed|1.68|Cukierman D.|ISR|Right-Handed|2.11|0.0|-3.0|-67.0|-5.0|-2.0|-4.0|-0.42999999999999994
clay|Tabur C.|FRA|Right-Handed|2.47|Barranco Cosano J.|ESP|Left-Handed|1.51|1.0||67.0|-2.0|-5.0|-1.0|0.9600000000000002
hard|Gonzalez Fernandez M.|ESP|Right-Handed|1.4|Carrascosa Diaz M.|ESP|Right-Handed|2.61|0.0|5.0|-67.0|1.0|-2.0|-1.0|-1.21
clay|Giustino L.|ITA|Right-Handed|1.74|Crawford O.|FRA|Right-Handed|2.02|1.0||28.0|-1.0|0.0|7.0|-0.28
hard|Casso A.|MEX|Right-Handed|1.05|Drayton T.|FRA|Right-Handed|7.5|1.0||67.0|-1.0|2.0|0.0|-6.45
hard|Wong C.|HKG|Right-Handed|1.38|Gerasimov E.|BLR|Right-Handed|2.88|0.0|-10.0|-181.0|-8.0|-13.0|-11.0|-1.5
clay|Mikrut L.|HRV|Right-Handed|2.17|Jianu F.|ROU|Right-Handed|1.65|0.0|-5.0|-67.0|8.0|3.0|-2.0|0.52
hard|Geerts M.|BEL|Right-Handed|3.03|Kukushkin M.|KAZ|Right-Handed|1.35|0.0|-8.0|-46.0|1.0|-5.0|-7.0|1.6799999999999997
hard|Stuurman R.|NLD|Right-Handed|7.5|Nortey I.|GHA|Right-Handed|1.05|0.0|-1.0|-67.0|1.0|-2.0|0.0|6.45
hard|Capalbo F.|ARG|Right-Handed|2.61|Novo I.|ARG|Right-Handed|1.4|1.0||67.0|-1.0|2.0|2.0|1.21
clay|Brancaccio R.|ITA|Right-Handed|2.07|Martin Tiffon P.|ESP|Right-Handed|1.67|0.0|3.0|-156.0|-1.0|0.0|2.0|0.3999999999999999
hard|Antonescu V.|ROU|Right-Handed|3.58|Ravasio G.|ITA|Right-Handed|1.23|0.0|15.0|-67.0|5.0|-2.0|14.0|2.35
hard|Hernandez C.|ESP|Right-Handed|2.61|Borrelli L.|ITA|Right-Handed|1.4|1.0||67.0|-1.0|2.0|4.0|1.21
hard|Mejia N.|COL|Right-Handed|2.11|Svrcina D.|CZE|Right-Handed|1.67|1.0||-73.0|9.0|7.0|3.0|0.43999999999999995
hard|Panaras A.|FRA|Right-Handed|3.0|Bravo A.|ITA|Right-Handed|1.3|0.0|0.0|-67.0|1.0|-2.0|1.0|1.7
hard|Wiskandt M.|DEU|Right-Handed|1.99|Lock B.|ZWE|Right-Handed|1.74|1.0||67.0|-9.0|-13.0|-9.0|0.25
Varioussurfaces|Gandolfi G.|ITA|Right-Handed|1.25|Guryev E.|UKR|Right-Handed|3.75|0.0|-1.0|-67.0|1.0|-2.0|3.0|-2.5
hard|Lucero J.|ARG|Right-Handed|1.4|Riva M.|ARG|Right-Handed|2.61|0.0|4.0|-67.0|1.0|-2.0|3.0|-1.21
hard|Richards L.|AUS|Right-Handed|8.67|Xu W.|CHN|Right-Handed|1.02|1.0||67.0|-1.0|2.0|-2.0|7.65
hard|Valente R.|ARG|Right-Handed|1.4|Paredes F.|ARG|Right-Handed|2.61|0.0|-4.0|-67.0|1.0|-2.0|-2.0|-1.21
hard|Lalami Laaroussi Y.|MAR|Right-Handed|1.05|Lopez Cherubino N.|ESP|Right-Handed|7.33|0.0|6.0|-285.0|1.0|-2.0|0.0|-6.28
hard|Garcia Mestre J.|ESP|Right-Handed|1.12|Plaza S.|ESP|Right-Handed|4.68|0.0|-5.0|-67.0|1.0|-2.0|-5.0|-3.5599999999999996
hard|Van Den Berg R.|NLD|Right-Handed|7.33|Simonsson F.|SWE|Right-Handed|1.05|1.0||261.0|2.0|-3.0|-1.0|6.28
hard|Lazarov G.|BGR|Right-Handed|1.06|Popovic S.|DEU|Right-Handed|6.83|0.0|-4.0|-67.0|1.0|-2.0|-3.0|-5.77
hard|Koaykul K.|THA|Right-Handed|3.23|Zhang M.|CHN|Right-Handed|1.28|1.0||67.0|-1.0|2.0|10.0|1.95
Varioussurfaces|Bangoura S.|FRA|Right-Handed|1.14|Benson M.|ITA|Right-Handed|5.0|0.0|13.0|-145.0|0.0|-2.0|8.0|-3.8600000000000003
hard|Tiukaev R.|RUS|Right-Handed|1.05|Kamchibekov I.|KGZ|Right-Handed|7.5|0.0|1.0|-67.0|1.0|-2.0|-1.0|-6.45
hard|Mardjonovic A.|SRB|Right-Handed|6.83|Latinovic S.|SRB|Right-Handed|1.06|1.0||67.0|-1.0|2.0|-1.0|5.77
hard|Dumitrescu A.|ROU|Right-Handed|1.17|Grosu R.|ROU|Right-Handed|4.17|0.0|-1.0|-67.0|1.0|-2.0|-4.0|-3.0
hard|Lehmann N.|ARG|Left-Handed|2.61|Arcuschin R.|ARG|Right-Handed|1.4|1.0||67.0|-1.0|2.0|-4.0|1.21
clay|Oradini G.|ITA|Left-Handed|2.74|Poljicak M.|HRV|Right-Handed|1.41|1.0||244.0|-1.0|2.0|6.0|1.3300000000000003
hard|Gasquet R.|FRA|Right-Handed|1.31|Bellier A.|CHE|Left-Handed|3.33|0.0|11.0|602.0|-1.0|-13.0|11.0|-2.02
hard|Karatsu Y.|JPN|Right-Handed|1.56|Calzi R.|LUX|Right-Handed|2.22|1.0||67.0|-1.0|2.0|-8.0|-0.6600000000000001
hard|Liu L.|ITA|Right-Handed|3.74|Covato M.|ITA|Right-Handed|1.21|1.0||67.0|-1.0|2.0|-2.0|2.5300000000000002
hard|Suzuki K.|JPN|Left-Handed|1.21|Yoshikawa Y.|JPN|Right-Handed|3.74|1.0||67.0|-1.0|2.0|3.0|-2.5300000000000002
hard|Takamisawa T.|JPN|Right-Handed|1.57|Kono Y.|JPN|Right-Handed|2.18|0.0|-2.0|-67.0|1.0|-2.0|-3.0|-0.6100000000000001
clay|Pennaforti G.|ITA|Right-Handed|2.62|Den Ouden G.|NLD|Right-Handed|1.44|1.0||67.0|-1.0|2.0|1.0|1.1800000000000002
hard|Colne N.|FRA|Right-Handed|1.82|Jarzaguet E.|FRA|Right-Handed|1.83|0.0|1.0|-67.0|1.0|-2.0|4.0|-0.010000000000000009
hard|Salazar D.|COL|Right-Handed|1.05|Jordan P.|FRA|Right-Handed|7.5|1.0||67.0|-1.0|2.0|0.0|-6.45
hard|Etty E.|NLD|Right-Handed|1.05|Desousa J.|NLD|Right-Handed|7.5|1.0||67.0|-1.0|2.0|2.0|-6.45
hard|Mehrotra A.|AUS|Right-Handed|1.72|Hsu J.|ITA|Right-Handed|1.95|0.0|-3.0|-67.0|0.0|3.0|0.0|-0.22999999999999998
hard|Medvedev D.|RUS|Right-Handed|1.1|Borges N.|PRT|Right-Handed|7.46|0.0|1.0|5590.0|8.0|13.0|1.0|-6.359999999999999
hard|Bataljin L.|AUS|Right-Handed|4.31|Lorusso L.|ITA|Right-Handed|1.16|1.0||67.0|-25.0|-15.0|4.0|3.1499999999999995
clay|Rola B.|SVN|Left-Handed|1.53|Serdarusic N.|HRV|Right-Handed|2.38|0.0|3.0|268.0|0.0|2.0|6.0|-0.8499999999999999
hard|Nakamura R.|JPN|Right-Handed|2.35|Wang S.|HKG|Right-Handed|1.51|0.0|14.0|-67.0|1.0|-2.0|10.0|0.8400000000000001
hard|Paredes F.|ARG|Right-Handed|2.61|Valente R.|ARG|Right-Handed|1.4|1.0||67.0|-1.0|2.0|2.0|1.21
hard|Halmos K.|HUN|Right-Handed|1.05|Boros A.|HUN|Right-Handed|7.5|1.0||67.0|-1.0|2.0|3.0|-6.45
clay|Ritschard A.|CHE|Right-Handed|1.74|Cachin P.|ARG|Right-Handed|2.01|0.0|2.0|-545.0|5.0|8.0|1.0|-0.2699999999999998
hard|Yoshikawa Y.|JPN|Right-Handed|3.74|Suzuki K.|JPN|Left-Handed|1.21|0.0|-5.0|-67.0|1.0|-2.0|-3.0|2.5300000000000002
hard|Fernandez B.|BRA|Right-Handed|2.61|Garcia Longo N.|ARG|Right-Handed|1.4|1.0||67.0|-1.0|2.0|1.0|1.21
hard|Michalik R.|SVK|Right-Handed|7.5|Bartakovics M.|HUN|Right-Handed|1.05|0.0|-6.0|-67.0|1.0|-2.0|-5.0|6.45
hard|Lerby C.|NLD|Right-Handed|1.4|Molokova Ferreira D.|PRT|Right-Handed|2.61|0.0|7.0|-67.0|1.0|-2.0|4.0|-1.21
hard|Tsirikidze V.|RUS|Right-Handed|7.33|Sapaev B.|UZB|Right-Handed|1.05|1.0||67.0|-1.0|2.0|-13.0|6.28
clay|Chazal M.|FRA|Right-Handed|1.3|Pereira T.|PRT|Right-Handed|3.35|0.0|14.0|-67.0|-5.0|-10.0|11.0|-2.05
hard|Hayen A.|MEX|Right-Handed|1.35|Deflandre L.|FRA|Left-Handed|2.85|1.0||67.0|-1.0|2.0|4.0|-1.5
hard|Lopez N.|CHE|Left-Handed|7.5|Pont S.|FRA|Right-Handed|1.05|0.0|5.0|-67.0|1.0|-2.0|-1.0|6.45
hard|Aguilar Cardozo F.|URY|Right-Handed|1.4|Correa Beguerie L.|ARG|Right-Handed|2.61|0.0|-1.0|-67.0|1.0|-2.0|0.0|-1.21
hard|Snitari I.|ITA|Right-Handed|1.99|Purtseladze S.|GEO|Right-Handed|1.75|1.0||67.0|-1.0|2.0|-1.0|0.24
hard|Gray A.|ITA|Right-Handed|3.03|Droguet T.|FRA|Right-Handed|1.35|1.0||-58.0|-5.0|5.0|3.0|1.6799999999999997
hard|Susanto D.|IDN|Right-Handed|3.94|Berger A.|FRA|Right-Handed|1.2|1.0||67.0|-1.0|2.0|7.0|2.74
hard|Renard P.|FRA|Right-Handed|4.31|Freire Da Silva A.|FRA|Right-Handed|1.16|1.0||67.0|-1.0|2.0|-2.0|3.1499999999999995
hard|Nortey I.|GHA|Right-Handed|1.05|Stuurman R.|NLD|Right-Handed|7.5|1.0||67.0|-1.0|2.0|0.0|-6.45
Varioussurfaces|Hidalgo G.|ARG|Right-Handed|1.07|Kovarik D.|CZE|Right-Handed|7.5|0.0|11.0|-67.0|1.0|-2.0|11.0|-6.43
Varioussurfaces|Catini N.|ITA|Right-Handed|1.07|Borsoi J.|ITA|Right-Handed|7.5|0.0|7.0|-67.0|1.0|-2.0|8.0|-6.43
hard|Ravasio G.|ITA|Right-Handed|1.23|Antonescu V.|ROU|Right-Handed|3.58|1.0||67.0|-5.0|2.0|-14.0|-2.35
hard|Borges N.|PRT|Right-Handed|7.46|Medvedev D.|RUS|Right-Handed|1.1|1.0||-5590.0|-8.0|-13.0|-1.0|6.359999999999999
hard|Carrascosa Diaz E.|ESP|Right-Handed|7.33|Mansilla Diez M.|ESP|Right-Handed|1.05|1.0||67.0|-1.0|2.0|-6.0|6.28
hard|Mokrov A.|RUS|Right-Handed|3.23|Aggarwal P.|IND|Right-Handed|1.29|0.0|-8.0|-67.0|1.0|-2.0|-7.0|1.94
clay|Den Ouden G.|NLD|Right-Handed|1.44|Pennaforti G.|ITA|Right-Handed|2.62|0.0|1.0|-67.0|1.0|-2.0|-1.0|-1.1800000000000002
hard|Pinter P.|AUT|Right-Handed|1.06|Nikolic M.|SRB|Right-Handed|6.83|0.0|0.0|-67.0|1.0|-2.0|0.0|-5.77
hard|Dimic M.|SVN|Right-Handed|1.97|Spadola A.|ITA|Left-Handed|1.69|0.0|0.0|-67.0|1.0|-2.0|1.0|0.28
