Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
Varioussurfaces|Danilov S.|RUS|Right-Handed|Zhzhenov K.|RUS|Right-Handed|0.0|4.0|-62.0|-3.0|3.0|4.0|-1.15
hard|McDonald M.|FRA|Right-Handed|Nakashima B.|FRA|Right-Handed|0.0|7.0|-443.0|-4.0|-7.0|6.0|0.99
hard|Giustino L.|ITA|Right-Handed|Martinez Arjona S.|ESP|Right-Handed|0.0|10.0|-165.0|5.0|-5.0|10.0|-7.339999999999999
hard|Cui J.|CHN|Right-Handed|Bertrand R.|FRA|Right-Handed|0.0|5.0|-62.0|-6.0|-2.0|5.0|1.21
hard|Roh H.|KOR|Right-Handed|Trochu P.|FRA|Right-Handed|1.0||62.0|2.0|0.0|-2.0|0.3999999999999999
Varioussurfaces|Kang K.|FRA|Right-Handed|Thompson S.|AUS|Right-Handed|0.0|-7.0|-62.0|-2.0|0.0|-12.0|-5.33
hard|Lazic M.|AUT|Right-Handed|Sorger S.|AUT|Right-Handed|1.0||62.0|2.0|0.0|0.0|8.67
hard|Stolarik S.|SVK|Right-Handed|Madarasz G.|HUN|Left-Handed|1.0||62.0|-2.0|5.0|-9.0|10.59
Varioussurfaces|Milushev A.|UZB|Right-Handed|Lobanov A.|RUS|Right-Handed|1.0||62.0|2.0|0.0|-4.0|2.57
hard|Leote Prata V.|PRT|Right-Handed|Berkieta T.|POL|Right-Handed|0.0|1.0|-62.0|-2.0|0.0|2.0|2.4299999999999997
hard|Rapagnetta D.|ITA|Right-Handed|Benchetrit E.|MAR|Right-Handed|1.0||326.0|-10.0|-8.0|-8.0|1.7499999999999998
Varioussurfaces|Avcibasi T.|TUR|Right-Handed|Alvarez Sarmiento M.|ESP|Right-Handed|0.0|2.0|-62.0|-2.0|0.0|1.0|-0.11999999999999988
Varioussurfaces|Jorgensen S.|DNK|Right-Handed|Cabrera M.|CHL|Right-Handed|0.0|-1.0|-62.0|-2.0|0.0|-1.0|1.57
hard|Tripathi E.|AUS|Right-Handed|Schoeman M.|AUS|Right-Handed|1.0||62.0|2.0|0.0|0.0|1.35
Varioussurfaces|Syrovatskiy O.|KAZ|Right-Handed|Dubrouski M.|BLR|Right-Handed|1.0||62.0|2.0|0.0|-2.0|2.57
clay|Galan D.|COL|Right-Handed|Medjedovic H.|SRB|Right-Handed|0.0|8.0|-45.0|-6.0|6.0|7.0|1.4300000000000002
