Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
clay|Isarow P.|THA|Right-Handed|Kunsuwan N.|THA|Right-Handed|0.0|4.0|-21.0|-10.0|-10.0|4.0|-0.17999999999999994
Varioussurfaces|Schubert H.|CHL|Right-Handed|Aguilar J.|CAN|Right-Handed|1.0||89.0|18.0|17.0|-1.0|2.2800000000000002
clay|Duda F.|CZE|Right-Handed|Pieczkowski O.|POL|Right-Handed|1.0||21.0|0.0|2.0|5.0|-0.97
Varioussurfaces|Paty D.|CZE|Right-Handed|Wiskandt M.|DEU|Right-Handed|0.0|2.0|-21.0|0.0|-2.0|2.0|0.0
grass|Gojo B.|HRV|Right-Handed|Jung J.|ITA|Right-Handed|0.0|-8.0|-227.0|21.0|16.0|-9.0|-0.55
Varioussurfaces|Gregg P.|ITA|Right-Handed|Wells C.|ITA|Right-Handed|0.0|6.0|-21.0|0.0|-2.0|-1.0|-5.45
Varioussurfaces|Volonski N.|AUS|Right-Handed|Bayldon B.|AUS|Left-Handed|0.0|-2.0|-21.0|0.0|-2.0|-3.0|-0.79
clay|Smith R.|ITA|Left-Handed|Brown A.|ITA|Left-Handed|0.0|0.0|-21.0|-16.0|-7.0|0.0|-2.01
hard|Bataljin L.|AUS|Right-Handed|Nouchakis G.|GRC|Right-Handed|0.0|10.0|-21.0|-25.0|-17.0|3.0|-0.5799999999999998
Varioussurfaces|Maciag R.|ITA|Right-Handed|Brown L.|ITA|Right-Handed|1.0||21.0|0.0|2.0|-1.0|-0.8999999999999999
Varioussurfaces|Alvarado Berrospi A.|PER|Right-Handed|Castro C.|CHL|Right-Handed|1.0||21.0|0.0|2.0|-7.0|1.3699999999999999
clay|Pellegrino A.|ITA|Right-Handed|Olivieri G.|ARG|Right-Handed|0.0|2.0|-100.0|8.0|10.0|1.0|-1.26
clay|Dutra da Silva D.|BRA|Left-Handed|Kopriva V.|CZE|Right-Handed|1.0||-6.0|9.0|7.0|9.0|1.3499999999999999
hard|Gomez E.|ECU|Right-Handed|Zhang Z.|CHN|Right-Handed|0.0|6.0|166.0|-6.0|-8.0|5.0|-0.24
Varioussurfaces|Cekirge K.|TUR|Right-Handed|Blanch D.|ITA|Left-Handed|0.0|6.0|-21.0|0.0|-2.0|8.0|-2.33
clay|Song M.|KOR|Right-Handed|Shimabukuro S.|JPN|Right-Handed|1.0||221.0|2.0|0.0|7.0|2.75
Varioussurfaces|Milev Y.|BGR|Right-Handed|Sakellaridis S.|GRC|Right-Handed|1.0||21.0|0.0|2.0|1.0|1.08
clay|Seyboth Wild T.|BRA|Right-Handed|Decamps G.|BRA|Right-Handed|1.0||168.0|-2.0|-8.0|-1.0|-0.98
Varioussurfaces|Guryev E.|UKR|Right-Handed|Valiente Garcia J.|ESP|Right-Handed|0.0|-7.0|-21.0|0.0|-2.0|-6.0|-1.9300000000000002
Varioussurfaces|Garcia Mestre J.|ESP|Right-Handed|Kuklin G.|RUS|Right-Handed|0.0|0.0|-21.0|0.0|-2.0|-2.0|-1.6400000000000001
grass|Cox D.|ITA|Right-Handed|Gaio F.|ITA|Right-Handed|0.0|3.0|-145.0|-12.0|-10.0|1.0|-0.6499999999999999
clay|Mochizuki Y.|JPN|Right-Handed|Congcar C.|THA|Right-Handed|0.0|-3.0|-21.0|-8.0|-2.0|-2.0|-5.949999999999999
hard|Mmoh M.|ITA|Right-Handed|Quiroz R.|ECU|Left-Handed|1.0||159.0|2.0|-5.0|-6.0|-2.04
clay|Sheldon M.|ITA|Right-Handed|McNally J.|ITA|Right-Handed|1.0||21.0|-4.0|2.0|-4.0|8.02
hard|Uchida K.|JPN|Right-Handed|Andreev A.|BGR|Right-Handed|1.0||146.0|8.0|0.0|6.0|0.8099999999999998
clay|Caruso S.|ITA|Right-Handed|Benchetrit E.|MAR|Right-Handed|0.0|6.0|372.0|-8.0|-8.0|6.0|-1.36
clay|Kunsuwan N.|THA|Right-Handed|Isarow P.|THA|Right-Handed|1.0||21.0|10.0|10.0|-4.0|0.17999999999999994
