Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Salzburg challenger|1.75|1.99|Lehecka J.|CzechRepublic|2017|80.0|183.0|right|22.0|Muller A.|France|2012|75.0|183.0|right|27.0|clay|20210708
Salzburg challenger|1.15|5.12|Jarry N.|Chile|2012|90.0|198.0|right|28.0|Heller P.|Germany|2008|76.0|185.0|right|32.0|clay|20210708
Salzburg challenger|1.15|5.09|Londero J.|Argentina|2008|70.0|180.0|right|31.0|Vatutin A.|Russia|2009|69.0|178.0|right|31.0|clay|20210708
Salzburg challenger|1.20|4.24|Cuevas P.|Uruguay|2002|78.0|180.0|right||Petrovic D.|Serbia|2008|86.0|203.0|right|32.0|clay|20210708
Braunschweig challenger|1.65|2.16|Altmaier D.|Germany|2013|88.0|191.0|right|25.0|Ymer E.|Sweden|2012|79.0|183.0|right|28.0|clay|20210708
Braunschweig challenger|2.18|1.64|Kopriva V.|CzechRepublic|2015|69.0|178.0|right|27.0|Bergs Z.|Belgium|2014|83.0|185.0|right|25.0|clay|20210708
Braunschweig challenger|2.25|1.60|Moeller M.|Germany|2016|69.0|178.0|right|25.0|Hassan B.|Lebanon|2013|85.0|183.0|right|29.0|clay|20210708
Braunschweig challenger|1.65|2.17|Laaksonen H.|Switzerland|2006|78.0|185.0|right|32.0|Kovalik J.|Slovakia|2007|82.0|183.0|right|31.0|clay|20210708
Perugia challenger|1.76|2.00|Rune H.|Denmark|2018|68.0|185.0|right|21.0|Klein L.|Slovakia|2014|85.0|193.0|right|26.0|clay|20210708
Perugia challenger|2.74|1.42|Sachko V.|Ukraine|2013|68.0|183.0|right|27.0|Moroni G.|Italy|2012|81.0|185.0|right|26.0|clay|20210708
Perugia challenger|2.11|1.68|Skatov T.|Kazakhstan|2016|73.0|173.0|right|23.0|Olivo R.|Argentina|2007|73.0|180.0|right|32.0|clay|20210708
Perugia challenger|2.25|1.60|Serdarusic N.|Croatia|2011|85.0|191.0|right|27.0|Zhang Z.|China|2012|87.0|193.0|right|27.0|clay|20210708
Perugia challenger|3.29|1.30|Chidekh C.|France|2016|||right|23.0|Ortega-Olmedo R.|Spain|2005|70.0|168.0|right|33.0|clay|20210708
Perugia challenger|1.36|2.93|Hamou M.|France|2011|75.0|185.0|right|29.0|Brugnerotto M.|Italy|2013|70.0|180.0|left|28.0|clay|20210708
Perugia challenger|1.10|5.60|Hemery C.|France|2012|83.0|191.0|right|29.0|Tepmahc N.|France|2017|||right|23.0|clay|20210708
Perugia challenger|3.31|1.29|Rodriguez L.|France|2016|||right|22.0|Martin T.|GreatBritain|2010|78.0|188.0|right|31.0|clay|20210708
Perugia challenger|1.63|2.13|Squire H.|Germany|2015|||right|23.0|Bovy A.|Belgium|2018|||left|23.0|clay|20210708
