Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
clay|Midon L.|ARG|Right-Handed|1.14|Egea F.|ARG|Right-Handed|4.77|0.0|-9.0|92.0|0.0|0.0|-3.5|-3.63
Varioussurfaces|Chiu J.|ITA|Right-Handed|1.66|Koshis C.|CYP|Right-Handed|2.1|1.0||-92.0|0.0|0.0|-1.0|-0.44000000000000017
clay|Lopez Morillo I.|ESP|Right-Handed|1.52|Winter Lopez B.|ESP|Right-Handed|2.37|0.0|0.0|92.0|0.0|0.0|-2.0|-0.8500000000000001
hard|Blanchet U.|FRA|Right-Handed|2.13|Brouwer G.|NLD|Left-Handed|1.67|1.0||14.0|6.0|-6.0|-3.0|0.45999999999999996
hard|Musetti L.|ITA|Right-Handed|1.66|O'Connell C.|AUS|Right-Handed|2.19|0.0|-6.0|1469.0|-3.0|2.0|-8.0|-0.53
Varioussurfaces|Pampanin P.|ITA|Right-Handed|1.91|Schwarc D.|SVK|Right-Handed|1.8|0.0|7.0|92.0|0.0|0.0|-2.5|0.10999999999999988
clay|Moreno De Alboran N.|ITA|Right-Handed|2.46|Munar J.|ESP|Right-Handed|1.51|1.0||-154.0|6.0|2.0|0.0|0.95
hard|Cilic M.|HRV|Right-Handed|2.42|Nishioka Y.|JPN|Left-Handed|1.55|0.0|7.0|-405.0|25.0|28.0|7.0|0.8699999999999999
clay|Cina F.|ITA|Right-Handed|2.45|Silva F.|PRT|Left-Handed|1.49|1.0||244.0|4.0|7.0|-12.0|0.9600000000000002
clay|Van Wyk K.|FRA|Right-Handed|1.26|Haliak M.|BLR|Right-Handed|3.43|0.0|0.0|92.0|3.0|2.0|1.0|-2.17
hard|Bublik A.|KAZ|Right-Handed|1.35|Gomez F.|ARG|Right-Handed|3.16|0.0|3.0|933.0|-1.0|13.0|0.0|-1.81
Varioussurfaces|Virgili Berini F.|ITA|Right-Handed|1.91|Li Y.|CHN|Right-Handed|1.8|0.0|-1.0|92.0|0.0|0.0|-4.5|0.10999999999999988
