Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
Varioussurfaces|Samaha G.|ESP|Right-Handed|Hill S.|ESP|Right-Handed|1.0||129.0|-0.5|0.0|-1.0|2.64
hard|Sekulic P.|AUS|Right-Handed|Dev S.|IND|Right-Handed|1.0||129.0|-0.5|10.0|-8.0|-2.0700000000000003
grass|Kubler J.|AUS|Right-Handed|Murray A.|ESP|Right-Handed|1.0||-188.0|-9.0|-12.0|-6.0|1.5200000000000002
clay|Svrcina D.|CZE|Right-Handed|Klein L.|SVK|Right-Handed|0.0|-3.0|-156.0|-17.0|-15.0|-5.0|0.49
hard|Jorda Sanchis D.|ESP|Right-Handed|Landaluce M.|ESP|Right-Handed|1.0||355.0|8.0|11.0|12.0|0.8300000000000001
hard|Li Z.|CHN|Right-Handed|Mo Y.|CHN|Right-Handed|1.0||-37.0|-1.0|0.0|13.0|1.12
Varioussurfaces|Sriniketh A.|ESP|Right-Handed|Nortey I.|GHA|Right-Handed|0.0|-5.0|-129.0|0.5|0.0|-1.0|0.8600000000000001
Varioussurfaces|Perera M.|ESP|Right-Handed|Ventre A.|BRA|Right-Handed|0.0|-19.0|-129.0|0.5|0.0|-19.0|1.81
Varioussurfaces|Berghaus M.|DEU|Right-Handed|Van Baal A.|NLD|Right-Handed|0.0|0.0|-129.0|0.5|0.0|-1.0|-2.38
Varioussurfaces|Cenoz J.|ARG|Right-Handed|Pate C.|ESP|Right-Handed|0.0|5.0|-129.0|0.5|0.0|4.0|-2.15
Varioussurfaces|Hopper J.|ESP|Right-Handed|Simon C.|ESP|Right-Handed|0.0|-5.0|-129.0|0.5|0.0|1.0|-0.8999999999999999
hard|Barreto Sanchez D.|ESP|Left-Handed|Moroni F.|ITA|Right-Handed|1.0||129.0|-0.5|0.0|-1.0|-1.48
hard|Bocchi L.|ITA|Right-Handed|Moghimi S.|IRN|Right-Handed|0.0|0.0|-129.0|0.5|-5.0|3.0|-1.61
clay|Klein L.|SVK|Right-Handed|Svrcina D.|CZE|Right-Handed|1.0||156.0|17.0|15.0|5.0|-0.49
hard|Moreno De Alboran N.|ESP|Right-Handed|Sandgren T.|ESP|Right-Handed|0.0|-5.0|-154.0|-6.0|-3.0|-6.0|-1.39
hard|Mochizuki Y.|JPN|Right-Handed|Kumasaka T.|JPN|Right-Handed|1.0||129.0|-12.0|-2.0|1.0|-1.1400000000000001
hard|Bittoun Kouzmine C.|FRA|Left-Handed|Dlimi Y.|MAR|Right-Handed|0.0|5.0|-129.0|-4.5|-10.0|4.0|0.9100000000000001
hard|Dodig M.|HRV|Right-Handed|Obradovic D.|SRB|Right-Handed|0.0|-6.0|-129.0|0.5|0.0|-4.0|-2.8999999999999995
hard|Shimizu Y.|JPN|Left-Handed|Kukushkin M.|KAZ|Right-Handed|1.0||-150.0|-10.0|-20.0|-11.0|0.2899999999999998
Varioussurfaces|Bastiaansen P.|NLD|Right-Handed|Pel S.|NLD|Right-Handed|0.0|-3.0|-129.0|0.5|0.0|-5.0|2.9299999999999997
hard|Wallart E.|FRA|Right-Handed|Eriksson Ziverts J.|SWE|Right-Handed|1.0||129.0|2.5|0.0|2.0|0.31999999999999984
grass|Diallo G.|CAN|Right-Handed|Rodionov J.|AUT|Left-Handed|1.0||-192.0|-8.5|-6.0|-3.0|-0.41999999999999993
hard|Braithwaite T.|AUS|Right-Handed|Snitari I.|ESP|Right-Handed|1.0||129.0|-0.5|0.0|2.0|2.79
clay|Comesana F.|ARG|Right-Handed|Machac T.|CZE|Right-Handed|1.0||-49.0|4.5|2.0|0.0|1.0999999999999999
clay|Zverev A.|DEU|Right-Handed|Ruud C.|NOR|Right-Handed|1.0||-3510.0|13.0|15.0|2.0|0.050000000000000044
Varioussurfaces|Stuurman R.|NLD|Right-Handed|Hidalgo G.|ARG|Right-Handed|1.0||129.0|-0.5|0.0|-9.0|2.38
Varioussurfaces|Al-Amin K.|DEU|Right-Handed|Van Zijl T.|NLD|Right-Handed|1.0||129.0|-0.5|0.0|-1.0|-0.030000000000000027
hard|Li H.|CHN|Right-Handed|Huang T.|ESP|Right-Handed|0.0|-5.0|-129.0|0.5|0.0|-3.0|1.6300000000000001
Varioussurfaces|Spiers L.|CAN|Right-Handed|Noroozian A.|CAN|Left-Handed|1.0||129.0|-0.5|0.0|0.0|5.17
hard|Samrej K.|THA|Right-Handed|Jones M.|THA|Right-Handed|1.0||129.0|-0.5|0.0|4.0|-2.51
hard|Ovcharenko O.|UKR|Right-Handed|Prechtel S.|DEU|Right-Handed|1.0||129.0|-0.5|0.0|-6.0|-1.89
hard|Jovanovic P.|MNE|Right-Handed|Paul J.|CHE|Right-Handed|1.0||129.0|-0.5|0.0|-4.0|2.17
hard|Jung J.|ESP|Right-Handed|Erel Y.|TUR|Left-Handed|1.0||234.0|-9.0|-5.0|12.0|-1.78
hard|Isomura K.|JPN|Right-Handed|Jasika O.|AUS|Left-Handed|1.0||199.0|17.5|2.0|-6.0|3.08
hard|Lopez San Martin A.|ESP|Right-Handed|Landaluce M.|ESP|Right-Handed|1.0||154.0|-8.0|-7.0|9.0|-0.44000000000000017
clay|Djokovic N.|SRB|Right-Handed|Alcaraz C.|ESP|Right-Handed|0.0|15.0|-860.0|8.0|2.0|16.0|1.13
