Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
hard|Michalek O.|POL|Right-Handed|Harper C.|CAN|Right-Handed|1.0||74.5|1.0|3.0|5.0|0.99
hard|Perez B.|VEN|Left-Handed|Hohmann R.|POL|Right-Handed|1.0||74.5|13.0|13.0|1.0|2.25
hard|Hohmann R.|POL|Right-Handed|Perez B.|VEN|Left-Handed|0.0|-1.0|-74.5|-13.0|-13.0|-1.0|-2.25
clay|Hampel L.|AUT|Right-Handed|Rodionov J.|AUT|Left-Handed|1.0||95.5|-8.0|-3.0|2.0|3.5
clay|Kopp S.|AUT|Right-Handed|Thiem D.|AUT|Right-Handed|1.0||-6813.5|1.0|3.0|-7.0|17.41
clay|Choinski J.|POL|Right-Handed|Gelhardt L.|DEU|Right-Handed|1.0||-57.0|-2.0|5.0|-1.0|-2.52
hard|Barrett H.|POL|Left-Handed|Baker B.|POL|Right-Handed|1.0||74.5|-13.0|-2.0|6.0|12.93
hard|Baker B.|POL|Right-Handed|Barrett H.|POL|Left-Handed|0.0|-1.0|-74.5|13.0|2.0|-6.0|-12.93
clay|Rodionov J.|AUT|Left-Handed|Hampel L.|AUT|Right-Handed|0.0|-2.0|-95.5|8.0|3.0|-2.0|-3.5
clay|Wozniak M.|POL|Right-Handed|Mlazga A.|POL|Right-Handed|0.0|-9.0|-74.5|-1.0|-3.0|-9.0|-2.66
hard|Zverev M.|DEU|Left-Handed|Harper C.|CAN|Right-Handed|0.0|16.0|-49.5|8.0|3.0|14.0|-0.76
hard|Bernard J.|POL|Right-Handed|Michalek O.|POL|Right-Handed|0.0|-6.0|-74.5|-1.0|-3.0|-1.0|1.0899999999999999
hard|Michalek O.|POL|Right-Handed|Zverev M.|DEU|Left-Handed|1.0||49.5|-8.0|-3.0|-9.0|1.76
clay|Kolar Z.|CZE|Right-Handed|Vrbensky M.|CZE|Right-Handed|1.0||108.0|11.0|5.0|3.0|0.5
clay|Gelhardt L.|DEU|Right-Handed|Choinski J.|POL|Right-Handed|0.0|1.0|57.0|2.0|-5.0|1.0|2.52
clay|Mlazga A.|POL|Right-Handed|Wozniak M.|POL|Right-Handed|1.0||74.5|1.0|3.0|9.0|2.66
clay|Karlovskiy E.|RUS|Right-Handed|Komarov K.|RUS|Right-Handed|0.0|0.0|22.5|1.0|3.0|-2.0|-1.37
clay|Mlazga A.|POL|Right-Handed|Moczek T.|POL|Right-Handed|1.0||74.5|1.0|3.0|2.0|-0.20999999999999996
hard|Zverev M.|DEU|Left-Handed|Michalek O.|POL|Right-Handed|0.0|11.0|-49.5|8.0|3.0|9.0|-1.76
hard|Hohmann R.|POL|Right-Handed|Barrett H.|POL|Left-Handed|0.0|0.0|-74.5|4.0|-5.0|-5.0|-14.39
hard|Harper C.|CAN|Right-Handed|Zverev M.|DEU|Left-Handed|1.0||49.5|-8.0|-3.0|-14.0|0.76
clay|Wojcik Y.|POL|Left-Handed|Skonieczny M.|POL|Right-Handed|0.0|2.0|-74.5|-6.0|-3.0|2.0|-3.6599999999999997
clay|Danilov S.|RUS|Right-Handed|Igoshin A.|RUS|Right-Handed|0.0|-7.0|-74.5|-17.0|-3.0|-8.0|-0.8400000000000001
clay|Nedelko I.|RUS|Right-Handed|Noskin E.|RUS|Left-Handed|0.0|11.0|-168.5|0.0|-3.0|14.0|-1.37
hard|Zverev M.|DEU|Left-Handed|Bernard J.|POL|Right-Handed|0.0|17.0|-49.5|8.0|3.0|9.0|-3.16
clay|Moczek T.|POL|Right-Handed|Mlazga A.|POL|Right-Handed|0.0|-11.0|-74.5|-1.0|-3.0|-2.0|0.20999999999999996
clay|Bublik A.|KAZ|Right-Handed|Tiurnev E.|RUS|Right-Handed|1.0||843.0|-2.0|13.0|0.0|0.8400000000000001
hard|Bernard J.|POL|Right-Handed|Zverev M.|DEU|Left-Handed|1.0||49.5|-8.0|-3.0|-9.0|3.16
clay|Dzhanashia S.|RUS|Left-Handed|Gakhov I.|RUS|Left-Handed|1.0||78.5|2.0|-13.0|5.0|1.37
clay|Thiem D.|AUT|Right-Handed|Kopp S.|AUT|Right-Handed|0.0|5.0|6813.5|-1.0|-3.0|7.0|-17.41
hard|Baker B.|POL|Right-Handed|Perez B.|VEN|Left-Handed|0.0|-2.0|-74.5|-4.0|-6.0|-2.0|-3.41
clay|Galka J.|POL|Right-Handed|Wojcik Y.|POL|Left-Handed|1.0||74.5|6.0|3.0|-3.0|0.21999999999999997
hard|Perez B.|VEN|Left-Handed|Baker B.|POL|Right-Handed|1.0||74.5|4.0|6.0|2.0|3.41
hard|McDonald M.|POL|Right-Handed|Blanch U.|POL|Right-Handed|0.0|5.0|-50.0|-5.0|-10.0|3.0|-0.43999999999999995
hard|Cid Subervi R.|POL|Right-Handed|Popko D.|KAZ|Right-Handed|1.0||-129.5|-5.0|2.0|3.0|0.7499999999999998
clay|Wojcik Y.|POL|Left-Handed|Galka J.|POL|Right-Handed|0.0|3.0|-74.5|-6.0|-3.0|3.0|-0.21999999999999997
clay|Schmitz C.|DEU|Right-Handed|Broska F.|DEU|Right-Handed|1.0||74.5|9.0|6.0|2.0|-0.75
clay|Moczek T.|POL|Right-Handed|Skonieczny M.|POL|Right-Handed|0.0|-4.0|-74.5|-1.0|-3.0|6.0|2.0599999999999996
hard|Cid Subervi R.|POL|Right-Handed|Fratangelo B.|POL|Right-Handed|1.0||-242.5|3.0|10.0|-1.0|1.99
hard|Hohmann R.|POL|Right-Handed|Baker B.|POL|Right-Handed|1.0||74.5|-9.0|-7.0|1.0|0.5500000000000003
hard|Fratangelo B.|POL|Right-Handed|Cid Subervi R.|POL|Right-Handed|0.0|1.0|242.5|-3.0|-10.0|1.0|-1.99
hard|Harper C.|CAN|Right-Handed|Bernard J.|POL|Right-Handed|0.0|1.0|-74.5|-1.0|-3.0|-5.0|-2.8499999999999996
hard|Popko D.|KAZ|Right-Handed|Cid Subervi R.|POL|Right-Handed|0.0|-1.0|129.5|5.0|-2.0|-3.0|-0.7499999999999998
hard|Blanch U.|POL|Right-Handed|McDonald M.|POL|Right-Handed|1.0||50.0|5.0|10.0|-3.0|0.43999999999999995
clay|Gakhov I.|RUS|Left-Handed|Dzhanashia S.|RUS|Left-Handed|0.0|-2.0|-78.5|-2.0|13.0|-5.0|-1.37
clay|Vrbensky M.|CZE|Right-Handed|Kolar Z.|CZE|Right-Handed|0.0|-3.0|-108.0|-11.0|-5.0|-3.0|-0.5
clay|Safiullin R.|RUS|Right-Handed|Vasilenko A.|RUS|Right-Handed|0.0|-2.0|-152.5|-5.0|-3.0|-2.0|-2.38
clay|Skonieczny M.|POL|Right-Handed|Wojcik Y.|POL|Left-Handed|1.0||74.5|6.0|3.0|-2.0|3.6599999999999997
clay|Galka J.|POL|Right-Handed|Wozniak M.|POL|Right-Handed|0.0|1.0|-74.5|-1.0|-3.0|0.0|-1.2100000000000002
clay|Tiurnev E.|RUS|Right-Handed|Bublik A.|KAZ|Right-Handed|0.0|-1.0|-843.0|2.0|-13.0|0.0|-0.8400000000000001
hard|Baker B.|POL|Right-Handed|Hohmann R.|POL|Right-Handed|0.0|-1.0|-74.5|9.0|7.0|-1.0|-0.5500000000000003
clay|Skonieczny M.|POL|Right-Handed|Moczek T.|POL|Right-Handed|1.0||74.5|1.0|3.0|-6.0|-2.0599999999999996
hard|Barrett H.|POL|Left-Handed|Perez B.|VEN|Left-Handed|1.0||74.5|-17.0|-8.0|4.0|8.670000000000002
clay|Andrejic M.|AUT|Right-Handed|Melzer J.|AUT|Left-Handed|1.0||143.5|5.0|6.0|-15.0|8.04
clay|Igoshin A.|RUS|Right-Handed|Danilov S.|RUS|Right-Handed|1.0||74.5|17.0|3.0|8.0|0.8400000000000001
