Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
clay|Den Ouden G.|NLD|Right-Handed|1.45|Donski A.|BGR|Right-Handed|2.61|0.0|-6.0|339.0|-2.0|-3.0|-4.0|-1.16
Varioussurfaces|Ruud C.|NOR|Right-Handed|1.06|Rocha H.|PRT|Right-Handed|8.95|1.0||4932.0|-1.0|-2.0|5.0|-7.889999999999999
Varioussurfaces|Varillas J.|PER|Right-Handed|3.84|Huesler M.|CHE|Left-Handed|1.24|1.0||-70.0|-10.0|-11.0|0.0|2.5999999999999996
clay|Jasika O.|AUS|Left-Handed|1.07|Marinkov P.|AUS|Right-Handed|7.1|0.0|10.0|-99.0|-18.0|0.0|9.0|-6.029999999999999
hard|Nardi L.|ITA|Right-Handed|1.52|Polmans M.|AUS|Right-Handed|2.45|0.0|-7.0|-45.0|0.0|-3.0|-6.0|-0.9300000000000002
clay|Egea F.|ARG|Right-Handed|2.78|Justo G.|ARG|Right-Handed|1.37|1.0||-70.0|0.0|-2.0|-3.0|1.4099999999999997
clay|Cina F.|ITA|Right-Handed|1.57|Ortenzi G.|ITA|Right-Handed|2.23|0.0|-5.0|70.0|0.0|2.0|-7.0|-0.6599999999999999
clay|Paz J.|ARG|Right-Handed|1.56|Prechtel S.|DEU|Right-Handed|2.25|1.0||-70.0|0.0|-2.0|1.0|-0.69
hard|Sell K.|BRA|Right-Handed|1.44|Bigun K.|ITA|Left-Handed|2.67|0.0|12.0|70.0|2.0|0.0|12.0|-1.23
clay|Marrero Curbelo I.|ESP|Right-Handed|1.67|Manzanera Pertusa A.|ESP|Right-Handed|2.04|1.0||-70.0|0.0|-2.0|4.0|-0.3700000000000001
hard|Albot R.|ITA|Right-Handed|3.14|O'Connell C.|AUS|Right-Handed|1.33|1.0||134.0|-9.0|-8.0|4.0|1.81
Varioussurfaces|Bautista-Agut R.|ESP|Right-Handed|2.22|Fils A.|FRA|Right-Handed|1.53|0.0|18.0|-455.0|-3.0|0.0|16.0|0.6900000000000002
clay|Ciavarella N.|ITA|Right-Handed|1.62|Andreescu S.|ROU|Right-Handed|2.13|0.0|-3.0|70.0|0.0|2.0|-2.0|-0.5099999999999998
clay|Van Der Meerschen M.|BEL|Right-Handed|2.08|Javia D.|IND|Right-Handed|1.66|1.0||-70.0|0.0|-2.0|2.0|0.42000000000000015
clay|Chirita I.|ROU|Right-Handed|1.5|Marino P.|ITA|Right-Handed|2.34|0.0|-1.0|70.0|0.0|2.0|-2.0|-0.8399999999999999
clay|Tomescu D.|ROU|Right-Handed|1.07|Crisostomo G.|ITA|Right-Handed|6.39|0.0|7.0|70.0|0.0|2.0|4.0|-5.319999999999999
clay|Fiorentini A.|ITA|Right-Handed|4.8|Popovic S.|SRB|Right-Handed|1.14|0.0|1.0|70.0|0.0|2.0|2.0|3.66
Varioussurfaces|Gojo B.|HRV|Right-Handed|1.29|Gaubas V.|LTU|Right-Handed|3.47|0.0|6.0|289.0|12.0|13.0|7.0|-2.18
clay|Tremblay D.|FRA|Right-Handed|7.14|Klok D.|RUS|Right-Handed|1.06|1.0||-70.0|-4.0|3.0|-3.0|6.08
clay|Den Ouden G.|NLD|Right-Handed|1.53|Olivieri G.|ARG|Right-Handed|2.19|0.0|-6.0|84.0|5.0|10.0|-4.0|-0.6599999999999999
clay|Vankan M.|DEU|Right-Handed|2.06|Obradovic D.|SRB|Right-Handed|1.67|0.0|0.0|70.0|0.0|2.0|0.0|0.3900000000000001
Varioussurfaces|Huesler M.|CHE|Left-Handed|1.24|Varillas J.|PER|Right-Handed|3.84|0.0|-2.0|70.0|10.0|11.0|0.0|-2.5999999999999996
Varioussurfaces|Kasnikowski M.|POL|Right-Handed|1.66|Hong S.|KOR|Right-Handed|2.16|1.0||194.0|13.0|8.0|-6.0|-0.5000000000000002
clay|Petrovic D.|ITA|Right-Handed|3.88|Chepelev A.|RUS|Left-Handed|1.21|1.0||129.0|0.0|-2.0|-5.0|2.67
clay|Chidekh C.|FRA|Right-Handed|1.1|Massard L.|FRA|Right-Handed|5.77|0.0|6.0|-170.0|0.0|2.0|4.0|-4.67
clay|Olivieri G.|ARG|Right-Handed|2.6|Royer V.|FRA|Right-Handed|1.46|0.0|4.0|-14.0|-10.0|-13.0|3.0|1.1400000000000001
clay|Tomescu D.|ROU|Right-Handed|1.24|Ribeiro Lago E.|ITA|Right-Handed|3.55|0.0|-2.0|70.0|0.0|2.0|-1.0|-2.3099999999999996
clay|Sharipov M.|RUS|Right-Handed|1.5|Glinka D.|EST|Left-Handed|2.39|1.0||-70.0|0.0|-2.0|-3.0|-0.8900000000000001
indoors|Pouille L.|FRA|Right-Handed|1.48|Lestienne C.|FRA|Right-Handed|2.56|1.0||-534.0|7.0|5.0|-2.0|-1.08
Varioussurfaces|Safwat M.|EGY|Right-Handed|2.52|Valkusz M.|HUN|Right-Handed|1.49|0.0|8.0|316.0|8.0|-3.0|7.0|1.03
clay|Dalmasso G.|FRA|Right-Handed|1.66|Pel S.|NLD|Right-Handed|2.09|0.0|-3.0|70.0|0.0|2.0|-2.0|-0.42999999999999994
Varioussurfaces|Aguilar Cardozo J.|URY|Right-Handed|7.94|Dellien H.|BOL|Right-Handed|1.07|1.0||-91.0|3.0|3.0|-8.0|6.87
Varioussurfaces|Fils A.|FRA|Right-Handed|1.53|Bautista-Agut R.|ESP|Right-Handed|2.22|1.0||455.0|3.0|0.0|-16.0|-0.6900000000000002
clay|Watt J.|NZL|Right-Handed|1.61|Aguiard E.|AUS|Right-Handed|2.16|1.0||-70.0|0.0|-2.0|2.0|-0.55
Varioussurfaces|Lajal M.|EST|Right-Handed|1.09|Fomin S.|UZB|Right-Handed|7.01|0.0|-6.0|70.0|-2.0|2.0|-2.0|-5.92
clay|Boscardin Dias P.|BRA|Right-Handed|1.17|Rodrigues P.|BRA|Right-Handed|4.4|1.0||-70.0|-5.0|-5.0|3.0|-3.2300000000000004
clay|Crisostomo G.|ITA|Right-Handed|6.39|Tomescu D.|ROU|Right-Handed|1.07|1.0||-70.0|0.0|-2.0|-4.0|5.319999999999999
clay|Pereira T.|PRT|Right-Handed|1.84|Woldeab S.|ITA|Right-Handed|1.84|0.0|-4.0|70.0|0.0|2.0|-3.0|0.0
clay|Marino P.|ITA|Right-Handed|3.42|Snitari I.|ITA|Right-Handed|1.26|0.0|1.0|70.0|0.0|2.0|1.0|2.16
hard|Boyer T.|ITA|Right-Handed|1.49|Martin A.|ITA|Right-Handed|2.51|0.0|5.0|307.0|1.0|2.0|0.0|-1.0199999999999998
clay|Lipp M.|DEU|Right-Handed|3.52|Gulin S.|RUS|Right-Handed|1.25|1.0||-70.0|0.0|-2.0|-1.0|2.27
clay|Guerrieri A.|ITA|Left-Handed|1.16|Cazacu D.|ROU|Left-Handed|4.39|1.0||-70.0|0.0|-2.0|5.0|-3.2299999999999995
clay|Klok D.|RUS|Right-Handed|1.06|Tremblay D.|FRA|Right-Handed|7.14|0.0|7.0|70.0|4.0|-3.0|3.0|-6.08
clay|Aguiard E.|AUS|Right-Handed|2.16|Watt J.|NZL|Right-Handed|1.61|0.0|1.0|70.0|0.0|2.0|-2.0|0.55
