Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
indoors|Jubb P.|FRA|Right-Handed|Stewart H.|FRA|Right-Handed|1.0||-295.5|-9.5|-5.0|-1.0|-2.5
clay|Azkara A.|TUR|Right-Handed|Tien L.|FRA|Left-Handed|1.0||332.0|1.5|0.0|3.0|3.7800000000000002
clay|Clarke J.|FRA|Right-Handed|Safwat M.|EGY|Right-Handed|1.0||-46.0|-1.0|8.0|-7.0|0.010000000000000009
indoors|Gojo B.|HRV|Right-Handed|Tsitsipas S.|GRC|Right-Handed|1.0||-4530.0|1.0|3.0|0.0|1.5500000000000003
Varioussurfaces|Epee M.|FRA|Right-Handed|Ambarzumjan E.|DEU|Right-Handed|0.0|-8.0|211.5|-1.5|0.0|-5.0|-0.6699999999999999
Varioussurfaces|Olivier de Sardan J.|FRA|Right-Handed|Moret J.|FRA|Right-Handed|1.0||-211.5|1.5|0.0|1.0|1.5699999999999998
indoors|Dodig M.|HRV|Right-Handed|Vatutin A.|RUS|Right-Handed|1.0||164.0|11.0|7.0|-12.0|0.54
clay|Crawford O.|FRA|Right-Handed|Meligeni Rodrigues Alves F.|BRA|Right-Handed|0.0|-2.0|211.5|6.0|-5.0|-1.0|1.28
Varioussurfaces|Tens D.|LVA|Right-Handed|Rafiq A.|MAR|Right-Handed|1.0||-211.5|1.5|0.0|-1.0|-0.5900000000000001
indoors|Gautier A.|FRA|Right-Handed|Handel T.|DEU|Right-Handed|1.0||-211.5|-3.5|13.0|0.0|-0.98
indoors|Klein L.|SVK|Right-Handed|Dalla Valle E.|ITA|Right-Handed|0.0|-1.0|65.0|-5.0|0.0|0.0|-1.82
indoors|Mayo K.|FRA|Right-Handed|Mayo A.|FRA|Right-Handed|1.0||-211.5|14.5|13.0|3.0|5.25
clay|Hudd E.|FRA|Right-Handed|Maloney P.|FRA|Right-Handed|1.0||-211.5|1.5|0.0|0.0|0.5800000000000001
clay|Rawat S.|IND|Right-Handed|Chappell N.|FRA|Left-Handed|1.0||239.0|-12.0|-3.0|0.0|1.3800000000000001
Varioussurfaces|Garcia J.|VEN|Right-Handed|Garcia R.|BOL|Right-Handed|0.0|10.0|211.5|-1.5|0.0|14.0|0.6500000000000001
clay|Donald M.|CZE|Right-Handed|Prihodko O.|UKR|Right-Handed|0.0|-6.0|211.5|1.5|5.0|-7.0|1.1199999999999999
clay|Escobedo E.|MEX|Right-Handed|Diaz Acosta F.|ARG|Left-Handed|1.0||-317.0|9.0|2.0|5.0|5.25
clay|Barrios Vera M.|CHL|Right-Handed|Hardt N.|FRA|Right-Handed|0.0|1.0|211.5|4.0|8.0|3.0|-5.25
indoors|Chopra K.|FRA|Right-Handed|Holmgren A.|DNK|Right-Handed|1.0||324.0|-20.5|-7.0|-4.0|3.1100000000000003
clay|Razeghi A.|FRA|Right-Handed|Vale D.|PRT|Right-Handed|1.0||-211.5|6.0|2.0|-7.0|0.42000000000000015
hard|Wong C.|HKG|Right-Handed|Schoolkate T.|AUS|Right-Handed|0.0|1.0|533.5|0.5|2.0|-3.0|1.0699999999999998
clay|Jovic V.|SRB|Right-Handed|Nesterov P.|BGR|Right-Handed|1.0||-211.5|1.5|0.0|1.0|0.3800000000000001
indoors|Marrero Curbelo I.|ESP|Right-Handed|Gomez F.|ARG|Right-Handed|0.0|-1.0|211.5|-1.5|0.0|-2.0|0.8300000000000001
Varioussurfaces|Atwood A.|FRA|Right-Handed|Posey M.|FRA|Right-Handed|0.0|-5.0|211.5|-1.5|0.0|-3.0|-3.95
indoors|Dalla Valle E.|ITA|Right-Handed|Klein L.|SVK|Right-Handed|1.0||-65.0|5.0|0.0|0.0|1.82
Varioussurfaces|Auffray J.|FRA|Right-Handed|Makhlouf M.|DZA|Right-Handed|1.0||-211.5|1.5|0.0|-5.0|3.84
clay|Kamath M.|IND|Right-Handed|Ramanathan R.|IND|Right-Handed|1.0||242.0|0.0|-3.0|-7.0|7.1499999999999995
clay|Dimic M.|SVN|Right-Handed|Artnak B.|SVN|Right-Handed|1.0||-211.5|1.5|0.0|2.0|3.04
hard|Schoolkate T.|AUS|Right-Handed|Wong C.|HKG|Right-Handed|1.0||-533.5|-0.5|-2.0|3.0|-1.0699999999999998
indoors|Matusevich A.|FRA|Right-Handed|Edmund K.|FRA|Right-Handed|0.0|-7.0|466.5|-4.5|-3.0|-6.0|0.6799999999999999
clay|Decamps G.|BRA|Right-Handed|Pontjodikromo S.|NLD|Right-Handed|1.0||-211.5|1.5|8.0|2.0|-1.8099999999999998
Varioussurfaces|Mayew I.|FRA|Right-Handed|Goldammer T.|FRA|Right-Handed|0.0|0.0|211.5|-1.5|0.0|-7.0|-2.0199999999999996
indoors|Edmund K.|FRA|Right-Handed|Matusevich A.|FRA|Right-Handed|1.0||-466.5|4.5|3.0|6.0|-0.6799999999999999
Varioussurfaces|Songbandith S.|LAO|Right-Handed|Abdullah M.|BRN|Right-Handed|1.0||-211.5|1.5|0.0|-16.0|5.93
indoors|Medvedev D.|RUS|Right-Handed|Khachanov K.|RUS|Right-Handed|0.0|0.0|3415.0|-4.0|0.0|0.0|-3.0300000000000002
clay|Purtseladze S.|GEO|Right-Handed|Simakin I.|RUS|Right-Handed|0.0|3.0|211.5|-1.5|0.0|3.0|1.58
Varioussurfaces|Alansi G.|YEM|Right-Handed|Zayid M.|QAT|Right-Handed|1.0||-211.5|1.5|0.0|-3.0|5.93
Varioussurfaces|Wangchuk T.|BTN|Right-Handed|Abdulnabi E.|BHR|Right-Handed|1.0||-211.5|1.5|0.0|5.0|5.93
indoors|Tsitsipas S.|GRC|Right-Handed|Gojo B.|HRV|Right-Handed|0.0|0.0|4530.0|-1.0|-3.0|0.0|-1.5500000000000003
clay|Pampanin P.|ITA|Right-Handed|Gulin S.|RUS|Right-Handed|1.0||-211.5|1.5|0.0|0.0|4.17
indoors|Vatutin A.|RUS|Right-Handed|Dodig M.|HRV|Right-Handed|0.0|14.0|-164.0|-11.0|-7.0|12.0|-0.54
indoors|Bonzi B.|FRA|Right-Handed|Fery A.|FRA|Right-Handed|0.0|6.0|485.0|-4.0|0.0|6.0|-0.41999999999999993
clay|Jin J.|AUS|Right-Handed|Donnet E.|FRA|Right-Handed|0.0|-2.0|211.5|-1.5|0.0|-3.0|1.3599999999999999
clay|Gobat A.|FRA|Right-Handed|Pieczkowski O.|POL|Right-Handed|1.0||-211.5|1.5|0.0|3.0|-0.32999999999999985
Varioussurfaces|Perez Martin I.|ESP|Right-Handed|Cagnina J.|BEL|Right-Handed|1.0||-211.5|8.0|2.0|-11.0|3.7800000000000002
Varioussurfaces|Garcia R.|BOL|Right-Handed|Garcia J.|VEN|Right-Handed|1.0||-211.5|1.5|0.0|-14.0|-0.6500000000000001
clay|Khazime D.|RUS|Right-Handed|Bassem Sobhy M.|EGY|Right-Handed|0.0|-5.0|211.5|-1.5|0.0|-1.0|-0.6699999999999999
hard|Hong S.|KOR|Right-Handed|Hijikata R.|AUS|Right-Handed|1.0||-492.0|-3.0|-3.0|4.0|2.05
clay|Bittoun Kouzmine C.|FRA|Left-Handed|Vandermeersch C.|FRA|Right-Handed|0.0|3.0|211.5|-7.0|-10.0|0.0|-1.4
indoors|Stewart H.|FRA|Right-Handed|Jubb P.|FRA|Right-Handed|0.0|-1.0|295.5|9.5|5.0|1.0|2.5
indoors|Blockx A.|BEL|Right-Handed|Samuel T.|FRA|Right-Handed|0.0|-1.0|211.5|-1.5|0.0|-3.0|0.44000000000000017
Varioussurfaces|Badrakh M.|MNG|Right-Handed|Abrar Z.|BGD|Right-Handed|0.0|13.0|211.5|-1.5|0.0|10.0|0.0
indoors|Humbert U.|FRA|Left-Handed|Stricker D.|CHE|Left-Handed|0.0|4.0|628.0|-7.0|3.0|4.0|-0.8500000000000001
indoors|Hurkacz H.|POL|Right-Handed|Griekspoor T.|NLD|Right-Handed|0.0|-2.0|756.0|-4.0|8.0|-1.0|-1.3099999999999998
Varioussurfaces|Moret J.|FRA|Right-Handed|Olivier de Sardan J.|FRA|Right-Handed|0.0|5.0|211.5|-1.5|0.0|-1.0|-1.5699999999999998
