Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
hard|Cazaux A.|FRA|Right-Handed|1.2|Simakin I.|RUS|Right-Handed|4.27|0.0|1.0|-255.5|-1.0|-3.0|1.0|-3.0699999999999994
indoors|Bonzi B.|FRA|Right-Handed|1.3|Coulibaly E.|CIV|Left-Handed|3.39|0.0|6.0|26.5|-3.0|-3.0|6.0|-2.09
clay|Vasa E.|FIN|Right-Handed|1.42|Oetzbach A.|DEU|Right-Handed|2.66|0.0|1.0|-159.5|-1.0|3.0|1.0|-1.2400000000000002
hard|Opelka R.|ARG|Right-Handed|1.36|Shelton B.|ITA|Left-Handed|3.13|1.0||945.0|24.0|26.0|5.0|-1.7699999999999998
indoors|Gigante M.|ITA|Left-Handed|1.7|Grenier H.|FRA|Right-Handed|2.07|0.0|-6.0|-101.0|-7.0|-11.0|-6.0|-0.3699999999999999
hard|Machac T.|CZE|Right-Handed|2.47|Popyrin A.|AUS|Right-Handed|1.53|0.0|-3.0|-82.0|-5.0|-13.0|-2.0|0.9400000000000002
indoors|Coulibaly E.|CIV|Left-Handed|3.39|Bonzi B.|FRA|Right-Handed|1.3|1.0||-26.5|3.0|3.0|-6.0|2.09
clay|Montes-De La Torre I.|ESP|Right-Handed|2.05|Giustino L.|ITA|Right-Handed|1.69|1.0||317.5|-4.0|8.0|-11.0|0.3599999999999999
clay|Vankan M.|DEU|Right-Handed|5.17|Poljicak M.|HRV|Right-Handed|1.12|1.0||522.5|1.0|3.0|3.0|4.05
clay|Alvarez Varona N.|ESP|Right-Handed|1.36|Damas M.|ESP|Right-Handed|2.91|0.0|0.0|-346.5|1.0|0.0|-1.0|-1.55
clay|Basel V.|ARG|Right-Handed|3.21|Gimenez I.|BRA|Right-Handed|1.3|1.0||159.5|1.0|3.0|-4.0|1.91
clay|Martin Manzano J.|ITA|Left-Handed|2.07|Slump S.|NLD|Right-Handed|1.67|0.0|-7.0|-159.5|1.0|-3.0|-6.0|0.3999999999999999
clay|Prechtel S.|DEU|Right-Handed|2.48|Compagnucci T.|ITA|Right-Handed|1.48|1.0||159.5|0.0|0.0|4.0|1.0
clay|Pucinelli De Almeida M.|BRA|Right-Handed|1.95|Collarini A.|ARG|Left-Handed|1.77|1.0||237.5|-1.0|3.0|-9.0|0.17999999999999994
hard|McDonald M.|ITA|Right-Handed|1.57|Krueger M.|ARG|Right-Handed|2.31|0.0|0.0|199.0|-9.0|-10.0|-1.0|-0.74
clay|Buse I.|PER|Right-Handed|1.09|Fernandez Flores D.|CHL|Right-Handed|6.19|0.0|-2.0|-159.5|-1.0|-3.0|-3.0|-5.1000000000000005
clay|Barki J.|IDN|Right-Handed|1.58|Ganesan A.|ITA|Right-Handed|2.22|1.0||159.5|1.0|3.0|6.0|-0.6400000000000001
clay|Haliak M.|BLR|Right-Handed|1.29|Tang S.|CHN|Right-Handed|3.23|0.0|2.0|-159.5|-4.0|-5.0|2.0|-1.94
clay|Wiskandt M.|DEU|Right-Handed|1.91|Sigsgaard C.|DNK|Right-Handed|1.78|1.0||159.5|1.0|3.0|-5.0|0.1299999999999999
clay|D'Agostino S.|ITA|Right-Handed|2.23|Kamrowski M.|POL|Right-Handed|1.56|1.0||159.5|1.0|3.0|-1.0|0.6699999999999999
clay|De Dios F.|ARG|Right-Handed|5.98|Rodriguez Rodriguez J.|COL|Right-Handed|1.09|1.0||159.5|1.0|3.0|1.0|4.890000000000001
hard|Tiafoe F.|ARG|Right-Handed|1.71|Nakashima B.|ITA|Right-Handed|2.13|1.0||2280.0|9.0|3.0|3.0|-0.41999999999999993
Varioussurfaces|Martinez T.|ARG|Right-Handed|11.0|Egea F.|ARG|Right-Handed|1.02|1.0||159.5|1.0|3.0|-2.0|9.98
clay|Rodriguez Rodriguez J.|COL|Right-Handed|1.09|De Dios F.|ARG|Right-Handed|5.98|0.0|2.0|-159.5|-1.0|-3.0|-1.0|-4.890000000000001
clay|Chirita I.|ROU|Right-Handed|2.88|Juarez F.|ITA|Right-Handed|1.34|1.0||159.5|1.0|3.0|-5.0|1.5399999999999998
hard|Noguchi R.|JPN|Right-Handed|3.03|Svrcina D.|CZE|Right-Handed|1.35|1.0||-82.0|-5.0|-10.0|4.0|1.6799999999999997
Varioussurfaces|Vazquez F.|ARG|Right-Handed|2.1|Labuckas M.|ARG|Right-Handed|1.67|0.0|-5.0|-159.5|-1.0|-3.0|-2.0|0.43000000000000016
Varioussurfaces|Labuckas M.|ARG|Right-Handed|1.67|Vazquez F.|ARG|Right-Handed|2.1|1.0||159.5|1.0|3.0|2.0|-0.43000000000000016
hard|Cobolli F.|ITA|Right-Handed|1.95|Bublik A.|KAZ|Right-Handed|1.84|0.0|-6.0|-967.0|1.0|-13.0|-5.0|0.10999999999999988
hard|Evans D.|ARG|Right-Handed|1.63|Wong C.|HKG|Right-Handed|2.19|1.0||1314.0|-3.0|-10.0|14.0|-0.56
clay|Marinescu M.|ROU|Right-Handed|3.58|Orlov V.|UKR|Right-Handed|1.22|0.0|-3.0|-159.5|1.0|0.0|-7.0|2.3600000000000003
hard|Draper J.|ITA|Left-Handed|1.32|Bellucci M.|ITA|Left-Handed|3.38|0.0|1.0|503.0|1.0|3.0|-1.0|-2.0599999999999996
clay|Sigsgaard C.|DNK|Right-Handed|1.78|Wiskandt M.|DEU|Right-Handed|1.91|0.0|4.0|-159.5|-1.0|-3.0|5.0|-0.1299999999999999
clay|Damas M.|ESP|Right-Handed|2.91|Alvarez Varona N.|ESP|Right-Handed|1.36|1.0||346.5|-1.0|0.0|1.0|1.55
clay|Pankin S.|RUS|Right-Handed|4.23|Popovic S.|SRB|Right-Handed|1.18|1.0||159.5|1.0|3.0|4.0|3.0500000000000007
hard|Fils A.|FRA|Right-Handed|3.43|Fritz T.|ARG|Right-Handed|1.31|0.0|-7.0|-2809.0|-8.0|-8.0|-6.0|2.12
clay|Bass F.|ARG|Right-Handed|6.19|Geerts M.|BEL|Right-Handed|1.09|1.0||387.5|7.0|2.0|-5.0|5.1000000000000005
clay|Dalla Valle E.|ITA|Right-Handed|2.11|Tirante T.|ARG|Right-Handed|1.68|1.0||159.5|12.0|8.0|3.0|0.42999999999999994
hard|Svrcina D.|CZE|Right-Handed|1.35|Noguchi R.|JPN|Right-Handed|3.03|0.0|-1.0|82.0|5.0|10.0|-4.0|-1.6799999999999997
clay|Barreiros Reyes M.|BRA|Left-Handed|1.23|Nunez Vera A.|ITA|Right-Handed|3.78|1.0||159.5|1.0|3.0|6.0|-2.55
hard|Karatsev A.|RUS|Right-Handed|1.32|McCabe J.|AUS|Right-Handed|3.18|1.0||401.0|7.0|0.0|9.0|-1.86
clay|Poljicak M.|HRV|Right-Handed|1.12|Vankan M.|DEU|Right-Handed|5.17|0.0|-3.0|-522.5|-1.0|-3.0|-3.0|-4.05
clay|De Almeida G.|BRA|Right-Handed|2.34|Ribero F.|ARG|Right-Handed|1.52|1.0||159.5|-3.0|0.0|-7.0|0.8199999999999998
hard|Popyrin A.|AUS|Right-Handed|1.53|Machac T.|CZE|Right-Handed|2.47|1.0||82.0|5.0|13.0|2.0|-0.9400000000000002
clay|Basic M.|ARG|Right-Handed|1.57|Nedic A.|ITA|Right-Handed|2.23|1.0||-249.0|10.0|3.0|14.0|-0.6599999999999999
clay|Kirci K.|TUR|Right-Handed|1.83|Bassem Sobhy M.|EGY|Right-Handed|1.83|1.0||159.5|1.0|3.0|6.0|0.0
hard|Nishikori K.|JPN|Right-Handed|1.63|Cilic M.|HRV|Right-Handed|2.25|0.0|-1.0|-512.0|-16.0|-20.0|-1.0|-0.6200000000000001
hard|Nixon D.|AUS|Right-Handed|3.0|Bataljin L.|AUS|Right-Handed|1.36|1.0||159.5|26.0|20.0|-4.0|1.64
clay|Yang J.|DEU|Right-Handed|7.59|Dougaz A.|TUN|Left-Handed|1.06|1.0||159.5|-1.0|0.0|0.0|6.529999999999999
clay|Tirante T.|ARG|Right-Handed|1.68|Dalla Valle E.|ITA|Right-Handed|2.11|0.0|-3.0|-159.5|-12.0|-8.0|-3.0|-0.42999999999999994
clay|Michalik R.|SVK|Right-Handed|5.43|Schiessl J.|BRA|Left-Handed|1.11|1.0||159.5|1.0|3.0|1.0|4.319999999999999
clay|Singh K.|IND|Right-Handed|3.42|Spiridon D.|ITA|Right-Handed|1.26|0.0|-1.0|-159.5|-1.0|-3.0|-1.0|2.16
clay|Pascual Ferra R.|ESP|Left-Handed|8.22|Merida Aguilar D.|ESP|Right-Handed|1.05|1.0||159.5|1.0|3.0|-1.0|7.170000000000001
clay|Oetzbach A.|DEU|Right-Handed|2.66|Vasa E.|FIN|Right-Handed|1.42|1.0||159.5|1.0|-3.0|-1.0|1.2400000000000002
clay|Cina F.|ITA|Right-Handed|1.13|Stirbu C.|ROU|Right-Handed|4.98|0.0|0.0|-159.5|-1.0|-3.0|-1.0|-3.8500000000000005
hard|Sonego L.|ITA|Right-Handed|1.54|Mannarino A.|FRA|Left-Handed|2.46|1.0||-231.0|-3.0|11.0|-7.0|-0.9199999999999999
clay|Michnev P.|CZE|Right-Handed|3.31|Pokorny L.|SVK|Right-Handed|1.28|1.0||159.5|4.0|3.0|13.0|2.0300000000000002
clay|Spiridon D.|ITA|Right-Handed|1.26|Singh K.|IND|Right-Handed|3.42|1.0||159.5|1.0|3.0|1.0|-2.16
clay|Andreescu S.|ROU|Right-Handed|2.68|Ionel N.|ROU|Right-Handed|1.4|1.0||159.5|8.0|5.0|1.0|1.2800000000000002
clay|Clarke J.|ARG|Right-Handed|1.67|Sanchez Jover C.|ESP|Left-Handed|2.07|1.0||-56.0|4.0|3.0|2.0|-0.3999999999999999
clay|Gengel M.|CZE|Right-Handed|1.07|Lechno-Wasiutynski F.|POL|Right-Handed|6.86|0.0|9.0|-159.5|1.0|-3.0|9.0|-5.79
hard|Mannarino A.|FRA|Left-Handed|2.46|Sonego L.|ITA|Right-Handed|1.54|0.0|9.0|231.0|3.0|-11.0|7.0|0.9199999999999999
hard|Griekspoor T.|NLD|Right-Handed|1.77|Kecmanovic M.|SRB|Right-Handed|2.03|0.0|1.0|419.0|10.0|5.0|4.0|-0.2599999999999998
clay|Geerts M.|BEL|Right-Handed|1.09|Bass F.|ARG|Right-Handed|6.19|0.0|1.0|-387.5|-7.0|-2.0|5.0|-5.1000000000000005
clay|Latinovic S.|SRB|Right-Handed|6.54|Erhard M.|FRA|Right-Handed|1.08|1.0||159.5|-1.0|0.0|2.0|5.46
hard|Michelsen A.|ITA|Right-Handed|2.39|Tsitsipas S.|GRC|Right-Handed|1.56|0.0|-8.0|-4634.0|-11.0|-8.0|-7.0|0.8300000000000001
clay|Gulin S.|RUS|Right-Handed|1.71|Snitari I.|ITA|Right-Handed|2.01|1.0||159.5|1.0|3.0|-1.0|-0.2999999999999998
clay|Hernandez C.|ESP|Right-Handed|2.91|Andaloro F.|ITA|Right-Handed|1.35|0.0|0.0|-159.5|-1.0|-3.0|0.0|1.56
clay|Fonio G.|ITA|Right-Handed|1.45|Galan D.|COL|Right-Handed|2.63|0.0|-3.0|38.0|8.0|-8.0|-2.0|-1.18
clay|Pokorny L.|SVK|Right-Handed|1.28|Michnev P.|CZE|Right-Handed|3.31|0.0|-16.0|-159.5|-4.0|-3.0|-13.0|-2.0300000000000002
Varioussurfaces|Egea F.|ARG|Right-Handed|1.02|Martinez T.|ARG|Right-Handed|11.0|0.0|9.0|-159.5|-1.0|-3.0|2.0|-9.98
clay|Ganesan A.|ITA|Right-Handed|2.22|Barki J.|IDN|Right-Handed|1.58|0.0|-6.0|-159.5|-1.0|-3.0|-6.0|0.6400000000000001
clay|Nedic A.|ITA|Right-Handed|2.23|Basic M.|ARG|Right-Handed|1.57|0.0|-13.0|249.0|-10.0|-3.0|-14.0|0.6599999999999999
hard|McCabe J.|AUS|Right-Handed|3.18|Karatsev A.|RUS|Right-Handed|1.32|0.0|-11.0|-401.0|-7.0|0.0|-9.0|1.86
clay|Massard L.|FRA|Right-Handed|1.84|Karol M.|SVK|Right-Handed|1.83|1.0||159.5|-11.0|-10.0|-2.0|0.010000000000000009
hard|Cook E.|AUS|Right-Handed|3.25|Watt J.|NZL|Right-Handed|1.33|1.0||159.5|1.0|3.0|-3.0|1.92
clay|Nunez Vera A.|ITA|Right-Handed|3.78|Barreiros Reyes M.|BRA|Left-Handed|1.23|0.0|-4.0|-159.5|-1.0|-3.0|-6.0|2.55
clay|Iradukunda G.|BDI|Right-Handed|5.11|Crawford O.|ARG|Right-Handed|1.13|0.0|5.0|-159.5|-6.0|5.0|3.0|3.9800000000000004
clay|De La Fuente S.|ARG|Right-Handed|3.61|Monzon I.|ARG|Right-Handed|1.24|1.0||159.5|1.0|3.0|-4.0|2.37
clay|Bax F.|FRA|Right-Handed|1.06|Kumar P.|ARG|Right-Handed|7.45|0.0|2.0|-159.5|-1.0|-3.0|0.0|-6.390000000000001
clay|Pennaforti G.|ITA|Right-Handed|1.76|Krutykh O.|UKR|Right-Handed|1.93|1.0||249.5|1.0|3.0|-1.0|-0.16999999999999993
clay|Rottoli L.|ITA|Right-Handed|1.58|De Jonge D.|NLD|Right-Handed|2.22|0.0|-1.0|-159.5|-1.0|-3.0|-3.0|-0.6400000000000001
clay|Wallin O.|SWE|Right-Handed|2.88|Moeller M.|DEU|Right-Handed|1.38|0.0|-3.0|-159.5|9.0|7.0|-2.0|1.5
clay|Sun F.|CHN|Right-Handed|1.05|Lu P.|CHN|Right-Handed|8.42|0.0|4.0|-159.5|-4.0|-10.0|5.0|-7.37
clay|Krutykh O.|UKR|Right-Handed|1.93|Pennaforti G.|ITA|Right-Handed|1.76|0.0|5.0|-249.5|-1.0|-3.0|1.0|0.16999999999999993
clay|Nicod J.|CZE|Right-Handed|1.11|Callejon Hernando S.|ESP|Right-Handed|5.49|0.0|2.0|-159.5|-1.0|-3.0|1.0|-4.38
clay|Zhu M.|ARG|Right-Handed|2.35|Speziali F.|ITA|Right-Handed|1.52|1.0||159.5|-1.0|-10.0|8.0|0.8300000000000001
clay|Snitari I.|ITA|Right-Handed|2.01|Gulin S.|RUS|Right-Handed|1.71|0.0|1.0|-159.5|-1.0|-3.0|1.0|0.2999999999999998
clay|Denolly C.|FRA|Left-Handed|1.09|Alujas R.|MEX|Right-Handed|6.21|0.0|9.0|-159.5|-2.0|-3.0|5.0|-5.12
clay|Hess S.|ARG|Right-Handed|6.14|Midon L.|ARG|Right-Handed|1.09|1.0||159.5|1.0|3.0|3.0|5.05
clay|Orlov V.|UKR|Right-Handed|1.22|Marinescu M.|ROU|Right-Handed|3.58|1.0||159.5|-1.0|0.0|7.0|-2.3600000000000003
clay|Slump S.|NLD|Right-Handed|1.67|Martin Manzano J.|ITA|Left-Handed|2.07|1.0||159.5|-1.0|3.0|6.0|-0.3999999999999999
hard|Wong C.|HKG|Right-Handed|2.19|Evans D.|ARG|Right-Handed|1.63|0.0|-13.0|-1314.0|3.0|10.0|-14.0|0.56
clay|Zakaryia F.|EGY|Right-Handed|3.4|Erel Y.|TUR|Left-Handed|1.26|0.0|-1.0|-159.5|-1.0|-3.0|0.0|2.1399999999999997
clay|Londero J.|ARG|Right-Handed|2.68|Ugo Carabelli C.|ARG|Right-Handed|1.44|0.0|7.0|-39.0|-13.0|-5.0|6.0|1.2400000000000002
hard|Tabilo A.|CHL|Left-Handed|2.53|Rune H.|DNK|Right-Handed|1.52|1.0||-4303.0|7.0|3.0|6.0|1.0099999999999998
hard|Paul T.|ITA|Right-Handed|1.34|Arnaldi M.|ITA|Right-Handed|3.23|0.0|5.0|1505.0|3.0|-3.0|4.0|-1.89
hard|Ruud C.|NOR|Right-Handed|1.67|Thompson J.|AUS|Right-Handed|2.2|1.0||4158.0|-5.0|0.0|-5.0|-0.5300000000000002
clay|Midon L.|ARG|Right-Handed|1.09|Hess S.|ARG|Right-Handed|6.14|0.0|-3.0|-159.5|-1.0|-3.0|-3.0|-5.05
clay|Guerrieri A.|ITA|Left-Handed|2.79|Ovcharenko O.|UKR|Right-Handed|1.38|1.0||159.5|1.0|3.0|3.0|1.4100000000000001
hard|Sinner J.|ITA|Right-Handed|1.05|Jarry N.|CHL|Right-Handed|11.0|0.0|-3.0|2431.0|-14.0|-10.0|-5.0|-9.95
clay|Erhard M.|FRA|Right-Handed|1.08|Latinovic S.|SRB|Right-Handed|6.54|0.0|0.0|-159.5|1.0|0.0|-2.0|-5.46
clay|Sanchez Jover C.|ESP|Left-Handed|2.07|Clarke J.|ARG|Right-Handed|1.67|0.0|-2.0|56.0|-4.0|-3.0|-2.0|0.3999999999999999
clay|Demanet E.|BEL|Right-Handed|1.53|Schoenhaus M.|DEU|Right-Handed|2.34|1.0||159.5|1.0|3.0|2.0|-0.8099999999999998
hard|Diallo G.|CAN|Right-Handed|5.21|Oliveira G.|VEN|Left-Handed|1.14|0.0|-8.0|-133.5|-1.0|0.0|-7.0|4.07
clay|Safwat M.|EGY|Right-Handed|1.1|Plunger M.|ITA|Right-Handed|5.69|1.0||-10.0|5.0|-5.0|11.0|-4.59
clay|Braynin A.|UKR|Right-Handed|2.08|Schell N.|DEU|Right-Handed|1.66|0.0|0.0|-159.5|-1.0|-3.0|0.0|0.42000000000000015
clay|Zhang L.|CHN|Right-Handed|2.2|Zhang T.|CHN|Right-Handed|1.59|1.0||159.5|1.0|3.0|3.0|0.6100000000000001
hard|Bolt A.|AUS|Left-Handed|1.37|Walton A.|AUS|Right-Handed|2.93|1.0||-271.0|8.0|-2.0|6.0|-1.56
clay|Brown P.|ARG|Left-Handed|1.86|Perez B.|VEN|Left-Handed|1.82|1.0||159.5|-4.0|-3.0|-1.0|0.040000000000000036
clay|Cerny M.|CZE|Right-Handed|2.08|Catry R.|FRA|Right-Handed|1.66|1.0||159.5|1.0|3.0|0.0|0.42000000000000015
clay|Kalyanpur A.|IND|Right-Handed|1.25|Kumaran B.|IND|Right-Handed|3.52|0.0|-1.0|-159.5|-1.0|0.0|-2.0|-2.27
indoors|Herbert P.|FRA|Right-Handed|2.65|Huesler M.|CHE|Left-Handed|1.44|1.0||159.5|-13.0|-8.0|5.0|1.21
clay|Schell N.|DEU|Right-Handed|1.66|Braynin A.|UKR|Right-Handed|2.08|1.0||159.5|1.0|3.0|0.0|-0.42000000000000015
clay|Cazacu D.|ROU|Left-Handed|2.68|Dancu V.|ROU|Right-Handed|1.4|0.0|-5.0|-159.5|-1.0|-3.0|-5.0|1.2800000000000002
clay|Celikbilek A.|TUR|Right-Handed|6.92|Alkotop M.|JOR|Right-Handed|1.07|0.0|5.0|-345.5|-7.0|-3.0|1.0|5.85
hard|Ryan Ziegann S.|AUS|Right-Handed|2.62|Klintcharov A.|NZL|Right-Handed|1.44|1.0||159.5|1.0|3.0|-2.0|1.1800000000000002
hard|Auger Aliassime F.|CAN|Right-Handed|3.08|Nishioka Y.|JPN|Left-Handed|1.37|1.0||-438.5|24.0|23.0|-4.0|1.71
clay|Huang T.|ITA|Right-Handed|1.35|Sim S.|KOR|Right-Handed|2.91|0.0|2.0|-159.5|-1.0|-3.0|-3.0|-1.56
hard|Nakashima B.|ITA|Right-Handed|2.13|Tiafoe F.|ARG|Right-Handed|1.71|0.0|-3.0|-2280.0|-9.0|-3.0|-3.0|0.41999999999999993
clay|Kumaran B.|IND|Right-Handed|3.52|Kalyanpur A.|IND|Right-Handed|1.25|1.0||159.5|1.0|0.0|2.0|2.27
Varioussurfaces|Grippo V.|ARG|Right-Handed|2.75|Garcia Longo N.|ARG|Right-Handed|1.4|1.0||159.5|1.0|3.0|5.5|1.35
clay|Ugo Carabelli C.|ARG|Right-Handed|1.44|Londero J.|ARG|Right-Handed|2.68|1.0||39.0|13.0|5.0|-6.0|-1.2400000000000002
clay|Topo M.|DEU|Right-Handed|1.16|Paz J.|ARG|Right-Handed|4.63|0.0|-10.0|-494.5|-1.0|-3.0|-9.0|-3.4699999999999998
