Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
Varioussurfaces|Ehrenschneider N.|DEU|Right-Handed|Halmenschlager Reis I.|BRA|Right-Handed|0.0|-3.0|43.5|0.0|1.0|-4.0|-8.01
Varioussurfaces|La Vela G.|ITA|Right-Handed|Catini N.|ITA|Right-Handed|1.0||-43.5|0.0|-1.0|-3.0|0.43000000000000016
Varioussurfaces|Leguizamon A.|PRY|Right-Handed|Zamani A.|ITA|Right-Handed|1.0||-43.5|0.0|-1.0|0.0|-1.5799999999999998
Varioussurfaces|Seeman J.|EST|Right-Handed|Ahti V.|FIN|Right-Handed|1.0||-43.5|0.0|-1.0|-1.0|-1.34
clay|Ilhan M.|TUR|Right-Handed|Liaonenka A.|BLR|Right-Handed|1.0||-311.0|2.0|6.0|12.0|-0.3900000000000001
clay|Wang C.|CHN|Right-Handed|Crnokrak A.|AUS|Right-Handed|1.0||-302.0|-8.0|-3.0|8.0|1.51
Varioussurfaces|Salomone F.|ITA|Right-Handed|Ajdukovic D.|HRV|Right-Handed|1.0||143.5|3.0|-1.0|0.0|7.59
clay|Gerch L.|DEU|Left-Handed|Moraing M.|DEU|Left-Handed|1.0||77.5|2.0|-5.0|-3.0|0.5899999999999999
clay|Neumayer L.|AUT|Right-Handed|Gakhov I.|RUS|Left-Handed|0.0|-9.0|-140.0|-2.0|-6.0|-6.0|-0.34999999999999987
clay|Milojevic N.|SRB|Right-Handed|Horansky F.|SVK|Right-Handed|0.0|-2.0|144.0|-1.0|-3.0|-2.0|0.0
Varioussurfaces|Leather J.|ITA|Right-Handed|Schinas S.|GRC|Right-Handed|0.0|-9.0|43.5|0.0|1.0|-2.0|-1.2000000000000002
hard|Monfils G.|FRA|Right-Handed|Martinez P.|ESP|Right-Handed|0.0|9.0|755.0|9.0|8.0|10.0|-0.7299999999999998
clay|Tomescu D.|ROU|Right-Handed|Beloborodko I.|UKR|Right-Handed|1.0||-43.5|0.0|-1.0|2.0|1.7599999999999998
clay|Simakin I.|RUS|Right-Handed|Yunchaokete B.|CHN|Right-Handed|1.0||-43.5|0.0|-1.0|-2.0|5.56
