Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
hard|Radjenovic V.|SRB|Right-Handed|1.24|Pankin S.|RUS|Right-Handed|3.6|0.0|-5.0|36.0|-0.5|0.0|-6.0|-2.3600000000000003
hard|Gentzsch T.|DEU|Right-Handed|1.2|Mujakic A.|DEU|Right-Handed|4.04|0.0|-3.0|36.0|-0.5|0.0|-1.0|-2.84
hard|Molder M.|EST|Right-Handed|3.59|Visker N.|NLD|Right-Handed|1.24|1.0||-36.0|0.5|0.0|-3.0|2.3499999999999996
hard|Dedura-Palomero D.|DEU|Left-Handed|1.2|Bol J.|NLD|Right-Handed|3.92|0.0|-2.0|36.0|-0.5|0.0|-6.0|-2.7199999999999998
clay|Mikrut L.|HRV|Right-Handed|2.0|Rehberg M.|DEU|Right-Handed|1.74|1.0||142.0|0.5|0.0|0.0|0.26
hard|Martin D.|CAN|Right-Handed|1.4|Cazacu D.|ROU|Left-Handed|2.64|0.0|3.0|-233.0|-0.5|0.0|5.0|-1.2400000000000002
hard|Palan D.|CZE|Right-Handed|1.19|Shin M.|UZB|Right-Handed|4.26|0.0|1.0|36.0|-0.5|0.0|2.0|-3.07
hard|Bonsach Ganley K.|DNK|Right-Handed|2.44|Vanshelboim E.|UKR|Right-Handed|1.49|1.0||-36.0|-8.0|-3.0|-4.0|0.95
hard|Huang T.|ITA|Right-Handed|3.41|Banerjee S.|ITA|Right-Handed|1.27|1.0||-36.0|0.5|0.0|4.0|2.14
hard|Pisaric A.|SRB|Right-Handed|2.54|Chepelev A.|RUS|Left-Handed|1.45|0.0|-6.0|36.0|-0.5|0.0|-8.0|1.09
hard|Radulov I.|BGR|Right-Handed|1.68|Barreto Sanchez D.|ESP|Left-Handed|2.08|0.0|-3.0|36.0|-0.5|0.0|-3.0|-0.40000000000000013
hard|Vilicich B.|ARG|Right-Handed|4.19|Roncadelli F.|URY|Left-Handed|1.18|1.0||-36.0|5.0|0.0|0.0|3.0100000000000007
hard|Brouwer G.|NLD|Left-Handed|1.53|Simakin I.|RUS|Right-Handed|2.4|1.0||147.0|-5.5|6.0|8.0|-0.8699999999999999
hard|Lalami Laaroussi Y.|MAR|Right-Handed|6.56|De Krom M.|NLD|Right-Handed|1.08|1.0||-277.0|0.5|0.0|-3.0|5.4799999999999995
