Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
Varioussurfaces|Penev I.|BGR|Right-Handed|Kahlke J.|DEU|Left-Handed|1.0||203.0|-1.0|5.0|-9.0|2.0199999999999996
indoors|Canter A.|AUS|Right-Handed|Cash J.|AUS|Right-Handed|1.0||203.0|-1.5|1.5|-1.0|2.0199999999999996
indoors|Guinard M.|FRA|Right-Handed|Pospisil V.|CAN|Right-Handed|1.0||-47.0|-7.0|3.0|-6.0|2.31
clay|Tabilo A.|CHL|Left-Handed|Martinez P.|ESP|Right-Handed|1.0||-259.0|-1.0|3.0|0.0|-0.6000000000000003
Varioussurfaces|Babinciuc I.|AUS|Right-Handed|Filip V.|ROU|Right-Handed|0.0|8.0|-203.0|1.5|-1.5|9.0|-2.0199999999999996
Varioussurfaces|Evans T.|AUS|Right-Handed|Sach T.|AUS|Right-Handed|1.0||203.0|-7.5|-6.5|2.0|2.0199999999999996
indoors|Heyman C.|BEL|Left-Handed|Lokoli L.|FRA|Right-Handed|1.0||367.0|12.0|3.0|1.0|1.48
Varioussurfaces|Fitzgerald P.|AUS|Right-Handed|Jovic P.|AUS|Right-Handed|0.0|5.0|-203.0|1.5|-1.5|5.0|-2.0199999999999996
Varioussurfaces|Nesterov P.|BGR|Right-Handed|Marinescu M.|ROU|Right-Handed|0.0|-2.0|-203.0|1.5|-1.5|-1.0|-2.0199999999999996
indoors|Fatic N.|AUS|Right-Handed|Cuevas M.|URY|Right-Handed|1.0||203.0|-2.0|0.0|-3.0|-0.33999999999999986
hard|Tsitsipas S.|GRC|Right-Handed|Norrie C.|AUS|Left-Handed|1.0||3495.0|7.0|5.0|-2.0|-1.0299999999999998
indoors|Fonio G.|ITA|Right-Handed|Michalski D.|POL|Right-Handed|1.0||203.0|3.0|3.0|2.0|0.8699999999999999
indoors|Martin Tiffon P.|ESP|Right-Handed|Shevchenko A.|KAZ|Right-Handed|1.0||203.0|3.0|-2.0|2.0|0.74
clay|Ramos-Vinolas A.|ESP|Left-Handed|Baez S.|ARG|Right-Handed|1.0||708.0|6.0|18.0|13.0|-0.2899999999999998
indoors|Atmane T.|FRA|Left-Handed|Ovcharenko O.|UKR|Right-Handed|0.0|-1.0|-203.0|1.5|-1.5|0.0|-0.2899999999999998
Varioussurfaces|Cavrak K.|AUS|Right-Handed|Ryan Ziegann S.|AUS|Right-Handed|0.0|1.0|-203.0|1.5|-1.5|-3.0|-2.0199999999999996
indoors|Wu T.|AUS|Right-Handed|Perez A.|AUS|Right-Handed|0.0|0.0|-203.0|5.0|0.0|-1.0|-0.3999999999999999
indoors|Cash J.|AUS|Right-Handed|Canter A.|AUS|Right-Handed|0.0|0.0|-203.0|1.5|-1.5|1.0|-2.0199999999999996
Varioussurfaces|Jovanovski N.|AUS|Right-Handed|Ibraimi M.|AUS|Right-Handed|0.0|0.0|-203.0|1.5|-1.5|0.0|-2.0199999999999996
Varioussurfaces|Court J.|AUS|Right-Handed|Babanine A.|AUS|Right-Handed|0.0|-6.0|-203.0|19.0|13.0|-6.0|-2.0199999999999996
