Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
clay|Bouzige M.|AUS|Right-Handed|1.52|Watt J.|NZL|Right-Handed|2.37|1.0||128.0|0.0|-5.0|1.0|-0.8500000000000001
Varioussurfaces|Shapovalov D.|CAN|Left-Handed|1.02|Vasa E.|FIN|Right-Handed|13.71|0.0|0.0|972.0|-4.0|-3.0|-2.0|-12.690000000000001
clay|Mazzola F.|ITA|Right-Handed|1.66|Massacri B.|ITA|Right-Handed|2.08|1.0||128.0|0.0|0.0|-4.0|-0.42000000000000015
Varioussurfaces|Auger Aliassime F.|CAN|Right-Handed|1.17|Virtanen O.|FIN|Right-Handed|4.9|0.0|1.0|-258.0|10.0|8.0|1.0|-3.7300000000000004
clay|Saitoh K.|JPN|Left-Handed|2.25|Imai S.|JPN|Right-Handed|1.57|1.0||128.0|-6.0|-15.0|-7.0|0.6799999999999999
clay|Zgirovsky A.|BLR|Right-Handed|1.88|Singh K.|IND|Right-Handed|1.79|1.0||128.0|0.0|6.0|2.0|0.08999999999999986
clay|Novak D.|AUT|Right-Handed|2.54|Molleker R.|DEU|Right-Handed|1.48|1.0||130.0|5.0|-2.0|7.0|1.06
hard|Smith C.|FRA|Right-Handed|2.03|Boyer T.|ITA|Right-Handed|1.73|1.0||128.0|0.0|0.0|-2.0|0.2999999999999998
clay|Nedelko I.|RUS|Right-Handed|1.09|Agostini S.|ITA|Right-Handed|6.33|0.0|12.0|-300.0|2.0|0.0|11.0|-5.24
clay|Klintcharov A.|NZL|Right-Handed|1.66|Van Rensburg S.|AUS|Right-Handed|2.08|0.0|2.0|-128.0|0.0|0.0|5.0|-0.42000000000000015
clay|Bhatnagar S.|IND|Right-Handed|8.91|Shin W.|KOR|Right-Handed|1.04|1.0||128.0|0.0|0.0|3.0|7.87
clay|Berrettini J.|ITA|Right-Handed|2.65|Choinski J.|FRA|Right-Handed|1.44|0.0|0.0|-389.0|5.0|-5.0|-3.0|1.21
hard|McCabe J.|AUS|Right-Handed|1.81|Gomez F.|ARG|Right-Handed|1.92|1.0||128.0|0.0|0.0|-6.0|-0.10999999999999988
clay|Marti Pujolras A.|ESP|Right-Handed|4.04|Royer V.|FRA|Right-Handed|1.22|1.0||128.0|-5.0|-3.0|2.0|2.8200000000000003
clay|Masabayashi T.|JPN|Right-Handed|1.08|Alam S.|SGP|Right-Handed|6.67|0.0|2.0|-128.0|0.0|0.0|0.0|-5.59
clay|Setkic A.|FRA|Right-Handed|1.42|Sim S.|KOR|Right-Handed|2.66|1.0||86.0|8.0|6.0|9.0|-1.2400000000000002
clay|Ghazouani Durand Y.|FRA|Right-Handed|5.28|Chidekh C.|FRA|Right-Handed|1.12|1.0||262.0|0.0|0.0|1.0|4.16
clay|Olaso-De La Rica G.|ESP|Right-Handed|1.09|Vithoontien L.|JPN|Left-Handed|6.33|0.0|17.0|-128.0|0.0|0.0|11.0|-5.24
indoors|Droguet T.|FRA|Right-Handed|1.63|Grenier H.|FRA|Right-Handed|2.18|0.0|-4.0|-283.0|-7.0|-11.0|-5.0|-0.5500000000000003
clay|Klok D.|RUS|Right-Handed|1.16|Yazdani A.|IRN|Right-Handed|4.35|0.0|8.0|-128.0|4.0|-5.0|5.0|-3.1899999999999995
clay|Dalmasso G.|FRA|Right-Handed|4.08|Perez Contri S.|ESP|Left-Handed|1.19|0.0|-9.0|-128.0|0.0|0.0|-5.0|2.89
clay|Delaney J.|AUS|Right-Handed|1.15|Han S.|KOR|Right-Handed|4.7|0.0|3.0|-128.0|2.0|3.0|4.0|-3.5500000000000003
clay|Colson T.|BEL|Right-Handed|4.0|Clarke J.|FRA|Right-Handed|1.22|0.0|-6.0|-126.0|-4.0|-3.0|-2.0|2.7800000000000002
clay|Banerjee S.|ITA|Right-Handed|1.4|Oh C.|KOR|Right-Handed|2.68|0.0|-6.0|-128.0|6.0|5.0|-6.0|-1.2800000000000002
clay|Kesarwani M.|IND|Right-Handed|6.33|Javia D.|IND|Right-Handed|1.09|1.0||128.0|0.0|0.0|1.0|5.24
Varioussurfaces|Machac T.|CZE|Right-Handed|2.73|Popyrin A.|AUS|Right-Handed|1.43|1.0||-82.0|-5.0|-13.0|-2.0|1.3
indoors|Martineau M.|FRA|Right-Handed|3.3|Halys Q.|FRA|Right-Handed|1.3|1.0||-378.0|-2.0|-8.0|-2.0|1.9999999999999998
clay|Marinkov P.|AUS|Right-Handed|1.38|Brown P.|FRA|Left-Handed|2.78|0.0|-4.0|-128.0|0.0|0.0|-5.0|-1.4
hard|Ficovich J.|ARG|Right-Handed|2.53|Sell K.|BRA|Right-Handed|1.48|1.0||128.0|-3.0|8.0|-3.0|1.0499999999999998
clay|Manzanera Pertusa A.|ESP|Right-Handed|1.01|Bravo A.|FRA|Right-Handed|10.02|0.0|2.0|-128.0|0.0|0.0|1.0|-9.01
clay|Sabas M.|FRA|Right-Handed|6.98|Philippov E.|RUS|Right-Handed|1.07|1.0||128.0|0.0|0.0|0.0|5.91
clay|Perez Contri S.|ESP|Left-Handed|1.19|Dalmasso G.|FRA|Right-Handed|4.08|1.0||128.0|0.0|0.0|5.0|-2.89
clay|Mujakic A.|DEU|Right-Handed|1.65|Bellifemine A.|ITA|Right-Handed|2.09|1.0||128.0|0.0|0.0|-2.0|-0.43999999999999995
clay|Amoros Ramos P.|ESP|Right-Handed|3.14|McCormick T.|ITA|Right-Handed|1.31|1.0||128.0|0.0|0.0|1.0|1.83
hard|Tomic B.|AUS|Right-Handed|3.09|Spizzirri E.|FRA|Right-Handed|1.34|0.0|10.0|-110.0|13.0|11.0|9.0|1.7499999999999998
indoors|Halys Q.|FRA|Right-Handed|1.3|Martineau M.|FRA|Right-Handed|3.3|0.0|3.0|378.0|2.0|8.0|2.0|-1.9999999999999998
clay|Sharipov M.|RUS|Right-Handed|1.18|Hoang A.|FRA|Right-Handed|4.26|0.0|-8.0|-231.0|2.0|2.0|-7.0|-3.08
hard|Boyer T.|ITA|Right-Handed|1.73|Smith C.|FRA|Right-Handed|2.03|0.0|5.0|-128.0|0.0|0.0|2.0|-0.2999999999999998
clay|Trouve N.|FRA|Right-Handed|4.12|Glinka D.|EST|Left-Handed|1.19|1.0||128.0|0.0|0.0|-6.0|2.93
clay|Chidekh C.|FRA|Right-Handed|1.12|Ghazouani Durand Y.|FRA|Right-Handed|5.28|0.0|7.0|-262.0|0.0|0.0|-1.0|-4.16
clay|Olivieri G.|ARG|Right-Handed|1.76|Gill F.|FRA|Left-Handed|1.98|0.0|4.0|-106.0|-5.0|-10.0|4.0|-0.21999999999999997
clay|Basing M.|ITA|Right-Handed|1.33|Rawat S.|IND|Right-Handed|3.25|0.0|-9.0|-128.0|8.0|10.0|-10.0|-1.92
hard|Gomez F.|ARG|Right-Handed|1.92|McCabe J.|AUS|Right-Handed|1.81|0.0|6.0|-128.0|0.0|0.0|6.0|0.10999999999999988
clay|Nicod J.|CZE|Right-Handed|1.36|Jorda Sanchis D.|ESP|Right-Handed|2.99|0.0|-11.0|-128.0|-8.0|-11.0|-10.0|-1.6300000000000001
clay|Giustino L.|ITA|Right-Handed|1.46|Negritu C.|DEU|Right-Handed|2.57|0.0|4.0|-104.0|2.0|-13.0|2.0|-1.1099999999999999
clay|Monzon I.|ARG|Right-Handed|3.23|Boscardin Dias P.|BRA|Right-Handed|1.29|1.0||128.0|5.0|5.0|5.0|1.94
clay|Garbero F.|ITA|Right-Handed|7.68|Lumsden E.|ITA|Right-Handed|1.06|1.0||128.0|0.0|0.0|-5.0|6.619999999999999
clay|Nedev D.|BGR|Right-Handed|1.01|Arnautovic V.|CHE|Right-Handed|13.5|0.0|6.0|-128.0|0.0|0.0|0.0|-12.49
clay|Kobierski J.|AUT|Right-Handed|1.8|Bojarski A.|POL|Right-Handed|1.89|0.0|-1.0|-128.0|0.0|0.0|-1.0|-0.08999999999999986
clay|Oplustil P.|CZE|Right-Handed|4.17|Van Der Meerschen M.|BEL|Right-Handed|1.19|1.0||128.0|0.0|0.0|-5.0|2.98
clay|Park S.|KOR|Right-Handed|4.43|Samrej K.|THA|Right-Handed|1.16|1.0||128.0|0.0|0.0|-5.0|3.2699999999999996
clay|La Serna J.|ARG|Left-Handed|1.57|Barrena A.|ARG|Right-Handed|2.22|1.0||128.0|0.0|0.0|-1.0|-0.6500000000000001
clay|Simundza J.|HRV|Left-Handed|1.92|Callejon Hernando S.|ESP|Right-Handed|1.77|1.0||128.0|0.0|0.0|0.0|0.1499999999999999
clay|Oh C.|KOR|Right-Handed|2.68|Banerjee S.|ITA|Right-Handed|1.4|1.0||128.0|-6.0|-5.0|6.0|1.2800000000000002
clay|Altmaier D.|DEU|Right-Handed|1.37|Andreev A.|BGR|Right-Handed|2.96|0.0|2.0|758.0|22.0|11.0|2.0|-1.5899999999999999
clay|Agafonov E.|RUS|Right-Handed|1.05|Ender P.|AUT|Right-Handed|8.2|0.0|2.0|-128.0|0.0|0.0|-2.0|-7.1499999999999995
clay|Woldeab S.|ITA|Right-Handed|1.73|Loge J.|BEL|Right-Handed|1.98|0.0|4.0|-128.0|0.0|0.0|4.0|-0.25
clay|Garcia A.|ESP|Right-Handed|4.26|Merida Aguilar D.|ESP|Right-Handed|1.18|1.0||-42.0|0.0|0.0|3.0|3.08
Varioussurfaces|Tabilo A.|CHL|Left-Handed|1.3|Hanfmann Y.|DEU|Right-Handed|3.5|1.0||-407.0|-11.0|-5.0|-5.0|-2.2
clay|Di Natale G.|ITA|Right-Handed|2.78|Reitano S.|ITA|Right-Handed|1.39|1.0||128.0|0.0|0.0|-1.0|1.39
clay|Sim S.|KOR|Right-Handed|2.66|Setkic A.|FRA|Right-Handed|1.42|0.0|-13.0|-86.0|-8.0|-6.0|-9.0|1.2400000000000002
clay|Cornut Chauvinc A.|FRA|Right-Handed|1.11|Nagel A.|FRA|Right-Handed|5.57|0.0|5.0|-128.0|0.0|0.0|3.0|-4.46
clay|Egea F.|ARG|Right-Handed|1.58|Vilicich B.|ARG|Right-Handed|2.25|0.0|7.0|-128.0|0.0|0.0|0.0|-0.6699999999999999
clay|Aguiard E.|AUS|Right-Handed|1.25|Vickery L.|AUS|Right-Handed|3.52|0.0|1.0|-128.0|0.0|0.0|2.0|-2.27
clay|Vatutin A.|RUS|Right-Handed|3.75|Vrbensky M.|CZE|Right-Handed|1.24|0.0|7.0|28.0|4.0|-2.0|7.0|2.51
clay|Aggarwal P.|IND|Right-Handed|5.53|Bocchi L.|ITA|Right-Handed|1.11|1.0||128.0|0.0|5.0|0.0|4.42
clay|Tajima N.|JPN|Right-Handed|3.31|Kumasaka T.|JPN|Right-Handed|1.28|1.0||128.0|1.0|-2.0|-2.0|2.0300000000000002
clay|Jimenez M.|SGP|Right-Handed|7.85|Shin S.|KOR|Right-Handed|1.05|1.0||128.0|3.0|5.0|-9.0|6.8
clay|Vankan M.|DEU|Right-Handed|2.13|Radjenovic V.|SRB|Right-Handed|1.63|0.0|5.0|-128.0|0.0|0.0|4.0|0.5
clay|Miletich I.|ITA|Right-Handed|2.1|Chepelev A.|RUS|Left-Handed|1.64|1.0||128.0|0.0|0.0|-7.0|0.4600000000000002
clay|Kusuhara Y.|JPN|Right-Handed|3.58|Mochizuki Y.|JPN|Right-Handed|1.25|0.0|-3.0|-128.0|18.0|12.0|1.0|2.33
clay|Bocchi L.|ITA|Right-Handed|1.11|Aggarwal P.|IND|Right-Handed|5.53|0.0|0.0|-128.0|0.0|-5.0|0.0|-4.42
clay|Bax F.|FRA|Right-Handed|1.03|Philibert N.|FRA|Right-Handed|9.6|0.0|6.0|-128.0|0.0|0.0|6.0|-8.57
clay|Popko D.|KAZ|Right-Handed|1.3|Vatutin A.|RUS|Right-Handed|3.21|1.0||187.0|18.0|13.0|-4.0|-1.91
clay|Pel S.|NLD|Right-Handed|5.43|Samuel T.|FRA|Right-Handed|1.11|0.0|1.0|-128.0|0.0|0.0|1.0|4.319999999999999
clay|Ender P.|AUT|Right-Handed|8.2|Agafonov E.|RUS|Right-Handed|1.05|1.0||128.0|0.0|0.0|2.0|7.1499999999999995
clay|Debru G.|FRA|Right-Handed|1.34|Campana Lee G.|KOR|Right-Handed|3.12|1.0||128.0|0.0|0.0|-1.0|-1.78
clay|Imamura M.|JPN|Right-Handed|1.16|Nakagawa S.|JPN|Right-Handed|4.47|0.0|5.0|-128.0|0.0|0.0|1.0|-3.3099999999999996
clay|Sakellaridis S.|GRC|Right-Handed|1.33|Bobrov B.|RUS|Right-Handed|3.25|0.0|-6.0|-128.0|4.0|0.0|-7.0|-1.92
Varioussurfaces|Vasa E.|FIN|Right-Handed|13.71|Shapovalov D.|CAN|Left-Handed|1.02|1.0||-972.0|4.0|3.0|2.0|12.690000000000001
clay|Brumm J.|ITA|Right-Handed|1.91|Kawahashi Y.|JPN|Right-Handed|1.78|0.0|3.0|-128.0|0.0|0.0|-1.0|0.1299999999999999
clay|Compagnucci T.|ITA|Right-Handed|1.25|Vasilev A.|BGR|Right-Handed|3.56|0.0|6.0|-128.0|0.0|0.0|7.0|-2.31
hard|Maloney P.|FRA|Right-Handed|1.63|Bigun K.|ITA|Left-Handed|2.19|1.0||128.0|-1.0|2.0|6.0|-0.56
clay|Lipp M.|DEU|Right-Handed|1.39|Misasi G.|ITA|Right-Handed|2.72|0.0|-2.0|-128.0|0.0|0.0|-3.0|-1.3300000000000003
clay|Bobrov B.|RUS|Right-Handed|3.25|Sakellaridis S.|GRC|Right-Handed|1.33|1.0||128.0|-4.0|0.0|7.0|1.92
clay|Brown P.|FRA|Left-Handed|2.78|Marinkov P.|AUS|Right-Handed|1.38|1.0||128.0|0.0|0.0|5.0|1.4
clay|Kumasaka T.|JPN|Right-Handed|1.28|Tajima N.|JPN|Right-Handed|3.31|0.0|-1.0|-128.0|-1.0|2.0|2.0|-2.0300000000000002
clay|Van Rensburg S.|AUS|Right-Handed|2.08|Klintcharov A.|NZL|Right-Handed|1.66|1.0||128.0|0.0|0.0|-5.0|0.42000000000000015
clay|Lingua Lavallen A.|ARG|Left-Handed|1.06|Cundom J.|ARG|Right-Handed|7.39|1.0||128.0|0.0|0.0|0.0|-6.33
clay|Han S.|KOR|Right-Handed|4.7|Delaney J.|AUS|Right-Handed|1.15|1.0||128.0|-2.0|-3.0|-4.0|3.5500000000000003
clay|Rottoli L.|ITA|Right-Handed|1.43|De Marchi A.|ITA|Right-Handed|2.6|0.0|6.0|-128.0|0.0|0.0|-1.0|-1.1700000000000002
clay|Peliwo F.|POL|Right-Handed|1.29|Martin T.|FRA|Right-Handed|3.27|0.0|0.0|-299.0|-6.0|-8.0|-1.0|-1.98
clay|Wessels L.|DEU|Right-Handed|1.43|Catini N.|ITA|Right-Handed|2.61|0.0|2.0|-224.0|12.0|13.0|-1.0|-1.18
